SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
0.0,15.0,79.70750555250018,1207.4141040127329,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',Yes
0.0,71.0,64.63312427323274,4768.726402051084,Male,Yes,No,Yes,'No phone service',DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Bank transfer (automatic)',No
0.0,45.88505871258389,93.99355908774882,4189.147286688912,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',No
0.0,12.0,19.950000762939453,298.69673635113554,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,12.551282167675229,74.34434745183319,824.6001266054117,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,No,'Credit card (automatic)',No
0.0,60.59539598598346,26.015103046942173,1585.4684523345984,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
1.0,1.1186465150987392,69.45335843029697,101.02608982948789,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',Yes
0.0,50.0596500164054,115.186682640741,5885.102563548776,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',No
1.0,24.0,105.9631817340168,2915.543726299676,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0.0,1.0,52.59450893382359,76.46977600680522,Female,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Electronic check',No
0.0,4.0,104.44868894203128,551.552749477482,Male,No,No,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',Yes
0.0,66.0,84.9397807254615,5629.470106757364,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',No
0.0,1.0,19.525199214114817,19.46737805783969,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0.0,48.0,75.90007786004054,3946.414473698257,Male,Yes,Yes,Yes,No,'Fiber optic',No,Yes,No,No,No,No,'Two year',No,'Credit card (automatic)',No
0.0,59.22486749419997,19.41751365560361,1016.9284543806822,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0.0,1.0,19.21089122085345,19.686202056739628,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,1.0,97.16775289896682,143.4244680363048,Female,No,No,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
1.0,19.08118520068648,98.90199976050688,1494.5997588833757,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,48.46825278379135,20.30670020890228,912.4938716559828,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,63.44652497100441,94.47049701524818,6279.90989001116,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,Yes,'One year',Yes,'Electronic check',No
0.0,70.65703403101669,20.042418277916788,1254.6610887238776,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0.0,72.0,105.38244825433716,7840.561450493717,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',No
0.0,13.0,50.96286305824667,469.8525807861906,Male,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,No,'Mailed check',No
0.0,24.0,20.152661110107623,437.6628436770012,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,58.45576560401485,104.36678748951122,5797.698282044314,Female,Yes,No,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,'Electronic check',No
0.0,1.0,47.19090677485932,59.81113000054817,Male,No,No,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0.0,0.0,118.5999984741211,8684.7998046875,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',Yes
0.0,13.0,39.836020139836144,419.70713309953015,Female,Yes,Yes,No,'No phone service',DSL,No,No,No,No,No,No,'Two year',No,'Mailed check',No
0.0,5.0,53.9551588246276,166.30273373276523,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0.0,1.0,52.810829003294174,67.66049545644739,Male,No,No,Yes,'No phone service',DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,'Mailed check',Yes
0.0,52.0,30.26035615583938,1352.7406413304277,Female,No,Yes,No,'No phone service',DSL,'No internet service',Yes,Yes,No,No,No,'One year',Yes,'Mailed check',No
0.0,62.0,94.2826805122483,5649.060202876248,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,'Two year',Yes,'Electronic check',No
0.0,17.0,74.47590635497433,934.322359805908,Female,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0.0,24.0,54.93566492225517,1490.4012788283685,Male,Yes,Yes,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0.0,28.09442415149109,19.950000762939453,647.7797582045447,Male,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',No
0.0,28.0,86.31342143700687,2194.903510457327,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,'One year',Yes,'Mailed check',Yes
0.0,6.397625701567696,19.49827198894264,99.87000038335104,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,9.0,48.93791787714319,444.0755483609933,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,'Mailed check',No
0.0,29.0,20.54525309924916,452.7819531547744,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,4.0,78.35750500891953,308.60130621568413,Male,No,No,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',Yes
0.0,3.0,19.950000762939453,48.40436088198184,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,24.0,25.24916110588573,453.7386050443181,Female,No,Yes,Yes,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',No
0.0,44.0,45.444845483751095,868.3736432338669,Female,No,Yes,No,'No phone service',DSL,No,Yes,No,Yes,No,No,'Two year',Yes,'Credit card (automatic)',No
1.0,41.53314800372672,89.65169294258827,4193.687339111662,Male,No,No,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',Yes
0.0,14.0,73.84124562722457,942.681090449588,Male,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Electronic check',No
0.0,30.80780237371789,89.22476928198593,3066.515249099009,Male,No,No,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',Yes
0.0,21.21875711313333,79.63629022732749,1612.7015837366323,Female,No,No,Yes,No,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,No,'Electronic check',No
0.0,68.72585774647091,60.48927629942135,3863.770956932437,Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,No,No,'One year',No,'Mailed check',No
0.0,26.0,19.856092720703373,482.09397192905993,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0.0,12.0,104.16084264294852,1140.569816647371,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',Yes
0.0,3.0,99.92403999777858,328.5206686118146,Female,No,No,Yes,No,'Fiber optic',No,Yes,No,No,Yes,'No internet service',Month-to-month,Yes,'Electronic check',Yes
0.0,38.0,75.66412262714675,2943.288484735824,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,12.0,25.10024653806759,204.1809988726536,Male,Yes,No,Yes,Yes,No,'No internet service',No,'No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,4.0,48.59347650063497,178.0562510639074,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0.0,47.06982280361556,62.89258404548244,3041.557880099775,Male,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,No,'One year',Yes,'Bank transfer (automatic)',No
1.0,3.0,75.901187012738,295.3059552913276,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',Yes
0.0,53.559570178502845,110.66736831519916,6214.74026578303,Male,Yes,No,Yes,No,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0.0,50.92704092286773,19.6562323219708,1105.1799836755597,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',No,'No internet service','Two year',No,'Mailed check',No
0.0,28.79971503829393,87.61975384339158,3304.304143923678,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,9.0,108.94107906376814,992.888548324964,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,8.0,95.65374541665868,1112.3335796394315,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
1.0,21.36007960694543,80.25080998817884,1843.205840077817,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,17.0,94.64669723215754,1426.876734119913,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',Yes
0.0,64.0,104.61402101620352,6652.916139157889,Male,No,No,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0.0,57.02383085929084,84.19876764808124,4257.515773318911,Male,No,No,Yes,Yes,'Fiber optic',Yes,No,No,No,No,Yes,'One year',No,'Electronic check',No
0.0,1.0,52.441541040244246,42.18502433346432,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',Yes
0.0,5.0,19.88208875967184,71.13866798016451,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,72.0,91.73057153104634,6946.220410092042,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,No,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',No
0.0,34.60039071268164,44.63058647281687,1236.919909063148,Male,No,No,No,'No phone service',DSL,Yes,No,Yes,Yes,No,Yes,'One year',No,'Credit card (automatic)',No
0.0,65.0,85.64480430178,5398.160784528859,Male,No,No,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0.0,62.0,97.0423891654646,5830.8951493342665,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',No
0.0,38.0,57.35148177819647,2450.945881925647,Female,Yes,No,Yes,'No phone service',DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',No
0.0,17.469460037236168,94.8459996201286,1619.1393109165824,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0.0,72.0,86.09562888470009,6440.113908475561,Female,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,'Two year',No,'Bank transfer (automatic)',No
0.0,14.793123138022132,68.43186420333103,824.7385323669134,Female,No,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Mailed check',No
0.0,31.17434157260688,105.54365145697714,3949.614842524833,Male,No,No,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,No,Yes,'One year',Yes,'Electronic check',No
0.0,67.0,20.69619757902917,1421.3211474838022,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
1.0,55.92245374800467,105.53641387541398,5790.781203380893,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,'One year',Yes,'Electronic check',Yes
0.0,52.0,85.91384714342146,5154.769259637147,Male,Yes,Yes,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,'One year',Yes,'Bank transfer (automatic)',No
0.0,17.0,20.107532653726256,266.4098383076069,Male,No,No,No,No,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,43.66418774495353,71.06842725946909,3042.8478213890185,Male,No,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0.0,51.98713839599653,19.341417181285347,850.4428480811913,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,1.0,95.6910523584056,160.96708736905563,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,39.51686729066496,89.12529087693929,3397.9986111857947,Male,Yes,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,'Mailed check',No
0.0,12.756720229291671,19.87864787431726,152.7295813879299,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
1.0,22.0,79.90356366950095,1552.5019811765144,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Electronic check',No
0.0,50.722471589723256,90.8284087855415,4302.351714536763,Male,No,Yes,Yes,No,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',No
0.0,1.0,87.28891598888237,91.9217137999144,Male,No,No,Yes,No,'Fiber optic',No,No,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,27.0,94.81171321782833,3485.446593611416,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,No,'Electronic check',Yes
0.0,12.0,19.30626360988862,183.15647288572043,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,70.0,87.871398512576,6391.100713731795,Male,No,No,Yes,No,DSL,Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0.0,36.42735202548817,106.92473218116534,3820.9289820763233,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',Yes
0.0,35.0,59.23750455114168,1835.6125537002893,Female,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,'Mailed check',Yes
0.0,35.0,58.73772227228742,2121.8070862893114,Female,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',Yes
1.0,6.306300822450533,74.43017773721263,496.9952073981931,Female,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,6.0,59.67447908568542,196.7362370891557,Female,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',No
0.0,67.0,84.07691197454473,5884.28766422516,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',No
1.0,51.76095228745921,99.46788925504455,5010.354034482028,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',Yes
0.0,64.49290180924885,107.46339582906124,6977.296563428404,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0.0,71.0,58.80430851660797,4232.194421853144,Female,Yes,No,No,'No phone service',DSL,No,Yes,Yes,Yes,No,Yes,'Two year',No,'Credit card (automatic)',No
0.0,3.0,66.67845525846198,236.86157871381704,Male,No,No,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0.0,47.2111344783533,59.24048315933301,2626.789140890788,Male,No,No,No,No,DSL,Yes,Yes,No,'No internet service',No,No,'One year',Yes,'Bank transfer (automatic)',No
0.0,19.0,20.217790124564583,535.3077420095871,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,58.28073683758809,97.58533190682662,5561.308793922212,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0.0,53.0,20.12208442653015,1193.6107772485648,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',No
0.0,20.374982806785063,44.47650756369394,1344.5713417434688,Female,No,Yes,No,'No phone service',DSL,Yes,No,No,Yes,No,No,'Two year',No,'Mailed check',Yes
0.0,67.10530781430835,100.35670401892015,6575.508893097523,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,No,No,Yes,Yes,Yes,'One year',Yes,'Mailed check',Yes
0.0,26.0,86.6009443394091,2101.556569750628,Male,No,No,Yes,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0.0,63.0,44.70850229784251,2272.773851051344,Male,Yes,No,No,'No phone service',DSL,No,No,Yes,Yes,No,No,'Two year',No,'Bank transfer (automatic)',Yes
0.0,66.0,87.49665098469082,5680.117258008673,Female,Yes,No,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0.0,11.643080581008403,79.32556949652785,1103.9910042375718,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',No
0.0,71.0,85.44856270422807,5723.179885474389,Female,No,No,Yes,Yes,DSL,Yes,Yes,No,No,No,No,'One year',No,'Credit card (automatic)',No
0.0,10.0,70.34519590504787,924.1672546874412,Male,Yes,Yes,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,'Electronic check',No
1.0,38.0,54.507070339111465,1820.316606213131,Male,Yes,No,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0.0,38.96768955125832,75.14571793171056,2311.2340056692333,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,Yes,'One year',Yes,'Bank transfer (automatic)',No
1.0,33.15662169707688,74.4767770323619,2356.109707316046,Male,Yes,No,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,29.153436292087445,69.72928748589221,1886.748516740534,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',No
0.0,1.0,20.036022349433274,31.44342679118093,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,29.0,19.759453853128328,420.9423770201799,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,8.0,45.28640538556713,402.1193992255285,Female,No,No,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',No
0.0,71.02624490892791,113.1941813849885,8173.1300748222675,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',No
0.0,25.784061152093383,80.54603669559269,1472.642473698599,Female,No,Yes,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',No
0.0,58.01194739702771,19.78938922250293,1167.934541744694,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',No
1.0,67.0,94.56761161315583,5793.854730068494,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,No,'Credit card (automatic)',No
0.0,55.35719142855254,86.25430405711043,5012.126544892344,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,No,No,No,No,Yes,'Two year',No,'Bank transfer (automatic)',No
1.0,67.0,57.480757167235126,3416.4053001478537,Female,Yes,No,No,'No phone service',DSL,No,No,No,No,No,Yes,'Two year',Yes,'Credit card (automatic)',No
0.0,57.0,81.41609011103463,4667.582587126846,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,No,'Two year',Yes,'Credit card (automatic)',No
0.0,58.0,61.38364967278147,3390.395309848542,Female,No,No,No,Yes,DSL,Yes,No,Yes,Yes,No,Yes,'One year',Yes,'Electronic check',No
0.0,2.0,42.77153100213968,67.64839919176394,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
0.0,22.9331510445076,56.43301902906898,1476.1146064002558,Male,No,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,No,'One year',No,'Mailed check',No
