SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
0,34,98.79,6843.415256488537,Male,No,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,36,114.82,7424.516948751886,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0,4,51.16,531.070866426777,Female,No,No,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',Yes
0,15,88.32,1262.5805593049597,Male,Yes,Yes,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',No
0,4,64.96,273.262448724958,Female,No,No,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',No
1,3,84.64,171.490054859885,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',Yes
0,0,93.62,74.42882445667682,Male,No,No,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0,36,78.04,3324.58457671564,Female,No,No,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,'One year',No,'Mailed check',No
1,15,75.61,897.62342353614,Female,No,No,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0,45,82.84,3266.6448698853865,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,'One year',No,'Electronic check',No
0,56,96.08,3851.876866201172,Female,No,No,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,No,'One year',Yes,'Bank transfer (automatic)',No
0,5,22.86,157.39433180716594,Male,Yes,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,15,89.21,1624.7388600255408,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,No,Month-to-month,No,'Electronic check',Yes
0,5,75.75,608.6990461127612,Female,No,Yes,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Mailed check',No
0,23,92.79,2385.076322592282,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,No,Month-to-month,Yes,'Electronic check',No
1,5,89.45,426.8738286147645,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',No
0,2,18.39,175.35894986277654,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,49,85.94,6329.437547854735,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,4,41.07,285.64141483219845,Male,No,Yes,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',No
0,0,66.94,18.8,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
1,2,56.45,480.33302589438335,Male,No,No,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,43,20.33,1330.1989093876086,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',No
0,22,25.3,158.14390750999473,Male,Yes,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',No
0,4,99.26,394.5188006503912,Female,Yes,No,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,32,51.6,2037.0955088688795,Female,No,Yes,No,No,DSL,No,Yes,Yes,No,No,No,'One year',Yes,'Credit card (automatic)',No
0,44,96.6,6299.837034619231,Male,No,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,53,59.05,2370.3414916761817,Male,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,'Two year',No,'Electronic check',Yes
0,3,50.18,92.24151503427842,Male,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,'Mailed check',No
0,14,19.87,690.8979761238076,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',No
0,0,51.23,283.5871318793496,Female,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,'Mailed check',No
0,69,21.28,5755.459650147746,Female,Yes,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',Yes,'No internet service','Two year',Yes,'Credit card (automatic)',No
0,27,59.53,1140.0947452231103,Male,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',No
0,1,20.42,125.82068389180029,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',No
0,39,70.75,4608.786893666596,Male,No,No,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,30,81.27,2609.992237959589,Female,Yes,No,Yes,No,'Fiber optic',No,No,Yes,No,No,No,'One year',No,'Mailed check',Yes
0,53,20.75,1143.3559514282445,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',No
0,12,40.15,382.3472756733138,Male,Yes,No,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',No
0,7,23.38,276.76457345222724,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,4,71.94,181.64935066244269,Female,Yes,Yes,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,46,101.88,6881.723339498993,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',No
0,18,96.77,1634.1489393973309,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',No
0,3,72.96,551.1682744836164,Male,No,No,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,No,'Credit card (automatic)',Yes
0,5,19.9,133.652803687688,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,28,19.86,377.9890719374034,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',No
0,40,89.21,4612.824303567919,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,'One year',Yes,'Electronic check',No
0,1,52.21,126.71600645817222,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',Yes
0,5,73.65,122.83062884126198,Female,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
1,20,79.8,1885.2984008789424,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',Yes
1,45,102.78,6095.177543419157,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',Yes
0,37,102.9,7194.40107829246,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
1,58,105.88,7880.46100318923,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Electronic check',No
0,10,79.11,1340.9159235512684,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',Yes
0,39,20.37,465.8136383054896,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,70,21.93,1676.3310031313945,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,27,49.83,1645.347132653117,Male,Yes,No,Yes,'No phone service',DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,'Credit card (automatic)',No
0,8,82.45,1242.841601402275,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,No,'Electronic check',No
0,22,97.16,2384.3933920965515,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0,49,91.93,3484.619672466164,Male,Yes,Yes,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,No,Yes,'One year',No,'Bank transfer (automatic)',Yes
0,39,80.82,2773.4230534408566,Female,Yes,Yes,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,'One year',Yes,'Electronic check',Yes
0,51,102.84,7135.122614786541,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',No
0,27,21.07,1141.8198401881875,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0,7,48.35,542.9478208133341,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
0,19,83.94,743.7618278428025,Female,No,No,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0,57,97.17,3948.629414905055,Male,Yes,Yes,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,'One year',Yes,'Credit card (automatic)',No
0,0,65.37,18.8,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,62,21.81,1873.884674645671,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',No
0,28,83.81,2424.1210832813777,Female,Yes,No,Yes,No,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',Yes
0,31,18.25,654.9117981216413,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',No
0,30,82.72,5093.08772666973,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0,14,19.9,419.3438610957762,Male,No,No,Yes,No,'Fiber optic','No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,14,91.7,859.9509639954509,Male,Yes,No,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,40,78.62,3749.137852751725,Female,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,'Two year',Yes,'Credit card (automatic)',No
0,13,81.16,1569.0325536391745,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,No,'Electronic check',No
0,72,83.27,7203.229282240619,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,27,81.39,2281.881642611397,Male,No,Yes,Yes,No,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0,31,36.72,463.7725963036703,Male,Yes,Yes,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,No,'Electronic check',No
0,27,38.09,455.12883938943344,Female,Yes,No,No,'No phone service',DSL,No,Yes,No,No,No,No,'One year',Yes,'Mailed check',No
0,25,90.62,2465.550149432702,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',No
0,52,106.23,4755.874778883396,Female,Yes,Yes,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
1,19,88.08,1961.497788206514,Female,Yes,No,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0,63,36.17,1570.639004977746,Male,No,Yes,No,'No phone service',DSL,No,Yes,No,No,No,No,'Two year',No,'Credit card (automatic)',No
0,1,21.11,69.43423747887778,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,2,19.03,18.8,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,2,69.62,152.9672805234378,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0,56,72.97,4528.144144432191,Female,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,No,No,'Two year',No,'Electronic check',No
0,9,53.12,140.41356307147157,Female,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,Yes,'Electronic check',No
0,17,69.53,1226.3125562048465,Female,Yes,Yes,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,'Credit card (automatic)',No
0,12,34.17,111.74975765646376,Male,Yes,No,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
0,64,104.49,4016.703802816584,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,'One year',No,'Credit card (automatic)',No
0,32,19.19,347.7610087475925,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',No
0,71,83.96,5285.931064110608,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,Yes,'Two year',No,'Electronic check',No
0,42,69.52,5854.610388846877,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
1,39,75.31,4977.618618300192,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,66,33.99,979.7893368010944,Male,Yes,Yes,No,'No phone service',DSL,No,No,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',No
0,4,42.19,167.11260587417345,Male,No,Yes,Yes,'No phone service',DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,'Mailed check',No
0,52,81.3,6062.517253479435,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,44,70.44,2110.463659633637,Female,No,No,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,'One year',No,'Bank transfer (automatic)',No
0,63,24.24,2405.12210009972,Female,Yes,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
1,49,101.06,3965.160267488509,Female,No,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',Yes
0,53,85.47,6380.239510965093,Female,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,No,'Two year',No,'Credit card (automatic)',No
0,64,24.88,1770.50116770446,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',No
0,31,100.52,2894.992528707624,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0,31,72.64,1047.2751175207954,Female,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,'One year',No,'Electronic check',Yes
0,3,65.84,153.04212493691097,Female,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
1,35,88.94,2943.47389838768,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,'One year',No,'Electronic check',No
0,2,46.1,152.9080640085284,Male,No,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0,63,105.09,6569.249578288719,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,35,104.43,3578.22931980222,Female,Yes,No,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',No
0,53,80.41,3511.056808504966,Female,Yes,No,Yes,No,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Mailed check',Yes
0,30,83.29,3077.153346172634,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,56,20.19,1343.644610857266,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0,40,112.39,7328.227756279149,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,39,71.78,3845.4448036557055,Female,Yes,No,Yes,Yes,DSL,No,No,No,No,No,Yes,'One year',Yes,'Credit card (automatic)',No
0,48,99.38,5102.935897827515,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,0,70.06,100.17978276545615,Male,No,No,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',No
1,19,88.65,1531.122942046262,Male,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,27,68.88,2509.5844082214567,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,No,Yes,No,No,'One year',Yes,'Credit card (automatic)',No
0,5,48.3,230.00018232347145,Male,Yes,No,Yes,'No phone service',DSL,No,No,'No internet service',No,Yes,No,Month-to-month,Yes,'Electronic check',Yes
1,1,44.22,80.2126870983374,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,53,79.15,4023.86998330407,Male,No,Yes,Yes,No,'Fiber optic',Yes,No,Yes,Yes,No,No,'One year',No,'Credit card (automatic)',No
0,69,45.88,979.53900754036,Female,Yes,No,No,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',Yes
1,45,102.96,5829.655308233788,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',Yes
0,56,20.83,1230.6045457775074,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0,68,84.37,5138.660702680366,Female,Yes,No,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0,7,54.99,516.9776180299689,Female,No,No,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,'Mailed check',No
0,11,49.31,69.85934758144167,Female,No,No,Yes,No,No,No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
1,21,67.69,2792.188870668372,Female,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',Yes
0,50,26.54,1025.1804908614388,Male,Yes,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0,68,105.54,6284.480925341808,Male,Yes,Yes,Yes,No,'Fiber optic',No,Yes,Yes,Yes,No,No,'Two year',Yes,'Credit card (automatic)',No
0,4,25.49,339.0431201446813,Female,No,No,No,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,1,80.65,18.8,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,4,21.8,18.8,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
1,27,75.42,2361.7881774110465,Male,No,No,Yes,Yes,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Electronic check',No
0,0,40.61,26.88821814180121,Female,No,No,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',Yes
0,6,72.03,763.7581717240352,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0,5,75.95,559.1377270456654,Male,No,No,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0,5,19.22,125.89720400400236,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0,13,78.89,1449.7223758668351,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',No
0,46,42.39,786.0895057972994,Male,No,Yes,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
0,2,101.96,201.9528000238432,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,No,'Electronic check',Yes
1,2,94.32,197.745755800403,Female,No,No,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,34,96.6,1627.7047718112792,Female,Yes,No,Yes,No,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
0,33,27.19,1993.370739843132,Female,No,Yes,No,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
1,6,49.2,311.41952821188164,Female,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
1,5,78.56,355.84745987883656,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0,35,57.56,1662.0435774018024,Male,Yes,Yes,Yes,'No phone service',DSL,Yes,No,Yes,No,No,No,'One year',No,'Credit card (automatic)',No
0,7,49.42,51.13996175298192,Female,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,6,69.05,543.5968715751486,Female,Yes,Yes,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0,29,59.26,1840.795147167587,Female,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,'Electronic check',No
0,8,54.91,598.0102824149054,Female,No,Yes,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,'Mailed check',No
0,2,20.1,109.78463648131309,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,9,86.38,732.340973060458,Female,Yes,No,Yes,No,'Fiber optic',Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
1,4,83.27,974.4839296167404,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0,2,36.83,67.01190461166593,Male,No,No,No,'No phone service',DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0,39,22.53,970.1875807044726,Male,Yes,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,4,76.32,272.0574505979399,Female,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',No
0,37,20.38,1086.620457895846,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',No
1,27,47.22,772.5834816301341,Male,Yes,No,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',No
0,72,79.61,4840.162736677822,Male,No,Yes,Yes,No,DSL,No,Yes,Yes,Yes,No,No,'Two year',Yes,'Credit card (automatic)',No
0,28,87.17,2374.770395797667,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Mailed check',Yes
0,32,37.64,99.41058333485526,Male,Yes,Yes,No,'No phone service',DSL,Yes,Yes,No,No,Yes,No,'Two year',No,'Mailed check',No
0,10,27.45,18.8,Male,No,Yes,No,'No phone service',DSL,'No internet service','No internet service',No,No,No,No,Month-to-month,Yes,'Mailed check',No
1,42,75.31,5917.730516608411,Female,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,47,96.75,6036.965499853667,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',Yes
0,40,104.2,8386.964073588138,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Electronic check',Yes
0,5,71.07,308.2931439922803,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',No
