age,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,deposit
31.0,665.0,7.0,561.0,2.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,may,unknown,yes
31.0,942.0,30.0,112.0,3.0,-1.0,0.0,management,single,secondary,no,no,no,cellular,may,unknown,no
45.0,-36.0,9.0,638.0,1.0,-1.0,0.0,entrepreneur,divorced,primary,no,yes,no,cellular,may,unknown,yes
44.0,558.0,19.0,590.0,2.0,-1.0,0.0,technician,divorced,tertiary,no,no,no,cellular,nov,unknown,no
34.0,1724.0,21.0,788.0,2.0,-1.0,0.0,technician,married,tertiary,no,no,no,cellular,may,unknown,no
60.0,514.0,20.0,1506.0,1.0,-1.0,0.0,housemaid,married,primary,no,yes,no,cellular,jul,unknown,yes
61.0,636.0,26.0,567.0,2.0,-1.0,0.0,technician,married,primary,no,yes,no,cellular,aug,unknown,yes
26.0,488.0,3.0,1340.0,2.0,-1.0,0.0,blue-collar,married,tertiary,no,no,no,cellular,may,unknown,no
41.0,1340.0,29.0,637.0,4.0,-1.0,0.0,management,single,primary,no,yes,no,unknown,jul,unknown,yes
41.0,-1549.0,18.0,574.0,2.0,-1.0,0.0,blue-collar,divorced,secondary,yes,yes,no,cellular,may,unknown,yes
31.0,983.0,20.0,789.0,1.0,-1.0,0.0,management,married,secondary,no,no,no,cellular,jun,unknown,yes
31.0,1406.0,21.0,641.0,1.0,-1.0,0.0,entrepreneur,single,tertiary,no,yes,no,unknown,may,unknown,yes
47.0,4383.0,6.0,767.0,1.0,-1.0,0.0,blue-collar,married,secondary,no,no,no,cellular,may,unknown,yes
35.0,782.0,21.0,717.0,1.0,-1.0,0.0,technician,single,primary,no,no,no,unknown,may,unknown,yes
44.0,1207.0,19.0,1028.0,3.0,-1.0,0.0,technician,married,secondary,no,no,no,cellular,nov,unknown,yes
31.0,1040.0,18.0,1471.0,1.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,oct,unknown,yes
32.0,-10.0,8.0,921.0,1.0,-1.0,0.0,blue-collar,single,tertiary,no,yes,no,cellular,jul,unknown,yes
25.0,842.0,22.0,961.0,5.0,-1.0,0.0,management,single,tertiary,no,yes,no,cellular,may,unknown,yes
34.0,1429.0,5.0,565.0,1.0,-1.0,0.0,management,divorced,secondary,no,yes,no,cellular,jun,unknown,yes
37.0,2575.0,18.0,454.0,2.0,-1.0,0.0,technician,divorced,tertiary,no,yes,yes,cellular,aug,unknown,yes
56.0,784.0,30.0,744.0,1.0,-1.0,0.0,retired,divorced,tertiary,no,no,no,telephone,oct,unknown,yes
33.0,454.0,14.0,641.0,1.0,-1.0,0.0,self-employed,single,secondary,no,yes,no,cellular,may,unknown,yes
58.0,4787.0,17.0,498.0,1.0,-1.0,0.0,housemaid,divorced,tertiary,no,yes,no,telephone,oct,unknown,no
40.0,710.0,13.0,921.0,2.0,-1.0,0.0,blue-collar,married,tertiary,no,no,no,cellular,may,unknown,yes
57.0,923.0,9.0,565.0,2.0,-1.0,0.0,self-employed,married,tertiary,no,no,no,cellular,aug,unknown,yes
25.0,-1.0,15.0,482.0,4.0,-1.0,0.0,technician,single,secondary,no,yes,no,cellular,may,unknown,yes
57.0,-311.0,30.0,757.0,4.0,-1.0,0.0,housemaid,divorced,unknown,yes,yes,no,cellular,jan,unknown,yes
26.0,528.0,12.0,581.0,4.0,-1.0,0.0,admin.,single,tertiary,no,yes,no,unknown,apr,unknown,yes
35.0,-27.0,14.0,674.0,1.0,-1.0,0.0,blue-collar,single,secondary,no,no,no,unknown,may,unknown,yes
51.0,1134.0,9.0,712.0,1.0,-1.0,0.0,management,married,primary,no,yes,yes,cellular,may,unknown,yes
41.0,907.0,6.0,657.0,2.0,-1.0,0.0,technician,married,tertiary,no,yes,no,unknown,jun,unknown,yes
49.0,879.0,20.0,1143.0,1.0,-1.0,0.0,management,married,secondary,no,yes,yes,cellular,nov,unknown,yes
31.0,860.0,16.0,463.0,1.0,-1.0,0.0,admin.,single,unknown,no,yes,yes,cellular,aug,unknown,yes
35.0,4389.0,18.0,709.0,1.0,-1.0,0.0,blue-collar,divorced,tertiary,no,yes,no,cellular,aug,unknown,yes
36.0,914.0,19.0,101.0,1.0,-1.0,0.0,entrepreneur,single,tertiary,no,yes,yes,unknown,nov,unknown,no
32.0,3630.0,20.0,562.0,2.0,-1.0,0.0,management,married,secondary,no,yes,no,cellular,jun,unknown,yes
28.0,23.0,22.0,583.0,3.0,-1.0,0.0,management,single,secondary,no,yes,yes,cellular,jul,unknown,yes
27.0,1134.0,16.0,1360.0,1.0,-1.0,0.0,management,single,tertiary,no,yes,no,cellular,aug,unknown,yes
52.0,3109.0,18.0,828.0,1.0,-1.0,0.0,blue-collar,married,unknown,no,no,no,cellular,nov,unknown,yes
30.0,706.0,19.0,649.0,2.0,-1.0,0.0,blue-collar,single,tertiary,no,no,no,cellular,jul,unknown,yes
46.0,-37.0,17.0,572.0,3.0,-1.0,0.0,technician,married,secondary,no,no,no,unknown,jul,unknown,no
41.0,-637.0,31.0,1094.0,2.0,-1.0,0.0,admin.,divorced,secondary,no,yes,no,unknown,jan,unknown,yes
41.0,526.0,23.0,952.0,3.0,-1.0,0.0,entrepreneur,divorced,tertiary,no,no,no,cellular,nov,unknown,yes
51.0,699.0,29.0,616.0,4.0,-1.0,0.0,entrepreneur,married,secondary,no,yes,no,cellular,may,unknown,no
49.0,-637.0,13.0,877.0,1.0,-1.0,0.0,technician,married,primary,no,yes,no,cellular,may,unknown,yes
28.0,1851.0,5.0,517.0,2.0,-1.0,0.0,technician,single,secondary,no,no,no,cellular,may,unknown,yes
26.0,1060.0,18.0,648.0,1.0,-1.0,0.0,management,married,unknown,no,yes,no,cellular,nov,unknown,yes
42.0,-848.0,17.0,149.0,3.0,-1.0,0.0,services,married,secondary,no,no,no,cellular,may,unknown,no
45.0,0.0,25.0,651.0,1.0,-1.0,0.0,housemaid,married,secondary,no,no,no,cellular,jan,unknown,yes
37.0,-3.0,19.0,541.0,1.0,-1.0,0.0,admin.,married,primary,no,yes,no,cellular,aug,unknown,yes
37.0,6771.0,4.0,759.0,1.0,-1.0,0.0,management,single,secondary,no,no,no,cellular,may,unknown,yes
27.0,556.0,31.0,590.0,2.0,-1.0,0.0,unknown,single,primary,no,yes,no,cellular,jul,unknown,yes
32.0,-12.0,20.0,581.0,1.0,-1.0,0.0,management,married,primary,yes,no,no,cellular,may,unknown,yes
44.0,496.0,19.0,1242.0,4.0,-1.0,0.0,admin.,married,secondary,no,no,yes,cellular,jul,unknown,yes
30.0,2711.0,21.0,839.0,1.0,-1.0,0.0,self-employed,single,tertiary,no,no,no,cellular,jul,unknown,no
46.0,691.0,20.0,709.0,2.0,-1.0,0.0,blue-collar,married,tertiary,no,no,no,cellular,nov,unknown,yes
40.0,671.0,1.0,844.0,2.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,jul,unknown,yes
36.0,2544.0,2.0,691.0,1.0,-1.0,0.0,self-employed,single,secondary,no,no,no,cellular,aug,unknown,yes
39.0,-3058.0,8.0,699.0,1.0,-1.0,0.0,admin.,married,primary,yes,yes,no,unknown,may,unknown,yes
49.0,0.0,8.0,788.0,1.0,-1.0,0.0,blue-collar,married,primary,no,yes,no,cellular,may,unknown,yes
50.0,-848.0,29.0,616.0,2.0,-1.0,0.0,management,married,secondary,yes,yes,no,unknown,aug,unknown,yes
37.0,3262.0,18.0,562.0,1.0,-1.0,0.0,self-employed,married,secondary,no,yes,no,cellular,nov,unknown,yes
52.0,1780.0,17.0,808.0,1.0,-1.0,0.0,retired,married,primary,no,yes,no,cellular,nov,unknown,yes
36.0,1730.0,23.0,535.0,2.0,-1.0,0.0,management,married,tertiary,no,yes,no,cellular,aug,unknown,yes
39.0,-848.0,9.0,562.0,1.0,-1.0,0.0,blue-collar,married,tertiary,yes,yes,no,cellular,jun,unknown,yes
37.0,-15.0,21.0,728.0,2.0,-1.0,0.0,management,divorced,secondary,no,no,yes,cellular,apr,unknown,yes
32.0,-811.0,14.0,936.0,1.0,-1.0,0.0,services,divorced,tertiary,no,yes,yes,cellular,aug,unknown,yes
31.0,-306.0,14.0,636.0,2.0,-1.0,0.0,admin.,married,tertiary,yes,yes,yes,cellular,jul,unknown,no
33.0,3461.0,8.0,558.0,2.0,-1.0,0.0,services,single,tertiary,no,yes,no,cellular,aug,unknown,yes
56.0,-637.0,16.0,496.0,1.0,-1.0,0.0,admin.,divorced,primary,yes,no,no,cellular,jul,unknown,yes
38.0,-1.0,16.0,1146.0,1.0,-1.0,0.0,housemaid,divorced,tertiary,no,yes,yes,cellular,may,unknown,yes
41.0,-88.0,20.0,796.0,1.0,-1.0,0.0,blue-collar,single,primary,no,yes,no,unknown,may,unknown,yes
45.0,828.0,6.0,449.0,1.0,-1.0,0.0,management,divorced,unknown,no,yes,yes,unknown,may,unknown,yes
32.0,449.0,13.0,1625.0,2.0,-1.0,0.0,unknown,married,secondary,no,yes,no,cellular,may,unknown,yes
40.0,-22.0,13.0,716.0,4.0,-1.0,0.0,entrepreneur,married,secondary,no,yes,no,unknown,jul,unknown,yes
53.0,-637.0,31.0,1653.0,2.0,-1.0,0.0,entrepreneur,married,secondary,no,no,yes,unknown,aug,unknown,yes
32.0,658.0,30.0,756.0,1.0,-1.0,0.0,technician,single,secondary,no,yes,no,cellular,jan,unknown,yes
28.0,830.0,28.0,882.0,1.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,may,unknown,yes
41.0,-29.0,8.0,563.0,2.0,-1.0,0.0,blue-collar,married,secondary,no,no,no,cellular,jul,unknown,no
43.0,482.0,8.0,636.0,1.0,-1.0,0.0,blue-collar,married,secondary,no,no,no,unknown,may,unknown,yes
31.0,431.0,18.0,953.0,5.0,-1.0,0.0,management,divorced,tertiary,no,yes,yes,cellular,jul,unknown,yes
56.0,994.0,30.0,1290.0,3.0,-1.0,0.0,housemaid,married,secondary,no,no,no,cellular,jan,unknown,yes
33.0,496.0,20.0,1441.0,4.0,-1.0,0.0,technician,married,primary,no,yes,no,cellular,may,unknown,yes
52.0,9051.0,19.0,622.0,1.0,-1.0,0.0,management,married,secondary,no,yes,no,unknown,nov,unknown,no
38.0,-637.0,12.0,496.0,2.0,-1.0,0.0,management,married,primary,yes,yes,no,cellular,jul,unknown,no
26.0,-1.0,19.0,880.0,1.0,-1.0,0.0,blue-collar,single,primary,no,yes,no,cellular,nov,unknown,yes
41.0,-8.0,20.0,613.0,1.0,-1.0,0.0,services,divorced,secondary,no,yes,no,unknown,may,unknown,no
30.0,703.0,3.0,478.0,1.0,-1.0,0.0,management,married,tertiary,no,yes,no,cellular,jul,unknown,no
57.0,-839.0,16.0,482.0,3.0,-1.0,0.0,retired,married,primary,no,no,yes,cellular,jul,unknown,yes
32.0,561.0,19.0,474.0,1.0,-1.0,0.0,services,married,secondary,no,yes,no,cellular,may,unknown,no
40.0,710.0,29.0,941.0,1.0,-1.0,0.0,admin.,married,secondary,no,yes,yes,unknown,jan,unknown,yes
46.0,563.0,11.0,994.0,1.0,-1.0,0.0,admin.,married,secondary,no,yes,no,cellular,jan,unknown,yes
35.0,473.0,12.0,855.0,1.0,-1.0,0.0,admin.,single,secondary,no,yes,no,cellular,feb,unknown,yes
27.0,-389.0,12.0,867.0,1.0,-1.0,0.0,blue-collar,single,secondary,no,yes,no,unknown,aug,unknown,yes
33.0,879.0,21.0,841.0,2.0,-1.0,0.0,admin.,single,tertiary,no,yes,no,unknown,may,unknown,yes
40.0,940.0,28.0,1052.0,3.0,-1.0,0.0,management,single,secondary,no,yes,no,unknown,aug,unknown,no
51.0,741.0,7.0,538.0,7.0,-1.0,0.0,unemployed,married,unknown,no,yes,yes,cellular,aug,unknown,yes
31.0,658.0,21.0,536.0,5.0,-1.0,0.0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,yes
28.0,1161.0,10.0,554.0,5.0,-1.0,0.0,technician,single,secondary,no,yes,no,telephone,jul,unknown,yes
29.0,3354.0,5.0,935.0,2.0,-1.0,0.0,self-employed,single,secondary,no,yes,no,cellular,feb,unknown,yes
35.0,5291.0,8.0,562.0,2.0,-1.0,0.0,self-employed,single,secondary,no,yes,no,cellular,feb,unknown,yes
38.0,897.0,16.0,897.0,2.0,-1.0,0.0,self-employed,married,tertiary,no,yes,no,cellular,jul,unknown,yes
36.0,677.0,1.0,841.0,2.0,-1.0,0.0,technician,married,secondary,no,yes,no,cellular,jun,unknown,yes
32.0,1182.0,5.0,828.0,1.0,-1.0,0.0,management,single,secondary,no,no,no,cellular,jul,unknown,yes
37.0,2750.0,29.0,498.0,1.0,-1.0,0.0,housemaid,married,secondary,no,no,no,cellular,apr,unknown,yes
26.0,-824.0,18.0,592.0,1.0,-1.0,0.0,entrepreneur,single,secondary,no,yes,no,telephone,may,unknown,no
33.0,665.0,21.0,160.0,2.0,-1.0,0.0,blue-collar,divorced,tertiary,no,yes,no,cellular,aug,unknown,no
41.0,-27.0,21.0,462.0,4.0,-1.0,0.0,management,married,tertiary,no,no,no,unknown,jul,unknown,yes
35.0,602.0,21.0,1092.0,9.0,-1.0,0.0,admin.,married,tertiary,no,no,no,cellular,jul,unknown,yes
31.0,703.0,25.0,541.0,2.0,-1.0,0.0,technician,married,secondary,no,no,no,cellular,may,unknown,no
48.0,-1137.0,23.0,699.0,1.0,-1.0,0.0,technician,married,primary,yes,yes,no,unknown,jan,unknown,no
30.0,-556.0,21.0,590.0,1.0,-1.0,0.0,management,single,secondary,no,yes,yes,cellular,nov,unknown,yes
31.0,-1415.0,17.0,785.0,1.0,-1.0,0.0,technician,married,tertiary,no,yes,yes,cellular,jul,unknown,yes
27.0,1462.0,18.0,532.0,2.0,-1.0,0.0,student,single,secondary,no,no,no,cellular,may,unknown,yes
32.0,1027.0,21.0,122.0,3.0,-1.0,0.0,self-employed,divorced,secondary,no,yes,no,cellular,apr,unknown,no
32.0,439.0,18.0,916.0,7.0,-1.0,0.0,management,married,secondary,no,no,no,cellular,jul,unknown,yes
50.0,495.0,6.0,936.0,1.0,-1.0,0.0,management,single,secondary,no,yes,no,unknown,jun,unknown,yes
53.0,1143.0,4.0,668.0,2.0,-1.0,0.0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,yes
34.0,-276.0,16.0,749.0,1.0,-1.0,0.0,technician,divorced,secondary,no,yes,no,cellular,jun,unknown,yes
35.0,661.0,21.0,2369.0,3.0,-1.0,0.0,blue-collar,single,tertiary,no,no,yes,cellular,may,unknown,yes
37.0,471.0,18.0,543.0,2.0,-1.0,0.0,housemaid,married,secondary,no,no,no,cellular,may,unknown,yes
60.0,974.0,5.0,616.0,1.0,-1.0,0.0,housemaid,divorced,unknown,no,no,no,cellular,may,unknown,yes
34.0,561.0,15.0,515.0,1.0,-1.0,0.0,blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown,no
32.0,-637.0,6.0,796.0,2.0,-1.0,0.0,blue-collar,single,tertiary,no,yes,no,cellular,mar,unknown,yes
30.0,523.0,6.0,636.0,1.0,-1.0,0.0,management,divorced,secondary,no,yes,no,cellular,jun,unknown,yes
34.0,898.0,14.0,551.0,2.0,-1.0,0.0,entrepreneur,married,tertiary,no,yes,yes,cellular,may,unknown,yes
38.0,693.0,6.0,819.0,1.0,-1.0,0.0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,no
54.0,4984.0,20.0,538.0,1.0,-1.0,0.0,unemployed,married,primary,no,yes,no,unknown,oct,unknown,yes
41.0,1464.0,3.0,1053.0,1.0,-1.0,0.0,technician,married,unknown,no,no,no,cellular,feb,unknown,no
33.0,763.0,14.0,1348.0,1.0,-1.0,0.0,self-employed,married,secondary,no,yes,no,cellular,jul,unknown,yes
26.0,1612.0,29.0,753.0,1.0,-1.0,0.0,management,single,unknown,no,no,no,unknown,apr,unknown,yes
40.0,925.0,24.0,829.0,1.0,-1.0,0.0,services,married,secondary,no,yes,no,cellular,may,unknown,yes
52.0,598.0,22.0,441.0,1.0,-1.0,0.0,blue-collar,single,tertiary,no,yes,no,cellular,may,unknown,no
32.0,-976.0,21.0,789.0,1.0,-1.0,0.0,admin.,married,secondary,yes,yes,no,cellular,may,unknown,yes
35.0,659.0,23.0,696.0,1.0,-1.0,0.0,blue-collar,single,secondary,no,no,no,cellular,jul,unknown,yes
32.0,691.0,19.0,487.0,4.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,may,unknown,no
35.0,2374.0,28.0,792.0,1.0,-1.0,0.0,technician,single,tertiary,no,no,no,cellular,may,unknown,yes
30.0,1664.0,30.0,861.0,3.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,may,unknown,yes
45.0,479.0,3.0,1128.0,2.0,-1.0,0.0,services,married,tertiary,no,yes,no,cellular,feb,unknown,yes
36.0,713.0,21.0,636.0,1.0,-1.0,0.0,technician,married,secondary,no,yes,no,cellular,nov,success,yes
35.0,1613.0,18.0,758.0,2.0,-1.0,0.0,admin.,single,tertiary,no,yes,no,cellular,jul,unknown,yes
51.0,2223.0,10.0,661.0,2.0,-1.0,0.0,management,married,unknown,no,no,no,cellular,jan,unknown,yes
44.0,1097.0,17.0,541.0,1.0,-1.0,0.0,technician,divorced,tertiary,no,yes,no,cellular,nov,unknown,yes
48.0,1517.0,19.0,845.0,3.0,749.0,7.0,blue-collar,married,tertiary,no,yes,no,cellular,may,success,yes
50.0,47801.0,13.0,456.0,2.0,-1.0,0.0,management,married,tertiary,no,no,no,unknown,may,unknown,yes
42.0,-811.0,24.0,823.0,1.0,-1.0,0.0,self-employed,divorced,secondary,yes,no,yes,unknown,may,unknown,yes
50.0,514.0,13.0,634.0,2.0,-1.0,0.0,management,divorced,secondary,no,yes,yes,cellular,aug,unknown,yes
52.0,-461.0,17.0,651.0,2.0,-1.0,0.0,technician,single,tertiary,no,yes,yes,telephone,aug,unknown,yes
33.0,873.0,18.0,854.0,1.0,-1.0,0.0,self-employed,single,secondary,no,yes,no,cellular,apr,unknown,yes
29.0,789.0,20.0,855.0,1.0,-1.0,0.0,management,married,unknown,no,yes,no,cellular,may,unknown,yes
36.0,-637.0,13.0,955.0,1.0,-1.0,0.0,blue-collar,divorced,primary,no,yes,yes,cellular,jul,unknown,yes
31.0,955.0,25.0,834.0,6.0,-1.0,0.0,blue-collar,married,tertiary,no,no,no,cellular,jul,unknown,yes
36.0,524.0,17.0,565.0,1.0,-1.0,0.0,housemaid,married,secondary,no,yes,no,cellular,may,unknown,no
49.0,696.0,31.0,719.0,3.0,-1.0,0.0,technician,divorced,primary,no,no,yes,unknown,oct,unknown,yes
40.0,1101.0,11.0,1020.0,1.0,-1.0,0.0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,yes
34.0,-19.0,9.0,1176.0,1.0,-1.0,0.0,admin.,married,primary,no,no,no,cellular,jun,unknown,yes
40.0,-454.0,28.0,591.0,2.0,-1.0,0.0,management,divorced,secondary,no,no,no,unknown,may,unknown,no
59.0,-382.0,26.0,954.0,3.0,-1.0,0.0,housemaid,married,tertiary,no,no,no,cellular,jul,unknown,yes
53.0,0.0,30.0,1094.0,4.0,-1.0,0.0,housemaid,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
41.0,0.0,18.0,951.0,1.0,-1.0,0.0,unemployed,divorced,secondary,no,yes,yes,cellular,jun,unknown,yes
30.0,-847.0,12.0,535.0,1.0,-1.0,0.0,technician,single,secondary,no,yes,no,cellular,jul,unknown,yes
50.0,4389.0,5.0,623.0,1.0,-1.0,0.0,unknown,divorced,unknown,no,yes,no,cellular,may,unknown,no
49.0,-1449.0,19.0,732.0,2.0,-1.0,0.0,housemaid,married,primary,yes,yes,yes,unknown,aug,unknown,no
30.0,-454.0,8.0,860.0,1.0,-1.0,0.0,technician,married,primary,yes,yes,yes,cellular,jul,unknown,yes
37.0,4482.0,19.0,645.0,1.0,-1.0,0.0,management,single,tertiary,no,yes,no,cellular,nov,unknown,no
32.0,-849.0,20.0,1093.0,1.0,-1.0,0.0,entrepreneur,married,secondary,no,yes,no,cellular,jan,unknown,yes
31.0,-36.0,15.0,861.0,2.0,-1.0,0.0,technician,divorced,secondary,no,yes,no,cellular,jul,unknown,yes
29.0,362.0,19.0,661.0,2.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,may,unknown,yes
54.0,-78.0,15.0,508.0,1.0,-1.0,0.0,blue-collar,married,secondary,no,yes,no,unknown,may,unknown,yes
35.0,1694.0,23.0,1472.0,8.0,-1.0,0.0,management,single,secondary,no,no,yes,cellular,nov,unknown,yes
29.0,-196.0,15.0,132.0,1.0,-1.0,0.0,technician,married,secondary,no,yes,no,cellular,may,unknown,no
51.0,472.0,16.0,889.0,1.0,-1.0,0.0,blue-collar,married,primary,no,yes,no,unknown,may,unknown,yes
40.0,804.0,8.0,781.0,4.0,-1.0,0.0,management,divorced,secondary,no,yes,yes,cellular,jul,unknown,yes
41.0,1293.0,17.0,744.0,2.0,-1.0,0.0,blue-collar,single,tertiary,no,yes,no,cellular,nov,unknown,yes
39.0,-1.0,13.0,1299.0,2.0,-1.0,0.0,management,married,secondary,no,yes,no,cellular,may,unknown,yes
29.0,1085.0,30.0,819.0,13.0,-1.0,0.0,technician,single,tertiary,no,no,no,cellular,aug,unknown,yes
33.0,693.0,21.0,862.0,1.0,-1.0,0.0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,yes
35.0,-1415.0,18.0,623.0,1.0,-1.0,0.0,technician,married,secondary,yes,yes,no,cellular,may,unknown,yes
38.0,997.0,15.0,712.0,2.0,-1.0,0.0,technician,single,unknown,no,no,no,cellular,may,unknown,yes
29.0,643.0,21.0,794.0,1.0,-1.0,0.0,services,single,secondary,no,yes,no,cellular,apr,unknown,yes
47.0,1693.0,21.0,658.0,1.0,-1.0,0.0,management,married,secondary,no,yes,no,cellular,may,unknown,yes
29.0,-461.0,30.0,1481.0,2.0,-1.0,0.0,technician,married,secondary,no,no,no,unknown,jan,unknown,yes
29.0,479.0,4.0,524.0,2.0,-1.0,0.0,technician,single,tertiary,no,yes,yes,cellular,feb,unknown,yes
25.0,924.0,20.0,1359.0,1.0,-1.0,0.0,services,married,tertiary,no,no,no,cellular,may,unknown,yes
30.0,1371.0,28.0,710.0,1.0,-1.0,0.0,admin.,single,secondary,no,no,no,cellular,aug,unknown,yes
33.0,561.0,20.0,561.0,2.0,-1.0,0.0,management,single,secondary,no,yes,no,cellular,may,unknown,yes
32.0,-468.0,14.0,648.0,1.0,-1.0,0.0,blue-collar,single,unknown,yes,yes,no,cellular,jul,unknown,yes
27.0,-473.0,7.0,474.0,1.0,-1.0,0.0,services,single,secondary,no,yes,no,cellular,jul,unknown,no
30.0,-454.0,15.0,548.0,1.0,-1.0,0.0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,yes
56.0,-1.0,17.0,641.0,1.0,-1.0,0.0,entrepreneur,married,secondary,no,no,yes,cellular,aug,unknown,yes
50.0,4984.0,3.0,761.0,3.0,-1.0,0.0,admin.,married,unknown,no,no,no,cellular,jun,unknown,yes
40.0,763.0,17.0,784.0,1.0,-1.0,0.0,blue-collar,married,secondary,no,yes,no,cellular,dec,unknown,yes
43.0,2044.0,21.0,658.0,1.0,-1.0,0.0,unemployed,single,tertiary,no,yes,no,unknown,nov,unknown,no
28.0,-3.0,11.0,687.0,1.0,-1.0,0.0,technician,single,secondary,no,yes,no,cellular,may,unknown,yes
31.0,-908.0,19.0,1030.0,2.0,-1.0,0.0,unemployed,single,primary,no,yes,yes,cellular,apr,unknown,yes
31.0,1388.0,29.0,781.0,4.0,-1.0,0.0,management,married,tertiary,no,no,no,cellular,may,unknown,yes
37.0,-8.0,30.0,535.0,3.0,-1.0,0.0,management,divorced,tertiary,no,no,no,cellular,aug,unknown,yes
