gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,No,No,60,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',70.38279407957182,5811.691600626291,Yes
Male,0,No,Yes,17,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',55.0287916840908,2128.3598016291357,No
Male,0,Yes,Yes,14,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,No,'One year',No,'Credit card (automatic)',44.26734919429952,1148.9465743373582,No
Male,0,No,No,46,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',102.46845532900457,4262.846831914989,No
Female,0,Yes,Yes,25,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',112.80212536051876,4557.384566850888,No
Female,0,Yes,Yes,54,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',103.19124906389698,3793.381569405084,No
Female,0,No,No,2,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',30.890975766467783,103.83798774240714,No
Female,1,Yes,No,56,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',110.2786496490127,7456.097218195321,Yes
Male,0,No,No,3,Yes,'No phone service','Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',81.72239573893683,-42.19353132528255,Yes
Female,0,No,No,10,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',90.97508909882524,116.72557570428732,Yes
Male,1,Yes,No,56,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',113.74767020731024,4585.431058205089,No
Male,0,Yes,Yes,66,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',118.06398108489662,6806.986661429041,No
Female,0,No,No,50,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',83.76016826945589,4154.8752052956515,Yes
Male,0,Yes,No,26,Yes,Yes,'Fiber optic',Yes,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',76.47820270150184,4017.1422953740184,Yes
Female,0,No,No,54,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',93.15772746102633,4346.267175554327,No
Female,0,Yes,Yes,59,No,'No phone service',DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',57.65669711625025,3799.2577465281806,No
Female,0,No,No,40,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Mailed check',84.36223133939903,956.1866157575648,Yes
Male,0,No,Yes,64,No,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',110.04786650320666,5999.554215759663,No
Male,0,Yes,No,60,Yes,'No phone service',DSL,Yes,'No internet service',Yes,Yes,No,No,'Two year',Yes,'Bank transfer (automatic)',91.20302651166313,2015.0220357166406,No
Male,0,Yes,No,65,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',82.70780852594825,3095.677251417458,No
Male,0,No,No,11,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',22.255241653626463,389.5396859809188,Yes
Female,0,Yes,Yes,55,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',91.33239505077866,2246.0397270885833,No
Male,0,No,No,16,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',43.116549818994066,-97.17045362880489,No
Female,0,Yes,No,44,Yes,No,'Fiber optic',Yes,No,Yes,No,No,Yes,'Two year',Yes,'Credit card (automatic)',79.56734462944114,130.31588222173946,No
Male,0,No,No,62,Yes,No,'Fiber optic',Yes,No,Yes,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',81.09956377172834,4093.08313216798,No
Male,0,No,No,67,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',102.93903413810011,6764.111922264737,Yes
Female,0,No,No,34,Yes,No,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,No,'Mailed check',82.40955379348944,642.7222509041983,No
Male,0,Yes,Yes,32,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',113.02845937969738,3486.3501249120495,Yes
Male,0,Yes,No,71,Yes,Yes,DSL,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,'Mailed check',76.87408154214718,899.0557711487194,No
Female,1,Yes,No,49,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',104.21828042741573,4868.453221449027,Yes
Male,0,No,No,12,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',67.46399616750811,199.62497067138094,Yes
Male,1,No,No,3,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Mailed check',31.149795073978936,249.66434324125683,Yes
Female,0,No,Yes,13,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',51.20221997343392,7.790091993254663,No
Male,0,No,No,62,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',102.13342896274213,4498.189331672972,No
Female,0,No,No,18,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.09091245122849,108.88632585592646,Yes
Female,0,No,Yes,53,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',20.963902977427512,2734.873176950797,No
Female,0,No,Yes,61,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',117.30190387305757,5976.727940210523,No
Female,0,No,Yes,15,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',23.39784079523847,168.83398394749602,No
Male,0,No,No,56,Yes,No,DSL,Yes,No,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',48.605393525959116,4022.61350054997,No
Female,0,Yes,Yes,49,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',16.773561084406804,191.68203861174953,No
Male,0,No,Yes,3,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',54.44251472194583,87.13421300407434,No
Female,1,Yes,No,70,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',111.07153372072392,5897.203570282469,Yes
Male,0,Yes,Yes,49,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',84.22041450017463,1963.2406503321877,No
Male,0,No,No,57,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',114.77145980875926,7498.769540940813,Yes
Male,0,No,No,45,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',52.45741577184168,1747.3812068020911,No
Male,0,Yes,Yes,55,No,'No phone service',DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',51.86053953676237,2925.7811356311336,No
Male,0,Yes,No,43,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',24.91561135095015,10.18025731960762,No
Male,0,Yes,Yes,50,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',22.796586272978278,414.5111956387664,No
Male,0,No,No,8,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',40.40833454971528,41.97878182477575,No
Female,0,Yes,Yes,37,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',21.27111700716241,265.58716734214386,No
Male,0,No,No,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.458350552468602,141.68319607037995,No
Male,0,Yes,No,42,Yes,Yes,'Fiber optic',No,No,No,Yes,No,Yes,'One year',Yes,'Mailed check',103.65769823903315,318.9686539736292,No
Female,0,Yes,Yes,72,Yes,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',83.91566314565846,5196.140625756213,No
Male,0,No,No,15,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',105.48976263302885,-59.091745328877494,No
Male,0,No,No,10,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',55.03222473752159,-121.05726677495099,Yes
Male,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',65.26015398178649,-47.9174742145664,Yes
Male,0,No,Yes,13,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',85.32174603905037,42.513099829571104,No
Male,0,Yes,Yes,59,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.66570673571402,653.3102693575588,No
Male,0,Yes,No,32,Yes,No,'Fiber optic',Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',51.123472575331505,273.55293235315514,No
Female,0,Yes,No,71,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',89.74329792928616,4473.546289531643,No
Female,0,Yes,No,56,Yes,No,'Fiber optic',Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',46.498352356056934,5227.777107021782,Yes
Male,0,Yes,Yes,69,Yes,No,DSL,Yes,No,Yes,Yes,No,No,'Two year',No,'Mailed check',77.03011742896756,2361.8669456969164,No
Male,0,Yes,No,59,Yes,No,'Fiber optic',Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',78.56967301661467,2093.0626404842924,Yes
Female,0,Yes,Yes,39,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',24.086582390835087,1001.160908002182,No
Male,0,No,No,4,Yes,'No phone service',DSL,Yes,Yes,No,Yes,Yes,Yes,'One year',Yes,'Mailed check',50.057863142783205,66.32087459485203,No
Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',21.61704034600706,2281.23319586458,No
Male,0,No,Yes,46,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',78.03870634414199,1816.012151793477,No
Male,0,Yes,Yes,62,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',101.42063655454733,6914.935003021708,No
Male,0,Yes,Yes,61,No,'No phone service',DSL,Yes,No,No,Yes,No,No,'Two year',No,'Mailed check',47.675174463352135,89.75135413145831,No
Female,0,No,Yes,5,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',102.84077384443148,6004.590462972376,No
Male,0,No,No,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',22.34204742370219,186.44395179830136,Yes
Male,0,No,No,30,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',22.95616509215458,535.3697397488077,No
Male,0,Yes,No,62,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',111.47620372245419,4208.981475559816,No
Male,0,Yes,Yes,75,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',88.20528836319548,4389.613198502902,No
Female,0,No,No,4,Yes,No,DSL,Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Mailed check',53.799401717262775,1102.4044277202452,No
Male,0,Yes,Yes,71,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',107.5956671935659,6738.057726947893,No
Male,0,Yes,No,68,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',110.32802120992014,3575.50740950193,No
Male,0,Yes,Yes,71,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.80534778731171,1544.1180421103293,No
Female,0,No,No,60,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',100.11911947866632,961.8212577746558,Yes
Male,0,No,Yes,29,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Electronic check',21.31162237311375,1759.2573301812856,No
Female,0,Yes,No,64,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',108.48296434944432,5951.23797804811,No
Male,0,No,Yes,36,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',104.01717773860207,1492.4007825922154,Yes
Male,0,No,No,12,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',93.86020148147809,168.62555829319427,Yes
Female,0,No,No,49,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',20.70224514948661,1445.9079292912343,No
Female,0,Yes,No,56,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',99.09228122287068,6152.008264055386,No
Male,1,No,No,50,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',98.52186094629698,4041.962558262043,Yes
Male,0,Yes,No,69,No,'No phone service',DSL,Yes,Yes,No,No,No,No,Month-to-month,No,'Mailed check',53.25437257978264,2659.206670489655,No
Female,0,Yes,Yes,73,Yes,'No phone service',DSL,Yes,Yes,Yes,Yes,No,No,'One year',Yes,'Credit card (automatic)',107.6106017989018,5594.133873562668,No
Female,0,No,No,42,No,'No phone service','Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',70.86847010795805,295.5128363319826,No
Female,0,No,No,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.20924761407027,460.87904899326736,No
Male,1,No,No,50,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',No,'No internet service',Month-to-month,No,'Mailed check',20.567803398754165,2373.933711150134,Yes
Male,1,No,No,12,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',104.76251941847845,2383.7960606060005,Yes
Male,0,Yes,No,27,No,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.76931252079319,847.0699491290478,Yes
Male,0,Yes,No,43,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.23379010142961,1169.064078576244,No
Female,0,Yes,Yes,70,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',119.52810148296521,6667.571154261185,Yes
Female,0,Yes,Yes,61,Yes,'No phone service','Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',86.40225555070577,3611.367936983273,No
Male,0,Yes,No,58,Yes,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',53.46300360500248,142.21474736295008,No
Male,0,No,Yes,61,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',111.11946491689585,5385.444416546694,Yes
Female,1,No,No,24,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',78.52515501563008,112.58310133273751,Yes
Male,0,Yes,No,43,Yes,'No phone service','Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',68.59362384680341,174.44177762260009,Yes
Male,0,No,Yes,6,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',19.6430500330298,1478.1782426832701,No
Male,0,Yes,No,71,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',109.26832981137773,5061.033554492835,Yes
Male,0,Yes,Yes,71,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',85.2918559275358,3829.124799895366,No
Male,0,Yes,Yes,70,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',98.34142120443987,7318.657811144778,No
Female,0,Yes,No,36,No,'No phone service',DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,'Mailed check',43.90177499089206,1954.5560814593803,No
Male,0,Yes,Yes,51,Yes,No,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Mailed check',51.979072041743215,773.6595798360486,No
Female,0,No,No,5,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',84.49814013154527,75.30346695281325,Yes
Female,0,No,No,20,Yes,'No phone service',DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',81.44241675121823,2548.049395007491,Yes
Male,1,No,No,51,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',99.82109777700552,5437.951059277783,Yes
Female,0,No,No,57,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',98.34074738675396,3152.3887268483777,Yes
Male,0,No,No,38,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',16.49286514550119,200.29995326626528,No
Male,0,Yes,Yes,73,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',93.89766262203203,7015.109191224577,No
Male,0,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',57.41170880963123,41.917766597835,Yes
Female,0,No,No,17,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Mailed check',76.33465342726878,580.699229123031,Yes
Female,0,No,No,32,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',23.43861234628587,79.30640943943392,No
Male,0,No,No,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',23.235811829061227,121.17400101859677,No
Male,0,No,No,15,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',100.82986998744943,8.429060229228895,Yes
Male,0,Yes,Yes,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',21.317019703176573,1013.2995249735512,No
Male,1,Yes,Yes,55,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',83.63611977627407,5775.681344175559,No
Male,0,No,No,14,No,'No phone service','Fiber optic',Yes,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',61.95936783139482,3759.810278665091,Yes
Female,0,No,No,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',53.14567811373068,-100.69548742045689,Yes
Male,0,No,No,9,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',24.336246594345734,-1.9232496675662674,No
Male,0,No,Yes,25,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',31.589811186671774,61.597669962187354,No
Male,0,No,No,49,Yes,No,'Fiber optic',Yes,Yes,No,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',103.69709880445299,3510.7526200892635,Yes
Male,0,No,No,27,No,'No phone service',DSL,Yes,No,No,Yes,No,No,Month-to-month,No,'Mailed check',57.333336564380126,1826.621325575726,No
Male,0,Yes,No,34,Yes,No,'Fiber optic',Yes,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',53.74541305787681,413.4115422814324,No
Male,0,No,No,62,Yes,'No phone service',DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',76.1811750661416,904.2118785700816,No
Female,0,No,No,1,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',85.4055986189242,-124.91774202671971,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',21.160608827232238,23.51335445881682,No
Male,0,No,Yes,33,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',21.02702113312138,151.39045096430533,No
Male,1,No,No,43,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.356256852867016,185.37607729331359,No
Male,0,Yes,Yes,68,Yes,'No phone service','Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',97.72561609108875,5306.774964571433,No
Male,0,No,Yes,49,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',111.71545018784984,4749.455303479107,No
Female,0,No,No,18,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',50.124446604883694,593.2428600745002,No
Male,0,Yes,Yes,75,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',106.63379633027574,5260.491549874021,No
Male,0,No,No,58,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',99.10673570662807,245.32160633395173,Yes
Female,0,Yes,Yes,75,Yes,'No phone service',DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Bank transfer (automatic)',78.10210881314542,3469.81718528894,No
Male,1,No,No,25,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',94.7651345392416,81.3841207318159,No
Male,0,Yes,No,64,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',103.56839703755466,4977.9618884251,No
Female,0,No,No,4,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',51.29349547184256,39.89841448865752,No
Male,0,No,No,6,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',103.21299504109724,224.57757801841782,No
Male,0,Yes,Yes,32,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,'One year',No,'Mailed check',95.61559122485676,1611.19648328948,No
Male,0,Yes,No,57,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',93.97314751201444,2739.0318871594754,No
Female,0,No,No,17,No,'No phone service',DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',53.876153826561925,88.34017279874206,No
Male,1,Yes,No,14,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',99.48766010416439,4338.616782385178,Yes
Male,0,No,No,12,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',22.342248909996393,43.778304155355386,No
Male,0,No,Yes,16,Yes,'No phone service',DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',63.02957687614904,460.0614911174062,No
Male,0,Yes,No,69,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Mailed check',89.28354515506165,4009.9870302110726,No
Male,1,No,No,13,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',73.11095916132538,765.4472463552611,Yes
Female,0,No,No,10,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',76.81116008445584,-69.13226520263575,Yes
Female,0,No,Yes,38,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',22.024754475291257,2366.6342318930137,No
