SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
0,25,112.80212536051876,4557.384566850888,Female,No,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Electronic check',No
0,54,103.19124906389698,3793.381569405084,Female,Yes,No,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,2,30.890975766467783,103.83798774240714,Female,No,Yes,No,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',No
1,56,110.2786496490127,7456.097218195321,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0,3,81.72239573893683,-42.19353132528255,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0,10,90.97508909882524,116.72557570428732,Female,No,No,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Mailed check',Yes
1,56,113.74767020731024,4585.431058205089,Female,No,No,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0,66,118.06398108489662,6806.986661429041,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,No,No,'No internet service',Yes,'One year',Yes,'Electronic check',No
0,50,83.76016826945589,4154.875205295652,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
0,26,76.47820270150184,4017.1422953740175,Male,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,'Credit card (automatic)',No
0,54,93.15772746102633,4346.267175554327,Male,No,Yes,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'One year',No,'Bank transfer (automatic)',No
0,59,57.65669711625025,3799.2577465281806,Male,No,No,Yes,'No phone service',DSL,Yes,No,No,Yes,No,No,'One year',No,'Credit card (automatic)',No
0,40,84.36223133939903,956.1866157575648,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',No
0,64,110.04786650320666,5999.554215759663,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0,60,91.20302651166313,2015.0220357166409,Male,No,No,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',No
0,65,82.70780852594825,3095.677251417458,Female,Yes,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,'One year',No,'Credit card (automatic)',No
0,11,22.255241653626463,389.5396859809188,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,55,91.33239505077866,2246.039727088584,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,'One year',No,'Electronic check',No
0,16,43.11654981899407,-97.17045362880488,Female,Yes,No,Yes,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0,44,79.56734462944114,130.31588222173946,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',No
0,62,81.09956377172834,4093.08313216798,Female,No,No,Yes,No,DSL,Yes,No,Yes,Yes,No,No,'One year',Yes,'Electronic check',No
0,67,102.93903413810013,6764.111922264737,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,34,82.40955379348944,642.7222509041983,Female,Yes,No,Yes,No,'Fiber optic',No,No,Yes,Yes,No,No,Month-to-month,Yes,'Electronic check',Yes
0,32,113.02845937969738,3486.350124912049,Female,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0,71,76.87408154214718,899.0557711487194,Male,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',Yes
1,49,104.21828042741572,4868.453221449027,Female,No,No,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'One year',No,'Bank transfer (automatic)',No
0,12,67.46399616750811,199.6249706713809,Male,Yes,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',No
1,3,31.149795073978936,249.66434324125683,Female,No,No,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,13,51.20221997343392,7.790091993254663,Female,No,No,Yes,No,DSL,No,No,No,No,Yes,No,Month-to-month,No,'Bank transfer (automatic)',No
0,62,102.13342896274212,4498.189331672972,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,18,80.09091245122849,108.88632585592646,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Electronic check',No
0,53,20.963902977427512,2734.873176950797,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,61,117.30190387305755,5976.727940210523,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',No
0,15,23.39784079523847,168.83398394749602,Male,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,56,48.60539352595912,4022.61350054997,Male,Yes,Yes,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',No
0,49,16.773561084406804,191.6820386117496,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,3,54.44251472194583,87.13421300407434,Male,No,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
1,70,111.07153372072392,5897.203570282469,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,'No internet service',Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,49,84.22041450017463,1963.240650332188,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,'Two year',No,'Credit card (automatic)',No
0,57,114.77145980875926,7498.769540940813,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',Yes
0,45,52.45741577184168,1747.3812068020911,Male,No,No,Yes,'No phone service',DSL,Yes,Yes,No,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',Yes
0,55,51.86053953676237,2925.7811356311336,Female,Yes,Yes,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',No
0,43,24.91561135095015,10.18025731960762,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',No
0,50,22.79658627297828,414.5111956387664,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0,8,40.40833454971528,41.97878182477575,Male,Yes,No,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0,37,21.27111700716241,265.58716734214386,Male,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',No
0,14,20.4583505524686,141.68319607037995,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',No
0,42,103.65769823903317,318.9686539736292,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,No,No,Yes,No,Yes,'One year',Yes,'Electronic check',Yes
0,72,83.91566314565846,5196.140625756213,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Credit card (automatic)',No
0,15,105.48976263302885,-59.09174532887749,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
0,10,55.03222473752159,-121.057266774951,Male,No,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',No
0,1,65.26015398178649,-47.9174742145664,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
0,13,85.32174603905037,42.513099829571104,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0,59,19.66570673571402,653.3102693575588,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',No
0,32,51.12347257533151,273.55293235315514,Male,No,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0,71,89.74329792928616,4473.546289531643,Male,Yes,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',No
0,56,46.49835235605693,5227.777107021782,Male,Yes,Yes,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',No
0,69,77.03011742896756,2361.8669456969164,Female,No,No,Yes,No,DSL,No,Yes,No,Yes,No,No,'One year',No,'Bank transfer (automatic)',No
0,59,78.56967301661467,2093.0626404842924,Female,No,No,Yes,Yes,DSL,No,No,No,No,No,No,'One year',No,'Mailed check',No
0,39,24.086582390835087,1001.160908002182,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0,4,50.057863142783205,66.32087459485203,Male,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Mailed check',Yes
0,2,21.61704034600706,2281.23319586458,Male,Yes,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',Yes,'No internet service','One year',Yes,'Mailed check',No
0,46,78.03870634414199,1816.012151793477,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0,62,101.42063655454731,6914.935003021708,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,61,47.675174463352135,89.75135413145831,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,5,102.84077384443148,6004.590462972376,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,4,22.34204742370219,186.44395179830136,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',No
0,30,22.95616509215458,535.3697397488077,Male,Yes,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,62,111.4762037224542,4208.981475559816,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,'Two year',Yes,'Electronic check',Yes
0,75,88.20528836319548,4389.613198502902,Male,Yes,Yes,Yes,Yes,DSL,No,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,4,53.799401717262775,1102.4044277202452,Male,Yes,No,No,No,DSL,Yes,No,Yes,No,Yes,Yes,'One year',No,'Electronic check',No
0,71,107.5956671935659,6738.057726947893,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,68,110.32802120992014,3575.50740950193,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,71,20.80534778731171,1544.1180421103293,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,60,100.11911947866632,961.8212577746558,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0,29,21.31162237311375,1759.2573301812856,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service',No,'No internet service','One year',No,'Mailed check',No
0,64,108.48296434944432,5951.23797804811,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,36,104.01717773860209,1492.4007825922154,Female,No,Yes,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',No
0,12,93.86020148147809,168.62555829319427,Male,No,No,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0,49,20.70224514948661,1445.9079292912345,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',No
0,56,99.09228122287068,6152.008264055386,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',No
1,50,98.52186094629698,4041.962558262043,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',No
0,69,53.25437257978264,2659.206670489655,Female,Yes,No,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0,73,107.6106017989018,5594.133873562668,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,42,70.86847010795805,295.5128363319826,Female,No,Yes,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,14,19.20924761407027,460.87904899326736,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
1,50,20.567803398754165,2373.933711150134,Male,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
1,12,104.76251941847843,2383.7960606060005,Female,Yes,No,Yes,No,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',Yes
0,27,75.76931252079319,847.0699491290478,Male,Yes,No,Yes,No,'Fiber optic',Yes,No,No,No,No,No,'One year',No,'Mailed check',Yes
0,43,20.23379010142961,1169.064078576244,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service',Yes,'One year',Yes,'Bank transfer (automatic)',No
0,70,119.5281014829652,6667.571154261185,Male,No,No,No,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',No
0,61,86.40225555070577,3611.367936983273,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0,58,53.46300360500248,142.21474736295008,Male,Yes,Yes,Yes,'No phone service',DSL,Yes,Yes,Yes,No,No,No,'Two year',No,'Credit card (automatic)',No
0,61,111.11946491689584,5385.444416546694,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',Yes
1,24,78.52515501563008,112.58310133273751,Male,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0,43,68.59362384680341,174.44177762260009,Female,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',Yes
0,6,19.6430500330298,1478.17824268327,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0,71,109.26832981137773,5061.033554492835,Male,Yes,Yes,Yes,No,'Fiber optic',Yes,Yes,Yes,No,'No internet service',No,Month-to-month,Yes,'Electronic check',No
0,71,85.2918559275358,3829.124799895366,Male,Yes,No,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',No
0,70,98.34142120443988,7318.657811144778,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',Yes
0,36,43.90177499089206,1954.5560814593805,Male,No,Yes,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,51,51.979072041743215,773.6595798360486,Male,No,No,Yes,No,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,'Mailed check',No
0,5,84.49814013154527,75.30346695281325,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0,20,81.44241675121823,2548.049395007491,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,No,Month-to-month,Yes,'Mailed check',Yes
1,51,99.82109777700552,5437.951059277783,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',Yes
0,57,98.34074738675396,3152.3887268483777,Female,Yes,No,Yes,No,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0,38,16.49286514550119,200.29995326626528,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,73,93.89766262203204,7015.109191224577,Female,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',No
0,4,57.41170880963123,41.917766597835,Female,Yes,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',Yes
0,17,76.33465342726878,580.699229123031,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0,32,23.43861234628587,79.30640943943392,Female,Yes,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',No
0,63,23.235811829061227,121.17400101859675,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',No
0,15,100.82986998744944,8.429060229228895,Female,No,No,Yes,Yes,'Fiber optic',No,Yes,No,'No internet service',No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0,12,21.317019703176573,1013.2995249735512,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
1,55,83.63611977627407,5775.681344175559,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'One year',Yes,'Bank transfer (automatic)',No
0,14,61.95936783139482,3759.810278665091,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',No
0,3,53.14567811373068,-100.69548742045689,Female,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',Yes
0,9,24.33624659434573,-1.923249667566268,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service',No,Month-to-month,No,'Mailed check',No
0,25,31.58981118667177,61.59766996218736,Male,No,No,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0,49,103.697098804453,3510.7526200892635,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',Yes
0,27,57.333336564380126,1826.621325575726,Female,Yes,No,No,Yes,DSL,No,No,No,Yes,No,Yes,Month-to-month,Yes,'Credit card (automatic)',No
0,34,53.74541305787681,413.4115422814324,Male,Yes,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0,62,76.1811750661416,904.2118785700816,Female,No,No,Yes,No,DSL,No,Yes,No,No,No,No,'One year',No,'Electronic check',No
0,1,85.4055986189242,-124.91774202671972,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,No,'Electronic check',Yes
0,1,21.16060882723224,23.51335445881682,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',No
0,33,21.02702113312138,151.39045096430533,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
1,43,20.356256852867016,185.3760772933136,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,68,97.72561609108875,5306.774964571433,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,49,111.71545018784984,4749.455303479107,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,18,50.124446604883694,593.2428600745002,Female,No,No,No,No,DSL,No,No,No,'No internet service',No,No,'One year',No,'Mailed check',No
0,75,106.63379633027574,5260.491549874021,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,58,99.10673570662809,245.3216063339517,Female,Yes,No,Yes,No,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',No
0,75,78.10210881314542,3469.81718528894,Female,Yes,Yes,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',No
1,25,94.7651345392416,81.3841207318159,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Electronic check',Yes
0,64,103.56839703755466,4977.9618884251,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',No,'Electronic check',No
0,4,51.29349547184256,39.89841448865752,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0,6,103.21299504109724,224.57757801841785,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,32,95.61559122485676,1611.19648328948,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',Yes
0,57,93.97314751201444,2739.0318871594754,Female,No,No,Yes,Yes,'Fiber optic',No,No,Yes,Yes,No,Yes,'One year',Yes,'Electronic check',No
0,17,53.876153826561925,88.34017279874206,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
1,14,99.4876601041644,4338.616782385178,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,12,22.3422489099964,43.778304155355386,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0,16,63.02957687614904,460.0614911174062,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Electronic check',No
0,69,89.28354515506165,4009.9870302110726,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',No
1,13,73.11095916132538,765.4472463552611,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,10,76.81116008445584,-69.13226520263575,Female,No,No,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',Yes
0,38,22.024754475291257,2366.6342318930137,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,4,39.84222484708277,-20.10096004181193,Male,No,No,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Electronic check',Yes
1,33,83.3035555169902,4024.605735745971,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,Yes,'Two year',Yes,'Bank transfer (automatic)',Yes
