gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0.0,No,No,45.885058712583884,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',93.99355908774882,4189.147286688912,No
Male,0.0,No,No,12.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.950000762939453,298.69673635113554,No
Female,0.0,No,No,12.551282167675229,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',74.34434745183319,824.6001266054117,Yes
Female,0.0,No,No,60.59539598598346,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',26.015103046942173,1585.4684523345984,No
Male,1.0,No,No,1.1186465150987392,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.45335843029697,101.02608982948789,Yes
Female,0.0,Yes,No,50.0596500164054,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',115.18668264074101,5885.102563548776,No
Female,1.0,Yes,No,24.0,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',105.96318173401681,2915.5437262996757,No
Female,0.0,Yes,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',52.59450893382359,76.46977600680522,Yes
Male,0.0,No,No,4.0,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',104.44868894203127,551.552749477482,Yes
Female,0.0,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',84.9397807254615,5629.470106757364,No
Male,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.525199214114817,19.46737805783969,No
Male,0.0,No,No,48.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.90007786004054,3946.414473698257,No
Male,0.0,Yes,Yes,59.22486749419997,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.41751365560361,1016.9284543806822,No
Male,0.0,Yes,Yes,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.210891220853455,19.686202056739628,No
Female,0.0,No,No,1.0,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',No,'Electronic check',97.16775289896682,143.4244680363048,No
Female,1.0,No,No,19.08118520068648,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',98.90199976050688,1494.5997588833757,Yes
Male,0.0,Yes,Yes,48.46825278379135,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.306700208902278,912.4938716559827,No
Male,0.0,No,No,63.44652497100441,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Electronic check',94.47049701524818,6279.90989001116,No
Male,0.0,No,No,70.65703403101669,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.042418277916788,1254.6610887238776,No
Male,0.0,Yes,Yes,72.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',105.38244825433715,7840.5614504937175,No
Male,0.0,No,No,13.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',50.96286305824667,469.85258078619063,No
Female,0.0,Yes,Yes,24.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',20.152661110107626,437.6628436770012,No
Male,0.0,Yes,No,58.45576560401485,Yes,No,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',104.36678748951122,5797.698282044314,No
Male,0.0,No,No,1.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',47.19090677485932,59.81113000054817,No
Male,0.0,Yes,Yes,0.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',118.5999984741211,8684.7998046875,Yes
Male,0.0,No,Yes,13.0,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',39.836020139836144,419.70713309953015,Yes
Female,0.0,No,No,5.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',53.955158824627595,166.30273373276523,No
Female,0.0,No,No,1.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Mailed check',52.810829003294174,67.66049545644739,No
Male,0.0,Yes,Yes,52.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',30.26035615583938,1352.7406413304275,No
Female,0.0,No,No,62.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'Two year',No,'Electronic check',94.2826805122483,5649.060202876248,Yes
Male,0.0,Yes,No,17.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',74.47590635497433,934.3223598059081,No
Female,0.0,Yes,Yes,24.0,Yes,No,DSL,Yes,Yes,No,No,No,No,'Two year',No,'Credit card (automatic)',54.935664922255164,1490.4012788283683,No
Female,0.0,Yes,Yes,28.09442415149109,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.950000762939453,647.7797582045447,No
Male,0.0,Yes,No,28.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',86.31342143700687,2194.903510457327,Yes
Male,0.0,No,No,6.397625701567696,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.498271988942633,99.87000038335104,No
Female,0.0,No,No,9.0,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',48.93791787714319,444.0755483609933,No
Female,0.0,No,No,29.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',20.54525309924916,452.7819531547744,No
Female,0.0,No,No,4.0,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',78.35750500891953,308.60130621568413,No
Female,0.0,Yes,No,3.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.950000762939453,48.40436088198184,No
Male,0.0,Yes,Yes,24.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',25.249161105885726,453.7386050443181,No
Female,0.0,No,No,44.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',45.444845483751095,868.3736432338669,No
Male,1.0,Yes,No,41.533148003726716,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,Yes,'Electronic check',89.65169294258827,4193.687339111662,No
Male,0.0,Yes,No,14.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',73.84124562722457,942.6810904495879,Yes
Male,0.0,No,No,30.807802373717898,Yes,Yes,'Fiber optic',Yes,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',89.22476928198593,3066.515249099009,Yes
Female,0.0,Yes,Yes,21.21875711313333,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,'One year',No,'Credit card (automatic)',79.63629022732749,1612.7015837366323,No
Female,0.0,Yes,Yes,68.72585774647091,No,'No phone service',DSL,No,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',60.48927629942135,3863.770956932437,No
Female,0.0,Yes,Yes,26.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',19.856092720703373,482.09397192905993,No
Male,0.0,No,No,12.0,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',104.16084264294851,1140.569816647371,No
Male,0.0,Yes,No,3.0,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Mailed check',99.92403999777858,328.5206686118146,No
Male,0.0,No,No,38.0,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,'One year',No,'Mailed check',75.66412262714675,2943.288484735824,No
Male,0.0,No,No,12.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',25.10024653806759,204.1809988726536,No
Female,0.0,Yes,Yes,4.0,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',48.59347650063497,178.0562510639074,No
Male,0.0,Yes,No,47.06982280361556,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',62.89258404548244,3041.557880099775,No
Female,1.0,No,No,3.0,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',75.901187012738,295.30595529132756,Yes
Male,0.0,Yes,No,53.559570178502845,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',110.66736831519917,6214.74026578303,No
Female,0.0,Yes,No,50.92704092286773,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.656232321970794,1105.1799836755597,No
Female,0.0,No,No,28.799715038293932,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',87.61975384339158,3304.304143923678,No
Female,0.0,No,No,9.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',108.94107906376814,992.888548324964,No
Male,0.0,Yes,No,8.0,Yes,Yes,'Fiber optic',Yes,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.65374541665867,1112.3335796394315,Yes
Male,1.0,No,No,21.36007960694543,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',80.25080998817884,1843.205840077817,No
Male,0.0,No,No,17.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.64669723215754,1426.876734119913,Yes
Male,0.0,Yes,Yes,64.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,'One year',Yes,'Credit card (automatic)',104.61402101620351,6652.916139157889,No
Female,0.0,Yes,Yes,57.02383085929084,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Mailed check',84.19876764808124,4257.515773318911,No
Male,0.0,No,No,1.0,No,'No phone service',DSL,No,No,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',52.441541040244246,42.18502433346432,Yes
Male,0.0,No,No,5.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Electronic check',19.882088759671838,71.13866798016451,No
Female,0.0,Yes,No,72.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'Two year',Yes,'Bank transfer (automatic)',91.73057153104634,6946.220410092042,No
Male,0.0,No,No,34.60039071268164,No,'No phone service',DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,'Mailed check',44.630586472816866,1236.919909063148,No
Male,0.0,Yes,Yes,65.0,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,Yes,'Two year',No,'Mailed check',85.64480430178,5398.160784528859,No
Male,0.0,Yes,No,62.0,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,No,Month-to-month,No,'Bank transfer (automatic)',97.04238916546461,5830.8951493342665,No
Female,0.0,No,No,38.0,No,'No phone service',DSL,No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',57.35148177819647,2450.945881925647,No
Male,0.0,Yes,Yes,17.469460037236168,Yes,No,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',94.84599962012861,1619.1393109165824,No
Female,0.0,No,No,72.0,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',86.09562888470009,6440.113908475561,No
Female,0.0,No,No,14.793123138022132,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',68.43186420333103,824.7385323669134,No
Female,0.0,Yes,Yes,31.174341572606878,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',105.54365145697714,3949.6148425248325,Yes
Female,0.0,Yes,Yes,67.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.69619757902917,1421.3211474838022,No
Female,1.0,Yes,No,55.92245374800467,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',105.53641387541398,5790.781203380893,No
Female,0.0,No,No,52.0,Yes,Yes,'Fiber optic',No,No,No,Yes,No,Yes,Month-to-month,Yes,'Electronic check',85.91384714342146,5154.769259637147,Yes
Female,0.0,No,No,17.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.107532653726256,266.4098383076069,Yes
Male,0.0,No,No,43.66418774495353,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',71.06842725946909,3042.8478213890185,No
Female,0.0,Yes,Yes,51.987138395996524,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.341417181285347,850.4428480811913,No
Male,0.0,Yes,Yes,1.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',95.69105235840559,160.96708736905563,Yes
Male,0.0,Yes,No,39.516867290664955,Yes,Yes,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',89.12529087693929,3397.9986111857947,No
Female,0.0,No,Yes,12.756720229291671,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.87864787431726,152.7295813879299,No
Male,1.0,Yes,No,22.0,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',79.90356366950095,1552.5019811765144,No
Male,0.0,No,No,50.722471589723256,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',90.8284087855415,4302.351714536763,No
Male,0.0,No,Yes,1.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',87.28891598888237,91.9217137999144,Yes
Female,0.0,Yes,Yes,27.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,No,'Credit card (automatic)',94.81171321782831,3485.4465936114157,No
Female,0.0,No,No,12.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Credit card (automatic)',19.30626360988862,183.15647288572043,No
Female,0.0,Yes,Yes,70.0,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,No,No,Month-to-month,No,'Credit card (automatic)',87.871398512576,6391.100713731795,No
Male,0.0,No,No,36.42735202548817,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',106.92473218116534,3820.9289820763233,No
Male,0.0,No,Yes,35.0,Yes,No,DSL,Yes,No,No,Yes,No,No,'One year',Yes,'Credit card (automatic)',59.23750455114168,1835.6125537002895,No
Male,0.0,No,No,35.0,Yes,No,DSL,Yes,Yes,No,No,No,No,'One year',No,'Electronic check',58.73772227228742,2121.8070862893114,No
Female,1.0,No,No,6.306300822450533,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',74.43017773721263,496.9952073981931,Yes
Female,0.0,No,No,6.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',59.67447908568542,196.73623708915574,No
Female,0.0,Yes,No,67.0,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',84.07691197454473,5884.28766422516,Yes
Female,1.0,No,No,51.76095228745921,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,No,Month-to-month,No,'Bank transfer (automatic)',99.46788925504457,5010.354034482028,No
Male,0.0,No,No,64.49290180924885,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',107.46339582906123,6977.296563428404,No
Male,0.0,Yes,No,71.0,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',58.80430851660797,4232.1944218531435,No
Male,0.0,Yes,Yes,3.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',66.67845525846198,236.86157871381704,Yes
Male,0.0,Yes,No,47.2111344783533,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',59.24048315933301,2626.789140890788,No
Female,0.0,Yes,Yes,19.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.217790124564583,535.3077420095871,No
Female,0.0,No,No,58.28073683758809,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,No,'One year',No,'Electronic check',97.58533190682662,5561.308793922212,Yes
Female,0.0,Yes,Yes,53.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',20.12208442653015,1193.6107772485648,No
Male,0.0,Yes,No,20.374982806785063,No,'No phone service',DSL,No,Yes,No,No,No,Yes,'Two year',Yes,'Bank transfer (automatic)',44.47650756369394,1344.5713417434688,No
Male,0.0,Yes,No,67.10530781430835,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',100.35670401892015,6575.508893097523,No
Male,0.0,No,No,26.0,Yes,Yes,'Fiber optic',No,No,No,Yes,No,Yes,'One year',Yes,'Credit card (automatic)',86.6009443394091,2101.556569750628,No
Female,0.0,Yes,No,63.0,Yes,Yes,DSL,Yes,'No internet service','No internet service','No internet service',No,No,'Two year',No,'Bank transfer (automatic)',44.70850229784251,2272.773851051344,No
Male,0.0,Yes,No,66.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',87.49665098469082,5680.117258008673,No
Male,0.0,No,No,11.643080581008405,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',79.32556949652785,1103.9910042375718,No
Male,0.0,No,No,71.0,Yes,No,'Fiber optic',Yes,Yes,No,Yes,No,No,'One year',No,'Electronic check',85.44856270422807,5723.179885474389,No
Male,0.0,Yes,Yes,10.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'One year',No,'Mailed check',70.34519590504787,924.1672546874411,No
Female,1.0,Yes,Yes,38.0,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',54.507070339111465,1820.316606213131,No
Male,0.0,Yes,Yes,38.96768955125832,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.14571793171056,2311.2340056692333,No
Female,1.0,Yes,No,33.15662169707688,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',74.4767770323619,2356.109707316046,No
Female,0.0,Yes,Yes,29.153436292087445,Yes,No,DSL,Yes,No,No,No,Yes,No,'One year',No,'Electronic check',69.72928748589221,1886.7485167405341,No
Male,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.036022349433274,31.44342679118093,No
Male,0.0,Yes,Yes,29.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Mailed check',19.759453853128328,420.9423770201799,No
Female,0.0,No,No,8.0,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Mailed check',45.28640538556713,402.1193992255285,No
Female,0.0,Yes,No,71.02624490892791,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',113.1941813849885,8173.1300748222675,No
Male,0.0,No,No,25.784061152093383,Yes,No,'Fiber optic',Yes,Yes,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',80.54603669559269,1472.642473698599,Yes
Male,0.0,Yes,Yes,58.01194739702771,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.78938922250293,1167.934541744694,No
Male,1.0,Yes,Yes,67.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,'Two year',Yes,'Electronic check',94.56761161315585,5793.854730068494,No
Male,0.0,Yes,Yes,55.35719142855254,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',86.25430405711043,5012.126544892344,No
Male,1.0,Yes,No,67.0,Yes,Yes,DSL,No,Yes,No,No,No,No,'One year',Yes,'Electronic check',57.480757167235126,3416.4053001478537,No
Male,0.0,Yes,Yes,57.0,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Mailed check',81.41609011103463,4667.582587126846,No
Female,0.0,Yes,No,58.0,Yes,No,DSL,Yes,No,Yes,Yes,No,No,'Two year',Yes,'Mailed check',61.38364967278147,3390.3953098485426,No
