age,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,deposit
53,73,12,195,1,-1,0,blue-collar,married,tertiary,no,no,yes,cellular,jan,unknown,no
63,-122,26,66,6,-1,0,housemaid,divorced,tertiary,no,no,no,unknown,jul,unknown,no
28,54,4,261,1,92,1,management,single,tertiary,no,no,no,cellular,feb,success,yes
52,105,28,140,2,-1,0,technician,single,unknown,no,yes,no,cellular,mar,unknown,no
56,255,13,165,1,184,1,retired,divorced,secondary,no,yes,yes,cellular,may,other,yes
47,-159,30,101,2,-1,0,unknown,married,secondary,no,yes,no,cellular,jan,unknown,yes
60,5150,21,55,1,-1,0,management,married,primary,no,no,no,cellular,mar,unknown,no
55,254,17,41,5,-1,0,self-employed,married,primary,no,no,no,unknown,jun,unknown,no
35,404,4,218,2,-1,0,management,married,tertiary,no,no,no,unknown,feb,unknown,no
48,107,7,141,2,-1,0,technician,married,secondary,no,yes,no,cellular,may,unknown,no
35,73,30,310,2,-1,0,technician,married,tertiary,no,yes,yes,cellular,nov,unknown,no
27,910,29,278,1,86,1,unemployed,single,secondary,no,no,no,cellular,oct,failure,no
33,248,5,208,1,93,3,management,divorced,tertiary,no,yes,no,cellular,apr,failure,yes
56,1888,15,315,1,185,7,management,married,secondary,no,no,no,cellular,aug,other,yes
31,2129,3,225,1,96,3,management,single,tertiary,no,no,no,cellular,feb,other,yes
49,137,22,1219,1,-1,0,entrepreneur,divorced,primary,no,yes,yes,cellular,apr,failure,yes
46,309,3,450,1,-1,0,management,married,secondary,no,no,no,unknown,oct,unknown,yes
31,905,16,213,1,-1,0,admin.,married,secondary,no,yes,no,cellular,nov,unknown,no
48,363,28,142,2,-1,0,self-employed,married,unknown,no,yes,no,telephone,jul,unknown,no
29,11,21,74,1,-1,0,unemployed,married,secondary,no,yes,no,unknown,feb,unknown,no
43,164,29,137,5,-1,0,management,divorced,unknown,no,yes,no,cellular,jul,unknown,no
61,75,16,93,1,-1,0,management,married,primary,no,no,no,cellular,jul,unknown,no
66,673,14,195,1,186,1,retired,divorced,tertiary,no,no,no,cellular,aug,success,yes
54,175,27,132,2,-1,0,management,married,primary,no,no,no,telephone,aug,unknown,no
49,477,30,99,2,-1,0,technician,divorced,unknown,no,yes,no,telephone,may,unknown,no
53,185,3,122,1,-1,0,unknown,married,primary,no,no,yes,cellular,may,unknown,yes
42,296,3,642,1,-1,0,self-employed,married,tertiary,no,yes,yes,unknown,feb,unknown,yes
38,724,3,257,1,92,5,management,married,tertiary,no,no,no,cellular,feb,other,yes
30,-43,29,128,2,-1,0,management,single,tertiary,no,no,no,telephone,may,unknown,no
50,1247,12,215,1,178,1,technician,married,unknown,no,yes,yes,telephone,nov,success,yes
56,2475,8,221,1,96,7,self-employed,married,secondary,no,yes,no,cellular,jul,failure,no
33,-243,11,228,1,-1,0,admin.,married,secondary,yes,yes,yes,cellular,may,unknown,no
32,584,12,248,1,371,1,technician,married,secondary,no,yes,no,cellular,may,other,yes
37,396,18,292,1,298,4,technician,married,secondary,no,yes,no,cellular,apr,success,yes
41,174,20,304,1,-1,0,blue-collar,divorced,secondary,no,yes,no,cellular,nov,unknown,yes
61,970,18,552,1,-1,0,housemaid,single,primary,no,no,no,cellular,nov,unknown,yes
35,65,29,133,2,-1,0,housemaid,married,tertiary,no,yes,no,cellular,aug,unknown,no
32,338,29,74,2,-1,0,management,married,secondary,no,no,no,cellular,jul,unknown,no
54,1703,4,120,1,170,2,management,divorced,secondary,no,yes,yes,cellular,dec,failure,yes
28,70,28,165,2,-1,0,management,single,secondary,no,no,no,cellular,jan,unknown,yes
47,276,2,193,1,89,2,entrepreneur,married,tertiary,no,no,no,cellular,mar,success,yes
51,108,21,150,1,-1,0,services,divorced,primary,no,yes,yes,cellular,aug,unknown,no
49,-658,16,193,1,-1,0,housemaid,divorced,secondary,no,yes,yes,unknown,may,unknown,yes
38,-93,26,231,5,-1,0,unknown,divorced,secondary,no,no,no,cellular,jul,unknown,no
33,64,29,74,2,-1,0,management,married,primary,no,yes,no,telephone,jun,unknown,no
31,71,5,25,1,-1,0,services,single,secondary,no,yes,yes,unknown,may,unknown,no
58,290,30,48,2,-1,0,admin.,divorced,primary,no,no,no,cellular,apr,unknown,no
26,-71,29,215,2,-1,0,management,single,primary,no,no,no,cellular,may,unknown,no
33,250,13,118,2,377,3,blue-collar,single,secondary,no,yes,no,telephone,jan,success,no
52,136,4,13,1,185,3,management,divorced,secondary,no,yes,yes,telephone,feb,success,no
31,-101,5,172,2,-1,0,blue-collar,single,secondary,no,yes,no,cellular,nov,unknown,yes
34,959,30,218,1,-1,0,technician,single,tertiary,no,yes,no,cellular,jan,unknown,yes
50,13,3,197,2,-1,0,housemaid,married,unknown,no,no,yes,cellular,may,unknown,no
53,-143,28,29,1,-1,0,retired,divorced,secondary,no,no,no,telephone,jul,unknown,no
27,942,31,230,1,-1,0,services,single,secondary,no,yes,no,unknown,dec,unknown,yes
41,44,20,491,1,-1,0,self-employed,married,tertiary,no,yes,no,unknown,aug,unknown,yes
34,141,27,151,5,-1,0,blue-collar,married,tertiary,no,no,no,cellular,sep,unknown,no
39,259,3,192,1,94,1,technician,married,tertiary,no,no,no,cellular,dec,failure,yes
33,-76,14,151,2,0,1,blue-collar,married,primary,no,yes,no,cellular,aug,unknown,no
51,-84,30,27,2,-1,0,self-employed,married,primary,no,no,yes,cellular,jul,unknown,no
36,-29,17,104,1,-1,0,blue-collar,divorced,primary,no,yes,no,cellular,jan,unknown,no
56,170,4,97,1,-1,0,blue-collar,divorced,unknown,no,yes,yes,telephone,may,unknown,no
59,2094,2,883,2,-1,0,unknown,married,secondary,no,no,no,cellular,dec,unknown,yes
25,-144,17,2,2,-1,0,self-employed,single,tertiary,no,yes,no,telephone,apr,unknown,no
33,536,3,217,1,94,4,blue-collar,married,tertiary,no,no,no,cellular,feb,success,no
60,1073,16,343,1,191,4,retired,married,secondary,no,no,no,unknown,jan,other,yes
48,527,12,909,1,-1,0,blue-collar,married,secondary,no,yes,no,telephone,may,unknown,yes
44,1117,18,186,1,-1,0,housemaid,married,secondary,no,no,no,cellular,apr,unknown,no
46,75,6,293,1,-1,0,technician,single,tertiary,no,no,no,cellular,feb,unknown,yes
32,393,13,897,1,370,1,blue-collar,single,secondary,no,yes,no,cellular,jan,failure,yes
60,1365,15,263,1,-1,0,entrepreneur,divorced,tertiary,no,yes,no,cellular,sep,unknown,yes
55,230,13,228,1,-1,0,services,married,tertiary,no,no,no,cellular,nov,unknown,yes
30,-227,29,80,2,-1,0,technician,married,tertiary,no,no,yes,cellular,may,unknown,yes
53,68,28,136,2,-1,0,management,married,secondary,no,no,no,cellular,jan,unknown,no
58,71,29,164,2,-1,0,unemployed,married,primary,no,no,no,cellular,aug,unknown,no
38,433,18,579,1,-1,0,admin.,divorced,secondary,no,yes,no,cellular,jan,unknown,yes
40,45,30,81,2,-1,0,management,divorced,secondary,no,no,no,telephone,may,unknown,no
57,1952,18,33,1,-1,0,housemaid,married,unknown,no,no,no,cellular,jun,unknown,no
51,1562,19,123,2,-1,0,management,married,primary,no,yes,no,telephone,aug,unknown,no
61,154,4,478,2,-1,0,entrepreneur,divorced,primary,no,no,no,cellular,sep,unknown,yes
57,179,16,173,1,-1,0,retired,married,tertiary,no,no,no,unknown,may,unknown,no
31,277,14,203,1,-1,0,self-employed,married,secondary,no,yes,yes,cellular,nov,unknown,no
33,929,21,1289,1,-1,0,self-employed,married,primary,no,yes,yes,unknown,apr,unknown,yes
50,-126,6,223,2,-1,0,unemployed,married,primary,no,no,no,unknown,jun,unknown,no
48,226,28,149,2,-1,0,services,single,tertiary,no,no,no,cellular,may,unknown,no
46,891,21,797,1,-1,0,blue-collar,single,tertiary,no,no,no,unknown,may,unknown,no
54,216,20,25,2,274,3,blue-collar,divorced,secondary,no,yes,yes,cellular,may,other,no
76,966,5,898,2,-1,0,retired,married,unknown,no,no,no,telephone,mar,unknown,yes
35,5,11,1185,2,-1,0,services,married,unknown,no,yes,no,cellular,apr,unknown,yes
44,56,3,204,2,-1,0,technician,married,unknown,no,no,no,unknown,jun,unknown,no
67,446,13,301,1,182,1,blue-collar,married,unknown,no,no,no,cellular,dec,failure,yes
40,120,4,55,1,-1,0,management,married,unknown,no,yes,no,cellular,may,unknown,no
33,199,13,517,2,91,4,technician,divorced,tertiary,no,no,no,cellular,nov,success,yes
35,1436,21,264,1,-1,0,admin.,married,secondary,no,no,no,cellular,nov,unknown,no
46,453,4,316,1,-1,0,management,married,primary,no,no,yes,cellular,may,unknown,no
37,265,22,87,2,315,3,unemployed,married,secondary,no,yes,no,cellular,may,failure,no
37,1265,23,333,1,-1,0,admin.,married,secondary,no,no,no,unknown,apr,unknown,no
45,54,4,296,2,0,1,technician,single,secondary,no,yes,no,cellular,feb,success,yes
60,108,18,78,1,-1,0,management,married,unknown,no,yes,no,cellular,nov,unknown,no
35,280,19,318,1,-1,0,blue-collar,married,tertiary,no,yes,yes,cellular,aug,unknown,yes
52,1176,15,242,1,-1,0,blue-collar,married,secondary,no,no,no,cellular,nov,unknown,no
30,1018,22,922,1,-1,0,technician,married,secondary,no,yes,yes,telephone,jul,unknown,yes
45,-98,15,259,1,-1,0,services,married,secondary,no,no,yes,cellular,aug,unknown,no
42,135,29,169,2,-1,0,management,divorced,tertiary,no,no,no,unknown,may,unknown,no
61,10,31,117,2,-1,0,unemployed,divorced,tertiary,no,no,yes,cellular,aug,unknown,no
34,-798,30,137,11,1,0,services,married,secondary,no,yes,no,cellular,jul,unknown,no
36,636,11,293,1,0,1,blue-collar,single,tertiary,no,no,no,cellular,aug,success,no
64,827,22,435,1,-1,0,retired,married,primary,no,no,no,cellular,dec,unknown,yes
28,387,29,160,2,-1,0,student,married,secondary,no,no,yes,cellular,feb,unknown,no
55,255,12,110,2,-1,0,housemaid,married,primary,no,no,no,unknown,jun,unknown,no
34,628,1,281,1,248,1,management,single,secondary,no,yes,no,cellular,aug,success,yes
44,-2,3,211,2,-1,0,entrepreneur,divorced,unknown,no,yes,no,unknown,aug,unknown,no
54,367,31,42,2,-1,0,technician,married,primary,no,no,no,cellular,may,unknown,no
58,1428,10,62,5,181,3,management,married,secondary,no,no,no,cellular,feb,success,no
77,1252,16,127,2,187,3,retired,married,primary,no,no,no,cellular,sep,other,yes
50,552,4,357,2,-1,0,management,married,secondary,no,yes,no,cellular,feb,unknown,yes
55,161,11,222,2,-1,0,housemaid,divorced,secondary,no,no,yes,cellular,feb,unknown,yes
29,299,1,247,2,-1,0,unemployed,single,secondary,no,no,yes,cellular,jul,unknown,yes
31,300,25,93,2,-1,0,management,married,secondary,no,no,no,cellular,may,unknown,no
57,329,5,979,2,-1,0,retired,married,tertiary,no,no,no,unknown,may,unknown,yes
35,47,14,1156,1,-1,0,unemployed,married,secondary,no,yes,no,cellular,may,unknown,yes
46,111,17,88,1,-1,0,services,married,secondary,no,no,no,cellular,dec,unknown,no
31,94,1,94,1,-1,0,services,married,tertiary,no,no,yes,unknown,dec,unknown,no
33,195,14,267,2,187,1,technician,single,secondary,no,yes,no,cellular,nov,failure,yes
49,218,16,654,1,-1,0,entrepreneur,married,primary,no,yes,no,cellular,feb,unknown,yes
52,1037,17,259,1,-1,0,management,single,tertiary,no,yes,no,cellular,apr,unknown,yes
39,577,28,258,1,-1,0,technician,single,primary,no,yes,no,cellular,jan,unknown,no
26,81,3,1140,2,-1,0,admin.,single,secondary,no,no,yes,cellular,jun,unknown,yes
29,356,5,200,1,-1,0,self-employed,single,secondary,no,yes,no,cellular,may,unknown,no
57,1345,1,115,1,-1,0,unknown,divorced,tertiary,no,no,no,unknown,jun,unknown,no
30,389,11,279,1,-1,0,unknown,single,tertiary,no,yes,no,cellular,mar,unknown,no
28,114,13,468,1,-1,0,student,single,secondary,no,yes,yes,cellular,may,unknown,yes
25,31,13,260,1,339,2,management,single,secondary,no,yes,no,cellular,apr,failure,no
33,-63,13,162,2,-1,0,management,married,primary,no,yes,no,cellular,nov,unknown,no
52,223,18,1273,1,-1,0,management,married,tertiary,no,yes,no,cellular,nov,unknown,yes
59,611,3,144,2,-1,0,retired,married,secondary,no,no,no,telephone,jun,unknown,yes
47,702,19,277,1,-1,0,blue-collar,married,unknown,no,no,yes,cellular,aug,unknown,yes
43,-66,28,93,2,-1,0,entrepreneur,single,secondary,no,yes,yes,unknown,jul,unknown,no
36,148,13,295,1,-1,0,entrepreneur,married,secondary,no,yes,no,cellular,aug,unknown,no
56,210,12,505,1,179,1,admin.,married,secondary,no,no,yes,cellular,sep,failure,yes
45,-97,6,673,1,-1,0,admin.,married,secondary,no,no,no,unknown,jan,unknown,no
52,327,13,308,2,-1,0,blue-collar,married,tertiary,no,no,no,cellular,aug,unknown,no
54,99,29,69,2,-1,0,management,married,tertiary,no,yes,no,telephone,jul,unknown,no
31,259,12,243,1,-1,0,blue-collar,married,primary,no,no,no,cellular,nov,unknown,no
57,912,18,64,1,-1,0,unknown,married,tertiary,no,yes,no,cellular,may,unknown,no
30,125,3,171,1,296,7,technician,single,secondary,no,yes,no,telephone,may,failure,no
51,388,29,127,6,413,9,management,married,secondary,no,yes,yes,telephone,may,failure,no
35,34,13,555,2,-1,1,blue-collar,married,secondary,no,yes,no,cellular,may,success,yes
41,1733,5,308,2,93,1,management,married,secondary,no,no,no,cellular,aug,other,yes
59,76,4,251,2,-1,0,unknown,divorced,unknown,no,no,no,cellular,aug,unknown,no
25,44,5,233,1,268,6,student,single,tertiary,no,no,no,cellular,jul,other,yes
34,549,3,282,1,-1,0,management,single,secondary,no,no,yes,cellular,feb,unknown,no
31,-262,31,121,5,1,1,entrepreneur,married,tertiary,no,yes,no,cellular,jul,unknown,no
44,1,30,254,2,-1,0,management,married,primary,no,no,yes,unknown,jul,unknown,yes
41,197,6,642,2,-1,0,technician,divorced,secondary,no,yes,no,cellular,may,unknown,yes
36,-35,7,902,2,-1,0,services,single,unknown,no,yes,no,cellular,may,unknown,yes
29,302,28,186,2,-1,0,management,single,secondary,no,no,no,telephone,may,unknown,no
34,516,17,1057,1,-1,0,management,married,secondary,no,yes,yes,cellular,jul,unknown,no
46,181,5,744,1,-1,0,management,married,unknown,no,yes,no,unknown,jul,unknown,yes
45,1007,13,363,1,186,4,management,divorced,secondary,no,no,no,cellular,sep,success,yes
53,221,6,130,1,-1,0,technician,divorced,secondary,no,yes,no,telephone,may,unknown,no
30,384,14,382,1,278,4,admin.,single,secondary,no,no,no,cellular,dec,success,yes
58,-260,29,74,2,0,0,management,divorced,unknown,no,yes,yes,telephone,jul,other,no
46,132,17,105,1,-1,0,blue-collar,divorced,tertiary,no,no,no,cellular,mar,unknown,no
31,1135,13,266,1,96,1,technician,single,tertiary,no,no,no,cellular,nov,success,yes
42,-13,18,120,1,-1,0,housemaid,married,primary,no,no,yes,unknown,nov,unknown,no
51,272,12,298,2,195,1,management,divorced,tertiary,no,yes,yes,cellular,aug,success,yes
59,115,6,430,2,-1,0,retired,married,primary,no,no,yes,unknown,may,unknown,no
34,509,23,620,1,-1,0,self-employed,divorced,tertiary,no,yes,no,cellular,jul,unknown,yes
52,324,30,203,6,-1,0,housemaid,married,secondary,no,no,no,cellular,apr,unknown,no
31,166,12,134,1,-1,0,self-employed,married,secondary,no,yes,no,unknown,aug,unknown,no
42,1236,3,149,1,274,3,technician,divorced,secondary,no,no,yes,cellular,may,failure,yes
48,340,28,149,5,185,1,self-employed,divorced,secondary,no,no,no,cellular,dec,success,yes
47,-64,30,124,2,-1,0,blue-collar,divorced,tertiary,no,yes,yes,cellular,nov,unknown,no
40,374,21,99,1,-1,0,technician,divorced,unknown,no,no,no,unknown,nov,unknown,no
49,2602,29,1099,2,-1,0,management,married,secondary,no,no,no,cellular,jan,unknown,yes
24,333,5,401,1,-1,0,student,single,secondary,no,no,no,cellular,aug,unknown,yes
57,812,11,123,1,168,2,housemaid,married,tertiary,no,yes,no,cellular,sep,failure,no
78,900,10,181,1,190,6,admin.,married,primary,no,no,no,telephone,sep,success,yes
56,1163,15,1032,1,-1,0,retired,married,tertiary,no,no,no,unknown,jul,unknown,yes
43,221,13,978,2,-1,1,blue-collar,married,secondary,no,yes,no,cellular,aug,unknown,yes
35,-240,15,138,1,-1,0,entrepreneur,married,secondary,yes,yes,no,cellular,may,unknown,no
59,154,15,103,2,-1,0,housemaid,married,secondary,no,no,no,telephone,jun,unknown,no
60,350,23,151,1,197,1,housemaid,single,tertiary,no,no,no,cellular,apr,success,yes
52,241,15,21,1,-1,0,housemaid,married,tertiary,no,no,yes,unknown,jun,unknown,no
52,370,7,289,1,-1,0,self-employed,married,tertiary,no,yes,no,unknown,mar,unknown,no
33,295,1,239,5,-1,0,management,single,tertiary,no,no,no,cellular,jun,unknown,no
46,68,30,40,13,-1,0,blue-collar,married,tertiary,no,no,no,cellular,apr,unknown,no
44,44,27,2,5,-1,0,technician,divorced,secondary,no,no,no,cellular,jul,unknown,no
53,-424,30,200,2,-1,0,unemployed,married,tertiary,no,no,yes,cellular,jul,unknown,no
42,-98,6,150,2,-1,0,unknown,married,primary,no,no,no,unknown,dec,unknown,no
46,835,20,189,1,-1,0,housemaid,married,secondary,no,yes,yes,cellular,nov,unknown,yes
26,-117,17,99,1,307,14,housemaid,married,secondary,no,yes,no,cellular,may,success,no
56,3042,14,215,1,177,3,management,married,secondary,no,yes,no,telephone,oct,other,yes
55,319,20,107,2,184,1,technician,divorced,tertiary,no,no,no,cellular,oct,other,no
35,284,27,173,5,-1,0,management,married,primary,no,no,no,unknown,aug,unknown,no
46,201,27,290,2,-1,0,management,single,primary,no,no,no,cellular,may,unknown,yes
40,37,29,25,2,-1,0,management,married,secondary,yes,no,yes,cellular,jul,unknown,no
31,517,11,313,1,-1,0,management,married,secondary,no,yes,no,cellular,nov,unknown,yes
37,239,14,23,1,311,1,technician,divorced,primary,no,yes,yes,cellular,may,failure,no
29,502,15,317,1,346,1,technician,single,tertiary,no,yes,no,cellular,may,success,no
37,1032,18,338,1,-1,0,technician,married,tertiary,no,yes,no,unknown,nov,unknown,yes
27,996,1,257,1,95,5,management,single,secondary,no,no,no,cellular,jun,success,no
26,569,31,183,1,-1,0,unknown,single,unknown,no,no,no,unknown,jan,unknown,no
46,-382,17,202,1,0,0,technician,divorced,primary,yes,no,no,cellular,may,unknown,no
38,458,13,1057,1,-1,0,management,single,primary,no,yes,yes,unknown,may,unknown,yes
45,2088,21,52,2,-1,0,admin.,single,secondary,no,yes,no,telephone,nov,unknown,no
54,-84,31,122,2,-1,0,blue-collar,divorced,primary,no,no,no,telephone,may,unknown,no
44,153,27,112,2,-1,0,self-employed,married,tertiary,no,yes,no,cellular,jul,unknown,no
47,110,7,102,2,-1,0,management,married,secondary,no,no,no,unknown,jul,unknown,no
30,175,29,574,2,-1,0,services,divorced,secondary,no,no,no,cellular,apr,unknown,yes
47,-147,15,843,1,-1,0,admin.,married,primary,no,no,yes,cellular,nov,unknown,yes
32,-195,13,363,1,331,2,admin.,married,secondary,no,no,no,cellular,may,failure,yes
26,1172,30,733,1,-1,0,admin.,single,secondary,no,no,no,cellular,jan,unknown,yes
58,79,28,62,2,-1,0,retired,divorced,secondary,no,no,yes,cellular,aug,unknown,no
56,-94,29,74,5,-1,0,entrepreneur,divorced,secondary,no,yes,no,cellular,may,unknown,no
57,221,4,242,2,-1,0,unknown,married,tertiary,no,yes,yes,unknown,may,unknown,yes
27,263,4,216,1,84,1,blue-collar,single,secondary,no,no,no,cellular,dec,success,yes
51,881,29,283,6,-1,0,management,married,primary,no,no,no,cellular,jul,unknown,no
37,121,28,325,2,176,1,management,single,secondary,no,no,no,telephone,apr,success,no
59,541,4,153,2,-1,0,retired,married,secondary,no,no,no,unknown,jun,unknown,no
29,122,11,188,1,266,3,self-employed,single,secondary,no,no,no,cellular,may,other,yes
37,111,13,192,1,366,1,technician,single,primary,no,yes,yes,cellular,jul,failure,no
29,-75,27,57,2,-1,0,admin.,single,secondary,no,yes,yes,unknown,may,unknown,no
45,-128,27,296,5,-1,0,blue-collar,married,primary,yes,no,no,cellular,jul,unknown,yes
55,44,14,199,2,-1,0,retired,married,primary,no,no,yes,cellular,jun,unknown,no
50,374,22,150,1,-1,0,blue-collar,married,secondary,no,yes,no,telephone,nov,unknown,no
55,1116,1,304,1,-1,1,management,married,secondary,no,no,no,cellular,sep,unknown,yes
53,973,10,259,1,188,1,blue-collar,married,primary,no,no,yes,cellular,nov,success,yes
27,117,28,49,5,-1,0,technician,single,secondary,no,yes,yes,cellular,aug,unknown,no
35,1728,22,300,1,-1,0,technician,single,tertiary,no,no,yes,cellular,may,unknown,yes
26,-51,11,21,1,-1,0,management,single,secondary,no,yes,no,unknown,apr,unknown,no
34,352,31,154,2,189,1,self-employed,married,tertiary,no,no,no,cellular,jan,other,no
27,1603,14,306,1,-1,1,technician,single,secondary,no,no,no,cellular,nov,success,yes
54,257,3,200,1,-1,0,housemaid,divorced,primary,no,yes,no,cellular,sep,other,yes
49,211,17,2,2,-1,0,management,married,tertiary,no,no,yes,unknown,jul,unknown,no
33,303,11,292,1,315,5,management,single,primary,no,yes,no,cellular,feb,success,yes
54,1614,16,152,1,190,3,blue-collar,divorced,unknown,no,no,no,cellular,oct,success,no
32,76,21,165,1,-1,0,technician,single,secondary,no,yes,no,cellular,nov,unknown,no
29,272,6,421,5,-1,0,management,single,primary,no,no,yes,telephone,jan,unknown,yes
33,147,16,1013,1,-1,0,blue-collar,single,tertiary,yes,yes,yes,cellular,may,unknown,yes
48,225,20,16,2,288,15,management,divorced,tertiary,no,yes,no,telephone,may,success,no
32,307,15,160,2,-1,1,unemployed,married,secondary,no,no,no,telephone,nov,unknown,yes
58,116,27,961,2,-1,0,retired,married,primary,no,yes,no,cellular,mar,unknown,yes
32,360,15,341,1,92,3,admin.,single,secondary,no,no,no,cellular,oct,other,yes
23,300,30,222,1,-1,0,student,single,unknown,no,no,no,cellular,apr,unknown,yes
51,856,12,341,1,-1,0,unknown,married,secondary,no,no,no,unknown,may,unknown,no
62,1906,5,322,1,-1,0,retired,married,unknown,no,no,no,cellular,jun,unknown,yes
55,-57,3,200,2,-1,0,technician,divorced,primary,no,no,no,cellular,feb,unknown,no
23,110,30,376,1,-1,0,student,single,secondary,no,no,no,unknown,may,unknown,yes
55,1460,20,156,1,-1,0,retired,married,primary,no,no,yes,cellular,nov,unknown,yes
55,378,15,104,1,-1,0,management,divorced,primary,no,yes,yes,cellular,aug,unknown,yes
46,298,13,264,1,183,1,management,married,tertiary,no,no,no,cellular,aug,success,yes
