gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0.0,No,No,15.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',35.1,482.8,No
Male,0.0,Yes,Yes,10.0,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,'Credit card (automatic)',105.05,857.95,No
Male,0.0,Yes,Yes,3.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',20.35,46.2,No
Male,0.0,No,No,53.0,Yes,No,No,Yes,No,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',79.0,4889.35,No
Male,0.0,No,No,6.0,Yes,Yes,No,'No internet service','No internet service','No internet service''''No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',20.4,113.5,No
Female,0.0,No,No,57.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',96.0,5735.0,Yes
Female,0.0,No,No,20.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',19.65,493.05,No
Female,0.0,No,No,29.0,Yes,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',24.85,979.45,No
Male,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',20.55,20.55,No
Female,0.0,Yes,No,69.0,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,No,'One year',No,'Credit card (automatic)',94.7,6859.35,No
Male,0.0,Yes,Yes,65.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service',No,'Two year',No,'Bank transfer (automatic)',25.3,1393.45,No
Female,0.0,No,No,27.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',20.7,685.35,No
Female,0.0,Yes,No,35.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',19.7,890.75,No
Male,0.0,Yes,Yes,64.0,Yes,Yes,No,Yes,Yes,No,No,No,Yes,'Two year',Yes,'Credit card (automatic)',94.2,6129.15,No
Female,0.0,No,No,43.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.3,890.7,No
Female,0.0,No,No,43.0,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',89.65,3808.4,No
Female,0.0,No,No,9.0,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',100.6,854.35,No
Male,0.0,No,Yes,71.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',19.85,1414.9,No
Female,0.0,Yes,Yes,28.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',70.5,674.65,No
Male,0.0,Yes,Yes,24.0,Yes,No,DSL,Yes,No,Yes,No,Yes,Yes,Month-to-month,No,'Credit card (automatic)',54.1,1689.5,No
Female,0.0,No,No,3.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',20.25,64.5,Yes
Female,0.0,Yes,Yes,62.0,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',93.75,6051.65,No
Male,0.0,No,No,6.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.45,144.9,Yes
Female,0.0,No,Yes,41.0,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,No,'Credit card (automatic)',99.0,4456.55,No
Male,0.0,Yes,Yes,70.0,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',50.1,3545.35,No
Male,0.0,No,Yes,41.0,No,'No phone service',DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,'Credit card (automatic)',38.95,810.3,No
Male,0.0,Yes,No,33.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',69.9,1581.35,No
Female,0.0,Yes,Yes,70.0,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',74.3,799.3,No
Female,0.0,Yes,Yes,4.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',19.9,81.25,Yes
Female,0.0,No,No,2.0,Yes,No,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',81.0,2283.3004408418656,No
Female,0.0,Yes,Yes,24.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',75.9,1233.5,Yes
Male,0.0,Yes,Yes,53.0,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',80.15,4903.5,No
Female,0.0,Yes,No,42.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',116.0,1297.45,No
Female,0.0,No,Yes,23.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service',No,No,Month-to-month,No,'Credit card (automatic)',24.3,4.05,No
Male,0.0,Yes,No,2.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',19.8,39.6,No
Female,0.0,Yes,Yes,25.0,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',84.25,700.5,Yes
Male,0.0,No,No,39.0,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',79.35,761.85,No
Female,0.0,Yes,Yes,58.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',25.4,1288.4,No
Male,0.0,Yes,Yes,25.0,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',104.4,2633.6,No
Female,0.0,Yes,No,5.0,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',108.15,764.55,No
Female,0.0,Yes,Yes,51.0,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',45.15,1066.25,No
Male,1.0,Yes,No,10.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',95.7,1077.05,Yes
Male,0.0,No,No,17.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',70.0,830.25,No
Female,0.0,Yes,Yes,38.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',73.8,2263.0,No
Male,0.0,Yes,No,62.0,Yes,Yes,No,'No internet service','No internet service','No internet service'','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',24.85,1431.65,No
Male,0.0,Yes,Yes,33.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',94.0,2282.85,Yes
Male,0.0,Yes,Yes,8.0,Yes,No,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',94.3,888.9,No
Male,0.0,Yes,Yes,24.0,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',101.9,1659.0,No
Female,0.0,Yes,Yes,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',24.65,1636.0,No
Male,0.0,No,Yes,18.0,Yes,No,No,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',100.25,1814.8,No
Female,1.0,No,No,19.0,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',74.95,1674.55,No
Female,0.0,Yes,No,26.0,Yes,No,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',80.05,1278.55,Yes
Male,0.0,No,No,8.0,No,'No phone service',DSL,Yes,No,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',36.05,257.45,No
Male,0.0,Yes,Yes,26.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',94.6,2460.0,Yes
Male,0.0,No,No,16.0,Yes,No,No,No,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',80.55,717.15,No
Female,0.0,No,No,1.0,Yes,No,No,'No internet service','No internet service'','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',20.2,20.2,No
Male,0.0,Yes,Yes,29.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service'','No internet service','Two year',Yes,'Credit card (automatic)',19.7,688.55,No
Female,0.0,Yes,No,20.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',70.55,713.25,No
Male,1.0,Yes,No,69.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',94.55,6780.5,No
Male,0.0,Yes,Yes,15.0,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',80.0,830.1,No
Male,0.0,No,No,25.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.0,467.85,No
Female,0.0,Yes,Yes,35.0,Yes,No,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',94.1,3161.55,No
Female,0.0,No,No,59.0,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',25.15,1443.05,No
Female,0.0,No,No,35.0,Yes,No,No,No,No,No,No,No,No,'Two year',No,'Bank transfer (automatic)',19.4,931.95,No
Female,0.0,No,Yes,25.0,No,'No phone service',DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',48.85,578.65,No
Female,1.0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',20.9,20.9,No
Female,0.0,Yes,No,7.0,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',103.15,769.4,No
Male,0.0,Yes,No,44.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',20.25,1036.9,No
Female,0.0,No,No,49.0,Yes,No,DSL,No,Yes,No,'No internet service',Yes,Yes,'Two year',No,'Credit card (automatic)',24.8,1088.0,No
Female,0.0,Yes,No,67.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',71.35,1419.9,No
Male,0.0,Yes,Yes,57.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',20.15,1337.6,No
Male,0.0,Yes,Yes,50.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',105.6,5315.6,No
Male,0.0,No,Yes,12.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',70.3,593.65,No
Male,1.0,No,No,6.0,Yes,No,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,No,'Credit card (automatic)',91.55,558.35,No
Female,0.0,No,No,39.0,Yes,Yes,No,No,Yes,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',75.25,1339.65,No
Male,0.0,Yes,Yes,45.0,No,'No phone service',DSL,No,Yes,Yes,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',67.75,1033.95,No
Male,0.0,Yes,Yes,3.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',19.55,66.75,No
Female,0.0,Yes,Yes,37.0,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,'Credit card (automatic)',41.7,947.8,No
Female,0.0,No,No,72.0,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,No,No,'Two year',Yes,'Credit card (automatic)',96.95,6046.1,No
Female,0.0,No,No,12.0,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',85.7,1161.1,No
Female,0.0,Yes,Yes,24.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',20.15,568.35,No
Male,0.0,Yes,No,41.0,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',98.15,689.8,No
Male,0.0,Yes,No,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',25.15,1536.65,No
Female,0.0,Yes,Yes,71.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',20.2,1633.2,No
Male,0.0,Yes,No,32.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',75.35,678.85,No
Female,0.0,Yes,No,47.0,Yes,No,'Fiber optic',No,Yes,No,No,No,Yes,Month-to-month,No,'Credit card (automatic)',86.1,1782.2,No
Female,0.0,No,No,42.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',101.3,4448.35,No
Male,1.0,No,No,62.0,No,'No phone service',DSL,Yes,No,No,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',53.0,3964.15,No
Female,0.0,Yes,Yes,72.0,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,No,No,'Two year',Yes,'Credit card (automatic)',89.15,6051.15,No
Female,0.0,No,No,11.0,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',89.05,909.2,No
Female,0.0,Yes,Yes,1.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',70.55,23.75,No
Female,0.0,No,No,56.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,Yes,'Two year',No,'Bank transfer (automatic)',100.1,5531.4,No
Female,0.0,Yes,No,17.0,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',100.35,1747.65,No
Male,1.0,No,No,65.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',24.7,1505.95,No
Male,0.0,Yes,Yes,69.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service'','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',19.75,1290.85,No
Female,0.0,Yes,No,67.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Credit card (automatic)',96.05,6153.0,No
Female,0.0,No,No,3.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service' SeniorCitizen,'No internet service',Yes,Month-to-month,Yes,'Credit card (automatic)',25.05,62.05,No
Male,0.0,No,No,1.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',20.95,20.95,No
Male,0.0,Yes,No,72.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',24.95,1174.55,No
Male,0.0,No,Yes,71.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',19.9,1301.75,No
Male,0.0,No,No,8.0,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',84.7,609.0,No
Male,0.0,No,No,8.0,Yes,No,No,No,No,No,No,Yes,Yes,Month-to-month,No,'Credit card (automatic)',89.35,788.15,No
Male,0.0,No,No,3.0,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',45.0,207.65,No
Male,0.0,No,No,72.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,No,'Bank transfer (automatic)',90.15,1797.65,Yes
Female,0.0,Yes,Yes,30.0,Yes,No,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,No,'Credit card (automatic)',48.35,908.3,No
Male,1.0,Yes,No,48.0,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',102.55,4554.7,Yes
Female,0.0,Yes,No,52.0,Yes,No,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',89.95,1247.4,No
Female,0.0,Yes,Yes,43.0,No,'No phone service',DSL,Yes,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',23.4,1189.85,No
Male,0.0,No,No,10.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',70.35,237.4,No
Female,0.0,No,No,1.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,No,'Bank transfer (automatic)',85.0,85.0,Yes
Female,0.0,No,No,35.0,Yes,Yes,No,No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',90.1,2854.5,No
Male,0.0,Yes,Yes,19.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',19.85,393.4,No
Female,0.0,No,No,37.0,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',24.4,678.25,No
Male,0.0,Yes,Yes,11.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',20.0,109.5,No
Male,0.0,No,No,19.0,Yes,No,No,No,No,No,No,No,No,'One year',No,'Credit card (automatic)',20.05,547.95,No
Female,0.0,No,Yes,47.0,Yes,No,No,'No internet service',No,No,'No internet service',No,No,Month-to-month,Yes,'Bank transfer (automatic)',70.25,1067.5,No
Male,0.0,No,No,25.0,Yes,No,No,'No internet service','No internet service','No internet service'','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',19.75,459.65,No
Male,0.0,Yes,No,42.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',20.25,895.1,No
Female,0.0,Yes,No,63.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,'Two year',No,'Credit card (automatic)',89.15,5715.4,No
Male,0.0,Yes,No,56.0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',90.4,1874.45,No
Female,0.0,No,No,24.0,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Mailed check',84.7,2117.1,No
Male,0.0,No,No,20.0,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',105.8,1680.7,No
Female,1.0,Yes,No,67.0,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',95.0,6701.4,Yes
Male,0.0,Yes,Yes,8.0,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,No,Month-to-month,Yes,'Credit card (automatic)',89.35,585.45,Yes
Male,0.0,Yes,Yes,72.0,No,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,'Bank transfer (automatic)',42.1,1389.2,No
Male,0.0,Yes,Yes,53.0,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',100.25,5380.9,No
Male,1.0,No,No,15.0,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',74.65,1161.05,No
Male,0.0,No,Yes,56.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.55,1215.1,No
Female,0.0,No,No,52.0,Yes,No,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',1010.0,5798.75,No
Female,0.0,No,No,1.0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',69.3,19.7,No
Female,0.0,No,No,53.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',116.8,5893.1,No
Female,0.0,Yes,No,36.0,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',53.9,1329.0,No
Female,0.0,Yes,No,34.0,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',80.95,2510.95,No
Male,0.0,No,No,4.0,Yes,No,No,'No internet service','No internet service',No,'No internet service',No,No,Month-to-month,No,'Credit card (automatic)',22.05,85.6,No
Female,0.0,Yes,Yes,1.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.5,20.5,Yes
Female,0.0,No,No,35.0,Yes,No,No,No,No,No,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',76.0,854.75,No
Male,0.0,Yes,No,72.0,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',101.25,812.05,No
Female,0.0,No,No,60.0,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',101.35,6578.8,No
Male,0.0,No,No,1.0,Yes,No,No,No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',20.25,20.25,No
Female,0.0,No,No,18.0,No,'No phone service',DSL,No,No,Yes,No,No,No,Month-to-month,No,'Credit card (automatic)',26.55,463.05,No
Male,0.0,No,No,18.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',69.8,498.2,Yes
Female,0.0,No,No,12.0,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',98.5,779.3,No
Male,0.0,Yes,No,24.0,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',81.65,1718.95,No
Male,0.0,No,No,37.0,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',79.25,929.8,No
Female,0.0,No,No,31.0,Yes,No,No,Yes,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',20.5,1337.6,No
Female,0.0,Yes,Yes,27.0,No,'No phone service',DSL,No,Yes,No,No,No,Yes,Month-to-month,No,'Credit card (automatic)',33.8,25.25,No
Female,0.0,Yes,No,72.0,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,No,Month-to-month,No,'Credit card (automatic)',96.0,799.6,No
Male,0.0,No,No,19.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service'','No internet service',Month-to-month,No,'Credit card (automatic)',19.45,416.2,No
Female,0.0,Yes,No,51.0,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.3,890.9,No
Female,0.0,Yes,Yes,35.0,Yes,No,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',82.35,3244.8,No
Female,0.0,No,No,5.0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',70.0,349.5,Yes
Female,0.0,No,Yes,27.0,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',99.25,2771.05,No
Male,0.0,Yes,Yes,13.0,Yes,Yes,'Fiber optic',Yes,No,Yes,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',91.85,658.8,Yes
Female,0.0,No,No,1.0,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',20.1,20.1,No
