SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
0,67,117.98,7623.802247827792,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
1,53,118.59,8488.70704897863,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
1,26,115.39,5509.5224642422745,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
0,25,37.5,3653.8653642230697,Male,No,Yes,No,'No phone service',DSL,Yes,Yes,Yes,Yes,No,No,'One year',No,'Credit card (automatic)',No
0,1,87.84,694.8744307423364,Female,No,Yes,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0,64,30.67,1586.6951787659204,Male,Yes,Yes,No,Yes,DSL,No,No,Yes,No,'No internet service',No,'Two year',Yes,'Bank transfer (automatic)',No
0,0,18.51,19.183226970056207,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',Yes
0,10,59.02,4760.830950153849,Male,Yes,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',No
0,5,111.79,1474.7710573540649,Male,No,No,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,68,92.51,7823.492006801952,Male,Yes,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0,47,58.19,1183.7878179461077,Male,No,Yes,Yes,No,DSL,Yes,No,Yes,No,Yes,No,'One year',No,'Credit card (automatic)',No
1,61,112.55,5573.6559163437305,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,0,76.37,1577.2639258274403,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,67,72.37,3466.159844365867,Male,No,No,Yes,'No phone service','Fiber optic',Yes,Yes,No,Yes,No,No,'One year',Yes,'Electronic check',No
0,4,43.15,2053.455117193662,Male,Yes,Yes,No,'No phone service',DSL,Yes,Yes,No,No,No,No,'Two year',No,'Mailed check',No
1,7,115.61,5447.134295374507,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,'No internet service',Yes,'One year',Yes,'Credit card (automatic)',Yes
0,68,118.45,7888.26576929876,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,1,42.49,79.14872449913098,Male,Yes,No,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',Yes
0,2,102.13,1576.9277223959475,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,1,34.38,167.7540197209965,Female,No,Yes,No,'No phone service',DSL,No,No,No,No,No,No,'One year',Yes,'Mailed check',No
0,22,48.44,2714.188450462895,Male,No,Yes,No,'No phone service',DSL,No,Yes,No,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',No
0,3,27.96,86.67153198983291,Female,No,Yes,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0,33,26.64,957.6815039264568,Male,No,Yes,Yes,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0,68,30.04,428.2048061604828,Female,No,Yes,Yes,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0,19,18.29,20.55520700561033,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',No
0,32,31.34,388.22685354035735,Male,No,Yes,No,'No phone service',DSL,No,No,No,No,No,No,'Two year',No,'Mailed check',No
0,1,103.56,69.17392160517296,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,3,99.7,1080.2634042926304,Female,No,No,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',Yes
0,48,76.05,1958.7378567056328,Female,Yes,No,Yes,No,DSL,Yes,No,Yes,No,No,No,'One year',No,'Credit card (automatic)',No
0,11,21.45,259.42638752570383,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service',No,Month-to-month,No,'Mailed check',No
0,24,25.97,1825.5224711290928,Male,Yes,Yes,Yes,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0,0,18.26,18.80404261446744,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,61,44.63,4130.534378756122,Male,Yes,Yes,No,'No phone service',DSL,Yes,Yes,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',No
0,48,114.9,3862.443660777533,Male,No,Yes,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',No,'Electronic check',Yes
1,20,47.09,902.471045825061,Male,No,No,No,'No phone service',DSL,No,Yes,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,60,65.29,2636.1135025581093,Male,No,Yes,Yes,No,DSL,No,No,No,Yes,No,No,'Two year',No,'Bank transfer (automatic)',No
0,2,103.72,514.9638521525543,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,28,114.4,1743.1315751422912,Female,Yes,No,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',No
1,71,47.96,1905.3663620774207,Female,No,No,No,'No phone service',DSL,No,Yes,No,No,No,Yes,'One year',No,'Credit card (automatic)',No
1,2,72.59,42.54774952166635,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,66,23.92,3144.7099766563697,Female,Yes,Yes,Yes,Yes,DSL,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0,66,40.17,2407.764731391244,Male,Yes,Yes,No,'No phone service',DSL,No,No,Yes,No,No,No,'Two year',No,'Credit card (automatic)',No
1,71,91.14,6509.181980399862,Female,No,No,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,'Two year',No,'Bank transfer (automatic)',No
0,36,60.51,936.9267123744318,Male,No,No,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,21,20.83,28.539782937229667,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0,6,40.39,224.59270701094533,Male,Yes,Yes,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,11,107.33,521.105269429416,Male,No,No,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
1,72,113.14,6524.281419858409,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,2,71.29,3442.816451671195,Male,No,No,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,'Electronic check',No
0,0,85.07,1016.7944065072926,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
1,36,23.03,410.49887523914566,Female,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service',No,'No internet service','No internet service','One year',No,'Bank transfer (automatic)',No
1,10,73.13,162.71422294814846,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
1,8,87.64,1280.2238845737174,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0,66,85.91,3384.7750486533346,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0,67,68.11,2648.8455758514333,Female,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,Yes,'One year',No,'Bank transfer (automatic)',No
0,8,96.46,823.9531517576195,Male,No,No,Yes,No,'Fiber optic',Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0,29,111.25,6420.310625281478,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,42,112.25,5402.68203273686,Male,No,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',Yes
0,70,109.99,6742.131274055408,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,No,'One year',Yes,'Electronic check',No
0,38,67.99,2164.3063415513293,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,'One year',Yes,'Electronic check',No
0,30,54.1,2407.258535193072,Male,No,No,No,'No phone service',DSL,Yes,No,Yes,Yes,No,No,Month-to-month,No,'Mailed check',No
0,0,47.8,24.40092161845229,Male,No,No,Yes,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
1,49,87.2,3524.632760291116,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',No
0,43,102.4,5119.928768598397,Female,No,No,Yes,No,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',Yes
0,71,55.51,6405.049682786301,Male,Yes,No,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,35,112.21,5845.483598992621,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0,38,106.38,628.0607179223026,Female,Yes,Yes,Yes,No,'Fiber optic','No internet service',Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,21,118.07,5270.655580061335,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',Yes
1,64,45.71,2131.198975212244,Male,Yes,No,No,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'One year',Yes,'Credit card (automatic)',No
0,49,32.22,2356.541322810352,Male,No,No,No,'No phone service',DSL,Yes,Yes,No,No,No,No,'One year',No,'Credit card (automatic)',No
0,22,108.67,4843.493345359303,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
1,24,48.31,355.3158226521928,Male,No,No,No,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',No
0,0,84.43,439.92550358962376,Female,No,Yes,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',Yes
0,61,97.32,4861.478561142327,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,No,Month-to-month,Yes,'Electronic check',No
0,57,85.3,5156.798183202526,Female,Yes,No,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',No
0,56,61.7,4611.304859510278,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',No
0,52,54.7,4685.665982665731,Male,Yes,Yes,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,'Two year',No,'Bank transfer (automatic)',No
0,23,75.43,3112.654128001026,Male,Yes,No,Yes,No,DSL,No,Yes,No,No,No,No,'One year',Yes,'Electronic check',No
0,1,82.48,809.8146158661976,Male,No,No,Yes,No,'Fiber optic',Yes,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
1,63,23.17,1004.0568490152212,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,63,113.39,6376.9083262904405,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',Yes
0,1,31.78,28.844840410803183,Female,No,No,No,'No phone service',DSL,No,No,No,No,'No internet service',No,Month-to-month,Yes,'Electronic check',No
0,69,52.16,2924.8628295976373,Female,No,No,No,No,DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Electronic check',No
0,0,106.23,248.2720651182708,Female,No,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',No
0,59,19.95,1136.6988879361136,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
1,68,72.23,4079.0732396472617,Female,No,No,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,'One year',No,'Bank transfer (automatic)',No
0,1,86.38,549.5153059120739,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',Yes
1,70,88.51,7539.783390022105,Male,Yes,No,Yes,'No phone service','Fiber optic',Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Credit card (automatic)',No
0,0,69.16,44.40497591358667,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',Yes
0,3,19.17,52.14497115064226,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0,9,51.01,643.786732852702,Male,Yes,Yes,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',No
0,39,23.45,544.0588099625741,Female,Yes,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0,62,117.9,7849.452275183935,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0,3,117.62,5727.995257928777,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,'No internet service','One year',Yes,'Electronic check',No
0,0,43.57,163.5610731840869,Male,No,No,Yes,'No phone service',DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',No
0,12,37.03,1139.8355369282633,Female,Yes,Yes,No,'No phone service',DSL,Yes,Yes,No,Yes,No,Yes,'One year',Yes,'Credit card (automatic)',No
0,47,48.07,4961.346617323425,Male,Yes,No,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',No
0,31,61.36,797.0953347991577,Female,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0,18,93.3,240.7222447574128,Female,No,Yes,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',Yes
0,8,20.29,246.1128370139437,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0,71,117.72,8173.422021772897,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
1,71,105.92,7045.223597586485,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0,14,78.62,1631.4707261202705,Female,Yes,No,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Mailed check',Yes
0,25,41.03,1669.9508505316107,Male,Yes,No,No,'No phone service',DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,No,'Mailed check',No
0,40,44.6,543.9187935096782,Female,No,No,No,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,'Bank transfer (automatic)',No
1,42,83.72,2436.2928827023043,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0,19,33.15,235.3379103767596,Female,No,No,No,'No phone service',DSL,Yes,Yes,No,No,No,No,Month-to-month,No,'Credit card (automatic)',No
1,8,109.57,3708.9140880193386,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0,28,113.72,3699.049560461996,Male,No,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',Yes
1,63,43.82,664.3903974547281,Male,No,No,No,'No phone service',DSL,No,Yes,No,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',Yes
0,6,84.82,1979.596868430948,Male,No,Yes,Yes,No,'Fiber optic',No,Yes,No,Yes,Yes,Yes,Month-to-month,No,'Electronic check',No
0,60,103.51,6968.940030966423,Female,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',Yes
1,40,58.28,4259.457430895614,Male,Yes,No,No,'No phone service',DSL,Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
1,11,40.13,340.50079324113784,Male,No,No,No,'No phone service',DSL,No,No,Yes,Yes,No,No,Month-to-month,No,'Electronic check',No
0,6,22.57,62.31323644455155,Male,No,No,Yes,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0,66,104.98,5283.393477339058,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,'No internet service','One year',Yes,'Credit card (automatic)',No
0,63,82.75,6203.169811823197,Male,Yes,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',No
0,2,88.78,361.4547324579009,Male,No,No,Yes,No,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
1,70,37.32,3685.4861344824976,Male,No,No,No,'No phone service',No,Yes,Yes,Yes,No,Yes,No,'Two year',Yes,'Credit card (automatic)',No
0,61,19.35,1211.7875990410748,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,5,70.54,1612.7940152076408,Female,No,No,Yes,No,DSL,Yes,No,No,No,Yes,No,Month-to-month,No,'Mailed check',No
0,24,75.33,1119.3184315425233,Female,No,No,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Electronic check',No
0,42,106.07,3363.978570069034,Male,No,No,Yes,Yes,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0,3,18.75,19.14976508220843,Male,No,No,No,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,4,31.86,405.9846913742522,Male,No,Yes,No,'No phone service',DSL,No,No,No,Yes,No,No,Month-to-month,No,'Mailed check',No
0,66,52.98,5077.49537531487,Female,Yes,No,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Mailed check',No
0,15,56.47,265.14358366904844,Female,No,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',Yes
0,2,18.84,20.06932258163369,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,0,65.55,643.130784620761,Male,No,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Electronic check',No
0,68,21.53,3457.0916606176143,Male,Yes,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',No
0,36,73.04,2197.907140038381,Female,No,No,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
1,44,29.01,1242.006014877245,Male,No,No,Yes,'No phone service',DSL,'No internet service','No internet service','No internet service','No internet service','No internet service',No,'One year',No,'Bank transfer (automatic)',No
0,60,18.4,110.01980587543716,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',No
1,54,79.77,3593.7324846668507,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0,47,94.35,6882.129817108294,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,10,62.12,445.3388967397908,Female,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',No
1,47,40.47,394.3846976647727,Male,Yes,No,No,'No phone service',DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',No
0,43,44.66,2471.6926081868246,Male,No,No,No,'No phone service',No,Yes,No,No,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0,68,19.38,122.49742240037465,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0,46,85.63,3824.401969470217,Male,No,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,'Two year',No,'Mailed check',No
0,68,71.54,5895.26686383779,Male,Yes,No,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',No,'Credit card (automatic)',No
0,4,70.25,1404.932635762574,Female,Yes,No,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',No
0,25,18.93,2756.7756808048825,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,67,60.76,3295.9536534585004,Female,Yes,No,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'One year',No,'Bank transfer (automatic)',No
0,49,18.76,110.59512704499345,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0,1,18.93,35.20209284566571,Male,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0,47,80.8,2363.743528285654,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',No
1,22,25.65,267.7820121611261,Female,No,No,Yes,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0,42,19.92,1358.5323886140982,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Bank transfer (automatic)',No
0,60,102.78,3556.596730980606,Female,No,No,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0,55,18.93,893.4802942084591,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0,20,30.77,38.12692864524692,Male,No,Yes,No,'No phone service',DSL,Yes,No,No,No,No,Yes,Month-to-month,No,'Mailed check',No
