gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Female,0,Yes,No,0,Yes,No,'Fiber optic','No internet service',Yes,No,No,No,'No internet service',Month-to-month,Yes,'Credit card (automatic)',65.55,643.130784620761,Yes
Male,0,Yes,No,68,Yes,No,No,No,'No internet service','No internet service','No internet service',No,'No internet service','One year',No,'Electronic check',21.53,3457.0916606176143,No
Female,0,Yes,Yes,36,Yes,No,'Fiber optic',No,Yes,Yes,No,No,Yes,'One year',No,'Electronic check',73.04,2197.907140038381,No
Male,1,No,Yes,44,Yes,No,No,'No internet service','No internet service','No internet service',Yes,Yes,No,Month-to-month,Yes,'Credit card (automatic)',29.01,1242.006014877245,No
Female,0,No,No,60,Yes,Yes,'Fiber optic','No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',18.4,110.01980587543717,No
Female,1,No,No,54,Yes,Yes,No,No,'No internet service',No,No,'No internet service',No,Month-to-month,Yes,'Electronic check',79.77,3593.7324846668507,No
Female,0,Yes,No,47,Yes,No,DSL,No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',94.35,6882.129817108294,No
Female,0,Yes,No,10,Yes,Yes,DSL,'No internet service',No,Yes,'No internet service',No,Yes,Month-to-month,Yes,'Credit card (automatic)',62.12,445.33889673979075,No
Male,1,No,No,47,Yes,No,No,No,'No internet service','No internet service',Yes,'No internet service',No,Month-to-month,Yes,'Mailed check',40.47,394.3846976647727,No
Female,0,No,No,43,Yes,No,No,'No internet service',No,No,No,Yes,'No internet service',Month-to-month,Yes,'Electronic check',44.66,2471.6926081868246,No
Male,0,No,No,68,Yes,Yes,'Fiber optic','No internet service',Yes,'No internet service',Yes,Yes,No,Month-to-month,Yes,'Electronic check',19.38,122.49742240037465,No
Female,0,Yes,Yes,46,Yes,No,'Fiber optic',Yes,Yes,No,No,No,No,'One year',Yes,'Credit card (automatic)',85.63,3824.4019694702165,No
Male,0,No,Yes,68,Yes,Yes,DSL,No,'No internet service',No,'No internet service',Yes,No,'Two year',No,'Credit card (automatic)',71.54,5895.26686383779,No
Male,0,Yes,Yes,4,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,No,'Electronic check',70.25,1404.9326357625741,No
Male,0,No,Yes,25,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',18.93,2756.7756808048825,Yes
Male,0,Yes,No,67,Yes,No,No,Yes,Yes,'No internet service',No,No,No,'One year',No,'Mailed check',60.76,3295.9536534585004,No
Male,0,No,No,49,Yes,No,'Fiber optic','No internet service',Yes,'No internet service','No internet service',No,'No internet service','One year',Yes,'Electronic check',18.76,110.59512704499345,Yes
Male,0,No,No,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Electronic check',18.93,35.20209284566571,No
Female,0,No,No,47,Yes,No,'Fiber optic',No,Yes,No,'No internet service',No,No,'One year',Yes,'Bank transfer (automatic)',80.8,2363.743528285654,No
Male,1,Yes,No,22,Yes,Yes,'Fiber optic',No,Yes,No,'No internet service','No internet service','No internet service','Two year',No,'Electronic check',25.65,267.7820121611261,No
Male,0,No,No,42,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',19.92,1358.5323886140982,No
Female,0,Yes,Yes,60,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,'Electronic check',102.78,3556.596730980606,No
Male,0,No,Yes,55,Yes,Yes,'Fiber optic','No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',18.93,893.4802942084591,No
Male,0,No,No,20,No,Yes,'Fiber optic',No,Yes,No,Yes,Yes,No,Month-to-month,No,'Electronic check',30.77,38.12692864524692,No
