SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender,Partner,Dependents,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,Churn
0.0,10.0,105.05,857.95,Female,No,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0.0,3.0,20.35,46.2,Female,No,Yes,Yes,No,'Fiber optic','No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0.0,53.0,79.0,4889.35,Female,No,No,Yes,Yes,DSL,No,Yes,No,No,Yes,No,'One year',Yes,'Bank transfer (automatic)',No
0.0,6.0,20.4,113.5,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,57.0,96.0,5735.0,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,'One year',No,'Credit card (automatic)',No
0.0,20.0,19.65,493.05,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',No
0.0,29.0,24.85,979.45,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,1.0,20.55,20.55,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',No
0.0,69.0,94.7,6859.35,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Credit card (automatic)',No
0.0,65.0,25.3,1393.45,Female,Yes,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0.0,27.0,20.7,685.35,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,35.0,19.7,890.75,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',Yes
0.0,64.0,94.2,6129.15,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0.0,43.0,19.3,890.7,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,43.0,89.65,3808.4,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,No,'One year',Yes,'Bank transfer (automatic)',Yes
0.0,9.0,100.6,854.35,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0.0,71.0,19.85,1414.9,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,28.0,70.5,674.65,Male,No,Yes,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
0.0,24.0,54.1,1689.5,Male,No,No,Yes,'No phone service',DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,3.0,20.25,64.5,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,62.0,93.75,6051.65,Female,No,Yes,Yes,'No phone service','Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Electronic check',No
0.0,6.0,20.45,144.9,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,41.0,99.0,4456.55,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0.0,70.0,50.1,3545.35,Male,Yes,Yes,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,No,'Two year',No,'Credit card (automatic)',No
0.0,41.0,38.95,810.3,Female,No,Yes,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',No
0.0,33.0,69.9,1581.35,Female,No,No,Yes,Yes,DSL,No,No,No,Yes,Yes,No,'Two year',Yes,'Electronic check',No
0.0,70.0,74.3,799.3,Female,Yes,No,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,'Bank transfer (automatic)',No
0.0,4.0,19.9,81.25,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',No
0.0,2.0,81.0,2283.3004408418656,Male,No,Yes,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,'Two year',No,'Bank transfer (automatic)',Yes
0.0,24.0,75.9,1233.5,Female,Yes,Yes,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,53.0,80.15,4903.5,Male,No,No,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,'One year',No,'Electronic check',No
0.0,42.0,116.0,1297.45,Female,No,Yes,Yes,Yes,'Fiber optic',Yes,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0.0,23.0,24.3,4.05,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0.0,2.0,19.8,39.6,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,25.0,84.25,700.5,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0.0,39.0,79.35,761.85,Male,No,Yes,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0.0,58.0,25.4,1288.4,Male,Yes,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0.0,25.0,104.4,2633.6,Female,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,5.0,108.15,764.55,Female,Yes,Yes,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,51.0,45.15,1066.25,Male,Yes,Yes,No,'No phone service',DSL,Yes,No,Yes,No,No,No,'One year',Yes,'Credit card (automatic)',No
1.0,10.0,95.7,1077.05,Male,No,No,Yes,Yes,'Fiber optic',No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0.0,17.0,70.0,830.25,Female,No,No,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,'Mailed check',No
0.0,38.0,73.8,2263.0,Male,Yes,Yes,Yes,No,'Fiber optic',Yes,No,Yes,Yes,No,Yes,'One year',No,'Credit card (automatic)',No
0.0,62.0,24.85,1431.65,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Mailed check',No
0.0,33.0,94.0,2282.85,Male,No,No,Yes,No,'Fiber optic',No,Yes,Yes,Yes,No,Yes,'One year',Yes,'Credit card (automatic)',Yes
0.0,8.0,94.3,888.9,Female,No,No,Yes,No,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',No
0.0,24.0,101.9,1659.0,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',Yes
0.0,72.0,24.65,1636.0,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,18.0,100.25,1814.8,Male,No,No,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
1.0,19.0,74.95,1674.55,Female,No,No,Yes,No,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0.0,26.0,80.05,1278.55,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,8.0,36.05,257.45,Male,No,Yes,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0.0,26.0,94.6,2460.0,Female,No,No,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Credit card (automatic)',No
0.0,16.0,80.55,717.15,Male,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,1.0,20.2,20.2,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Bank transfer (automatic)',No
0.0,29.0,19.7,688.55,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,20.0,70.55,713.25,Female,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,No,'Mailed check',No
1.0,69.0,94.55,6780.5,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,No,'Two year',Yes,'Credit card (automatic)',No
0.0,15.0,80.0,830.1,Female,No,No,Yes,No,'Fiber optic',No,Yes,No,Yes,No,Yes,Month-to-month,No,'Credit card (automatic)',No
0.0,25.0,20.0,467.85,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,35.0,94.1,3161.55,Male,No,No,Yes,No,'Fiber optic',No,No,Yes,Yes,No,Yes,Month-to-month,No,'Bank transfer (automatic)',Yes
0.0,59.0,25.15,1443.05,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Electronic check',No
0.0,35.0,19.4,931.95,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,25.0,48.85,578.65,Male,Yes,No,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
1.0,1.0,20.9,20.9,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',No
0.0,7.0,103.15,769.4,Female,No,Yes,Yes,No,'Fiber optic',No,No,No,Yes,Yes,Yes,Month-to-month,No,'Bank transfer (automatic)',Yes
0.0,44.0,20.25,1036.9,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0.0,49.0,24.8,1088.0,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0.0,67.0,71.35,1419.9,Male,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No,'Two year',Yes,'Credit card (automatic)',No
0.0,57.0,20.15,1337.6,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',No
0.0,50.0,105.6,5315.6,Female,No,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',No
0.0,12.0,70.3,593.65,Female,Yes,Yes,Yes,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',No
1.0,6.0,91.55,558.35,Female,No,No,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0.0,39.0,75.25,1339.65,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,Yes,'One year',Yes,'Mailed check',No
0.0,45.0,67.75,1033.95,Male,Yes,No,Yes,No,DSL,No,No,No,No,No,No,'One year',Yes,'Credit card (automatic)',No
0.0,3.0,19.55,66.75,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,37.0,41.7,947.8,Male,No,No,No,'No phone service',DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,'Mailed check',No
0.0,72.0,96.95,6046.1,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,No,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0.0,12.0,85.7,1161.1,Male,No,Yes,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,No,Month-to-month,No,'Electronic check',Yes
0.0,24.0,20.15,568.35,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,41.0,98.15,689.8,Male,Yes,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Electronic check',No
0.0,72.0,25.15,1536.65,Male,Yes,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',No
0.0,71.0,20.2,1633.2,Female,Yes,No,No,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0.0,32.0,75.35,678.85,Female,No,No,Yes,No,'Fiber optic',Yes,Yes,No,No,No,Yes,Month-to-month,Yes,'Mailed check',No
0.0,47.0,86.1,1782.2,Female,No,No,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,'Bank transfer (automatic)',Yes
0.0,42.0,101.3,4448.35,Female,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,No,Yes,'One year',No,'Electronic check',No
1.0,62.0,53.0,3964.15,Male,Yes,No,No,'No phone service',DSL,Yes,Yes,No,No,Yes,Yes,'One year',No,'Credit card (automatic)',No
0.0,72.0,89.15,6051.15,Male,Yes,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,No,'Two year',Yes,'Bank transfer (automatic)',No
0.0,11.0,89.05,909.2,Female,No,No,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0.0,1.0,70.55,23.75,Male,No,No,Yes,No,'Fiber optic',No,Yes,Yes,No,No,No,Month-to-month,Yes,'Electronic check',No
0.0,56.0,100.1,5531.4,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,Yes,'One year',Yes,'Electronic check',No
0.0,17.0,100.35,1747.65,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
1.0,65.0,24.7,1505.95,Male,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0.0,69.0,19.75,1290.85,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0.0,67.0,96.05,6153.0,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0.0,3.0,25.05,62.05,Male,No,No,Yes,'No phone service',DSL,'No internet service','No internet service',No,'No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,1.0,20.95,20.95,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,72.0,24.95,1174.55,Female,No,No,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0.0,71.0,19.9,1301.75,Male,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,8.0,84.7,609.0,Male,No,No,Yes,Yes,'Fiber optic',No,No,Yes,No,No,No,Month-to-month,Yes,'Electronic check',No
0.0,8.0,89.35,788.15,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,3.0,45.0,207.65,Female,Yes,No,No,No,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,'Electronic check',No
0.0,72.0,90.15,1797.65,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,Yes,No,No,Yes,Month-to-month,Yes,'Credit card (automatic)',No
0.0,30.0,48.35,908.3,Female,Yes,No,No,No,DSL,No,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',No
1.0,48.0,102.55,4554.7,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Credit card (automatic)',No
0.0,52.0,89.95,1247.4,Male,Yes,No,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,43.0,23.4,1189.85,Female,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0.0,10.0,70.35,237.4,Female,No,Yes,Yes,Yes,'Fiber optic',No,No,Yes,Yes,No,Yes,Month-to-month,No,'Electronic check',No
0.0,1.0,85.0,85.0,Male,No,No,Yes,No,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',No
0.0,35.0,90.1,2854.5,Male,Yes,No,Yes,No,'Fiber optic',Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,19.0,19.85,393.4,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Credit card (automatic)',No
0.0,37.0,24.4,678.25,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',Yes
0.0,11.0,20.0,109.5,Male,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Credit card (automatic)',No
0.0,19.0,20.05,547.95,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',No
0.0,47.0,70.25,1067.5,Male,No,No,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,'One year',No,'Electronic check',No
0.0,25.0,19.75,459.65,Female,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',Yes
0.0,42.0,20.25,895.1,Male,Yes,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,63.0,89.15,5715.4,Male,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,No,'Two year',No,'Electronic check',No
0.0,56.0,90.4,1874.45,Female,Yes,No,Yes,No,DSL,No,No,No,No,No,No,'One year',Yes,'Electronic check',No
0.0,24.0,84.7,2117.1,Female,No,Yes,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',No
0.0,20.0,105.8,1680.7,Female,No,No,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
1.0,67.0,95.0,6701.4,Male,Yes,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',No
0.0,8.0,89.35,585.45,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,72.0,42.1,1389.2,Male,No,Yes,No,'No phone service',DSL,Yes,Yes,No,Yes,No,No,'One year',Yes,'Mailed check',No
0.0,53.0,100.25,5380.9,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',Yes
1.0,15.0,74.65,1161.05,Female,No,No,Yes,No,'Fiber optic',No,Yes,Yes,Yes,No,No,Month-to-month,No,'Electronic check',Yes
0.0,56.0,20.55,1215.1,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,52.0,1010.0,5798.75,Female,No,No,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,1.0,69.3,19.7,Male,No,No,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',Yes
0.0,53.0,116.8,5893.1,Female,Yes,No,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',Yes
0.0,36.0,53.9,1329.0,Male,No,No,Yes,No,DSL,Yes,No,No,No,Yes,No,'Two year',No,'Credit card (automatic)',No
0.0,34.0,80.95,2510.95,Male,Yes,Yes,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Bank transfer (automatic)',No
0.0,4.0,22.05,85.6,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,1.0,20.5,20.5,Female,No,Yes,Yes,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',Yes
0.0,35.0,76.0,854.75,Female,No,Yes,Yes,No,DSL,No,No,Yes,Yes,No,No,Month-to-month,No,'Credit card (automatic)',No
0.0,72.0,101.25,812.05,Male,No,No,Yes,Yes,'Fiber optic',Yes,Yes,No,Yes,No,No,Month-to-month,Yes,'Electronic check',No
0.0,60.0,101.35,6578.8,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'One year',No,'Electronic check',No
0.0,1.0,20.25,20.25,Female,No,No,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',No
0.0,18.0,26.55,463.05,Male,No,Yes,No,'No phone service',No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Mailed check',Yes
0.0,18.0,69.8,498.2,Female,Yes,No,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,No,'Mailed check',No
0.0,12.0,98.5,779.3,Female,Yes,Yes,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,No,'Electronic check',Yes
0.0,24.0,81.65,1718.95,Female,No,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,'Electronic check',No
0.0,37.0,79.25,929.8,Male,No,Yes,Yes,Yes,'Fiber optic',Yes,No,No,Yes,No,No,Month-to-month,Yes,'Mailed check',No
0.0,31.0,20.5,1337.6,Female,Yes,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',No
0.0,27.0,33.8,25.25,Male,No,No,No,'No phone service',DSL,Yes,No,No,No,No,No,Month-to-month,Yes,'Mailed check',No
0.0,72.0,96.0,799.6,Male,Yes,No,Yes,Yes,DSL,No,No,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',No
0.0,19.0,19.45,416.2,Female,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',No
0.0,51.0,20.3,890.9,Male,No,Yes,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0.0,35.0,82.35,3244.8,Male,No,Yes,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,Yes,'Credit card (automatic)',No
0.0,5.0,70.0,349.5,Female,Yes,No,Yes,Yes,'Fiber optic',No,No,No,Yes,No,No,Month-to-month,Yes,'Electronic check',Yes
0.0,27.0,99.25,2771.05,Male,No,No,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',No
0.0,13.0,91.85,658.8,Female,No,Yes,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',Yes
0.0,1.0,20.1,20.1,Female,No,No,Yes,No,No,Yes,'No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Credit card (automatic)',No
0.0,72.0,24.8,1852.7,Male,No,Yes,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',No
0.0,72.0,108.4,809.55,Female,No,Yes,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',No
0.0,18.0,44.45,463.55,Female,No,No,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Credit card (automatic)',No
