math score,reading score,writing score,gender,race/ethnicity,parental level of education,lunch,test preparation course
57,58,76,male,group C,master's degree,free/reduced,none
72,76,79,female,group D,master's degree,standard,none
60,64,65,male,group A,some college,standard,none
65,64,56,male,group D,associate's degree,standard,none
65,79,69,female,group E,some college,free/reduced,completed
58,75,73,female,group A,associate's degree,free/reduced,completed
50,60,64,female,group D,master's degree,standard,completed
47,41,67,male,group E,associate's degree,free/reduced,none
46,39,43,male,group D,some college,free/reduced,none
62,64,80,male,group C,some college,standard,completed
71,70,72,male,group B,some college,free/reduced,none
45,49,53,male,group C,some high school,free/reduced,none
62,57,57,female,group B,some high school,free/reduced,none
86,85,76,female,group D,bachelor's degree,standard,completed
85,64,77,male,group E,master's degree,free/reduced,none
65,65,52,male,group A,bachelor's degree,standard,none
80,76,79,female,group D,some college,standard,completed
57,58,73,male,group A,some college,free/reduced,none
92,88,76,female,group D,high school,standard,completed
64,96,80,female,group E,some high school,free/reduced,completed
50,56,50,female,group C,high school,free/reduced,none
56,70,61,male,group C,bachelor's degree,free/reduced,completed
76,57,64,male,group E,master's degree,free/reduced,none
70,65,88,female,group D,high school,standard,completed
82,87,78,male,group E,bachelor's degree,standard,none
50,47,55,female,group A,bachelor's degree,free/reduced,none
57,62,49,male,group B,some college,free/reduced,none
79,83,82,female,group D,some college,standard,completed
92,90,84,female,group C,high school,standard,completed
59,88,80,female,group A,master's degree,standard,completed
91,86,71,male,group D,some high school,standard,none
73,75,70,male,group C,master's degree,standard,completed
76,75,86,female,group C,master's degree,standard,completed
85,72,89,male,group E,associate's degree,standard,completed
67,65,70,female,group E,some high school,free/reduced,completed
53,55,58,female,group B,some high school,free/reduced,none
64,66,55,male,group E,master's degree,free/reduced,none
53,61,51,male,group B,some high school,free/reduced,none
55,48,61,male,group D,associate's degree,free/reduced,none
71,83,70,female,group E,some high school,free/reduced,none
60,67,73,male,group A,bachelor's degree,standard,none
53,50,50,female,group B,some college,free/reduced,none
63,71,61,male,group C,some high school,standard,none
58,65,73,male,group C,some college,free/reduced,none
94,93,78,male,group C,associate's degree,standard,none
52,69,77,female,group D,high school,standard,completed
86,82,91,female,group E,high school,standard,none
87,77,89,female,group E,high school,free/reduced,completed
58,58,54,male,group D,bachelor's degree,free/reduced,none
62,48,62,female,group E,associate's degree,standard,none
83,88,81,female,group B,master's degree,free/reduced,completed
78,81,84,female,group D,some high school,standard,completed
91,77,78,female,group C,associate's degree,free/reduced,none
86,81,82,male,group B,high school,standard,completed
62,74,70,male,group D,bachelor's degree,free/reduced,none
69,67,58,male,group B,some high school,free/reduced,none
57,77,63,female,group E,high school,free/reduced,none
47,69,46,female,group A,high school,standard,none
37,52,51,female,group B,high school,free/reduced,none
53,57,56,female,group A,bachelor's degree,standard,completed
79,70,87,male,group E,high school,standard,completed
60,63,74,male,group E,master's degree,free/reduced,completed
63,60,64,male,group D,some college,free/reduced,none
65,70,57,male,group E,high school,free/reduced,none
81,77,72,female,group B,associate's degree,free/reduced,completed
66,65,67,male,group A,master's degree,free/reduced,completed
92,86,84,male,group A,high school,standard,completed
78,80,79,male,group A,master's degree,standard,none
87,90,86,female,group B,master's degree,standard,completed
69,69,80,male,group B,bachelor's degree,free/reduced,completed
72,67,60,male,group C,master's degree,free/reduced,completed
48,66,61,female,group B,some high school,standard,completed
53,69,63,male,group A,high school,free/reduced,none
42,53,52,male,group A,some high school,free/reduced,none
73,72,68,male,group B,associate's degree,standard,completed
61,73,70,female,group E,high school,standard,none
77,70,79,male,group E,some college,standard,completed
74,65,76,male,group D,associate's degree,free/reduced,completed
81,80,71,male,group D,high school,standard,none
41,54,61,female,group D,some high school,free/reduced,none
84,79,89,female,group C,associate's degree,standard,completed
64,77,54,female,group A,some college,standard,none
61,65,74,male,group B,associate's degree,free/reduced,completed
97,97,94,female,group E,some college,free/reduced,completed
53,51,53,male,group C,high school,free/reduced,completed
64,46,40,female,group D,high school,free/reduced,none
84,78,88,female,group A,some high school,free/reduced,completed
47,66,54,female,group C,some college,free/reduced,none
63,69,78,female,group C,associate's degree,standard,none
48,49,43,female,group D,some high school,standard,completed
36,68,66,female,group E,some college,free/reduced,none
53,63,59,male,group C,bachelor's degree,free/reduced,completed
45,61,62,female,group E,high school,free/reduced,none
87,79,89,female,group A,bachelor's degree,standard,completed
75,80,86,male,group E,master's degree,free/reduced,completed
100,87,86,male,group C,master's degree,standard,completed
63,62,66,female,group A,master's degree,standard,none
67,52,64,male,group A,master's degree,standard,completed
49,59,51,female,group A,associate's degree,free/reduced,completed
95,95,79,male,group E,some college,standard,completed
38,42,52,male,group E,some high school,free/reduced,none
71,75,70,male,group C,some high school,standard,none
50,35,58,male,group E,some high school,standard,none
60,68,56,male,group E,high school,free/reduced,none
71,85,65,male,group D,master's degree,free/reduced,completed
55,59,62,female,group C,high school,free/reduced,none
65,70,58,male,group D,master's degree,free/reduced,none
69,57,71,male,group A,some high school,free/reduced,completed
60,58,70,male,group C,master's degree,standard,none
53,53,66,female,group E,some college,standard,none
63,64,58,male,group D,bachelor's degree,free/reduced,none
51,64,49,female,group A,associate's degree,free/reduced,completed
71,88,69,female,group B,some college,standard,none
60,69,61,female,group D,high school,free/reduced,none
66,64,64,male,group E,high school,standard,none
75,95,77,female,group D,high school,free/reduced,completed
79,95,86,female,group E,some high school,standard,completed
69,68,50,male,group E,some high school,free/reduced,none
62,84,87,female,group D,bachelor's degree,standard,completed
71,71,67,male,group A,high school,free/reduced,none
72,70,73,male,group A,bachelor's degree,standard,completed
69,58,69,female,group B,high school,free/reduced,none
71,75,73,male,group E,bachelor's degree,standard,completed
56,79,73,female,group A,master's degree,free/reduced,none
55,68,59,female,group D,some high school,standard,completed
58,76,75,female,group B,bachelor's degree,free/reduced,none
65,78,79,female,group A,some college,standard,completed
56,54,49,male,group D,some college,free/reduced,completed
86,89,88,female,group A,high school,standard,completed
56,62,70,female,group A,master's degree,free/reduced,none
59,75,75,female,group B,some college,standard,none
50,67,69,female,group E,some high school,free/reduced,none
52,57,54,female,group A,high school,free/reduced,completed
62,60,69,female,group C,bachelor's degree,free/reduced,none
69,61,78,male,group B,master's degree,standard,completed
56,62,66,female,group A,some college,standard,none
69,54,63,male,group D,high school,standard,completed
74,84,79,female,group B,some high school,free/reduced,completed
52,64,68,male,group B,some high school,free/reduced,none
38,45,60,male,group C,master's degree,free/reduced,none
61,54,60,male,group E,some high school,free/reduced,none
57,82,55,female,group C,some high school,free/reduced,completed
35,42,47,female,group A,associate's degree,free/reduced,completed
51,59,63,female,group E,some high school,free/reduced,none
76,70,67,male,group B,high school,free/reduced,none
58,59,63,female,group E,associate's degree,standard,none
66,74,66,male,group E,some high school,free/reduced,none
54,77,71,male,group E,some college,standard,none
75,91,88,female,group D,high school,standard,none
72,60,57,male,group A,associate's degree,free/reduced,completed
44,55,47,male,group D,some college,free/reduced,none
47,80,70,female,group E,master's degree,free/reduced,none
58,61,54,male,group A,some high school,standard,completed
48,59,58,male,group B,high school,free/reduced,completed
79,53,57,male,group E,master's degree,free/reduced,none
56,60,74,female,group A,high school,standard,none
73,53,60,male,group C,some high school,standard,none
70,80,74,female,group D,high school,free/reduced,none
44,66,81,female,group D,associate's degree,standard,none
53,65,67,male,group B,high school,free/reduced,completed
46,60,47,male,group A,some college,free/reduced,none
65,68,71,female,group C,some college,free/reduced,completed
77,79,83,female,group D,master's degree,standard,completed
68,83,76,female,group E,master's degree,standard,none
60,62,58,female,group B,master's degree,free/reduced,none
61,63,50,male,group D,some high school,free/reduced,none
51,81,69,female,group D,some high school,free/reduced,completed
92,76,67,male,group E,some college,standard,completed
79,77,79,male,group C,some high school,standard,none
92,94,100,female,group D,some high school,standard,completed
62,68,66,female,group B,some college,standard,completed
73,69,62,male,group A,some college,free/reduced,none
63,58,60,male,group B,some high school,free/reduced,none
93,79,70,male,group B,associate's degree,standard,completed
76,83,72,male,group B,bachelor's degree,free/reduced,none
44,56,55,female,group A,master's degree,standard,none
95,83,79,male,group E,associate's degree,standard,completed
52,50,47,male,group D,high school,standard,none
55,51,50,male,group B,master's degree,free/reduced,none
50,47,56,male,group A,some college,free/reduced,none
54,60,85,female,group D,some high school,free/reduced,completed
80,88,92,female,group E,some high school,standard,none
69,54,62,male,group B,some college,standard,completed
60,67,74,male,group E,some college,free/reduced,none
58,61,73,male,group A,associate's degree,standard,none
59,69,77,female,group B,associate's degree,free/reduced,completed
52,69,69,female,group D,high school,standard,completed
68,80,67,female,group C,some high school,standard,none
92,66,85,male,group E,associate's degree,free/reduced,completed
42,61,61,female,group D,some college,free/reduced,none
52,77,66,male,group B,bachelor's degree,free/reduced,none
81,90,84,female,group C,some high school,standard,none
56,72,64,female,group E,some high school,free/reduced,none
83,80,81,male,group C,some high school,standard,completed
72,67,76,male,group C,bachelor's degree,standard,none
49,62,67,female,group A,some high school,free/reduced,completed
58,68,52,male,group A,associate's degree,free/reduced,none
76,65,93,female,group C,master's degree,standard,completed
72,64,64,female,group C,some high school,free/reduced,none
71,65,82,male,group A,bachelor's degree,free/reduced,none
64,75,71,female,group E,associate's degree,free/reduced,completed
62,62,62,male,group A,some high school,free/reduced,completed
67,60,51,male,group C,associate's degree,free/reduced,none
87,84,87,female,group A,some college,free/reduced,none
84,67,48,male,group B,high school,free/reduced,completed
61,46,57,male,group B,master's degree,free/reduced,none
74,85,73,female,group D,high school,standard,none
53,64,69,female,group C,some college,standard,none
69,81,71,female,group D,high school,standard,none
78,91,81,female,group E,bachelor's degree,standard,completed
57,56,69,female,group B,some college,standard,none
63,60,65,male,group D,bachelor's degree,standard,none
57,68,64,female,group B,master's degree,free/reduced,none
70,58,69,male,group E,associate's degree,standard,completed
56,52,54,male,group B,some high school,standard,completed
75,79,62,male,group B,some college,standard,none
53,44,41,male,group A,some high school,free/reduced,completed
49,59,36,female,group A,master's degree,free/reduced,none
61,67,67,female,group E,associate's degree,standard,completed
75,72,67,female,group C,high school,standard,none
44,60,42,male,group E,high school,standard,none
65,78,73,female,group B,some college,standard,completed
70,77,63,male,group C,associate's degree,free/reduced,none
76,98,68,female,group D,master's degree,free/reduced,none
98,87,75,male,group A,some high school,free/reduced,completed
45,61,50,male,group C,associate's degree,standard,none
56,70,63,female,group B,some high school,free/reduced,none
85,91,82,male,group A,associate's degree,standard,completed
68,69,70,male,group C,master's degree,standard,none
81,78,91,male,group A,some high school,standard,completed
57,72,56,female,group A,some high school,free/reduced,none
77,81,88,female,group E,some high school,standard,completed
87,89,85,male,group D,some high school,standard,none
58,63,74,female,group C,some college,standard,completed
39,56,57,female,group A,bachelor's degree,free/reduced,none
75,85,77,female,group E,master's degree,standard,none
72,61,67,male,group C,some college,standard,none
74,90,75,female,group A,some high school,free/reduced,completed
55,78,68,female,group C,bachelor's degree,free/reduced,completed
56,63,58,female,group E,associate's degree,free/reduced,completed
55,57,43,male,group D,some high school,free/reduced,completed
62,59,58,female,group B,master's degree,standard,completed
61,67,69,female,group D,some college,standard,completed
72,68,76,female,group E,high school,free/reduced,completed
81,80,82,male,group A,master's degree,standard,none
87,80,74,male,group C,bachelor's degree,standard,none
54,50,61,male,group C,high school,free/reduced,none
92,87,84,male,group A,some high school,standard,none
48,52,53,female,group D,high school,free/reduced,completed
66,66,72,female,group E,bachelor's degree,free/reduced,completed
45,65,55,male,group E,high school,free/reduced,completed
86,84,92,female,group B,master's degree,standard,none
73,66,73,female,group D,master's degree,standard,completed
68,75,71,female,group C,high school,free/reduced,none
46,56,46,male,group C,master's degree,free/reduced,none
69,74,69,male,group B,master's degree,free/reduced,none
67,78,79,female,group E,associate's degree,standard,completed
80,91,90,female,group A,associate's degree,standard,completed
73,77,79,female,group A,high school,standard,none
85,78,88,male,group D,some high school,standard,none
83,92,86,female,group B,master's degree,standard,none
63,63,59,male,group B,high school,standard,none
63,76,74,female,group D,bachelor's degree,standard,completed
69,63,70,female,group D,associate's degree,free/reduced,none
76,88,87,female,group A,high school,standard,completed
62,67,63,male,group B,some high school,standard,completed
38,55,54,female,group E,bachelor's degree,free/reduced,none
48,47,38,male,group D,bachelor's degree,free/reduced,none
63,39,56,male,group E,associate's degree,free/reduced,none
59,78,74,female,group D,some high school,free/reduced,completed
72,75,67,male,group A,master's degree,standard,none
86,97,72,male,group D,high school,standard,completed
86,70,73,female,group D,some college,free/reduced,completed
64,67,62,male,group A,associate's degree,standard,none
58,67,62,female,group C,some high school,standard,none
54,61,41,male,group C,associate's degree,free/reduced,completed
47,59,69,male,group B,some high school,free/reduced,none
73,80,83,female,group E,bachelor's degree,free/reduced,completed
73,66,60,female,group E,high school,standard,completed
86,74,81,male,group C,associate's degree,standard,none
67,45,43,male,group C,associate's degree,standard,none
65,71,79,female,group E,high school,standard,none
70,46,57,male,group D,master's degree,standard,none
65,67,69,male,group B,some college,free/reduced,none
73,83,77,male,group C,some high school,standard,completed
76,91,75,female,group B,associate's degree,free/reduced,none
68,78,68,female,group E,some college,standard,none
68,77,70,female,group A,associate's degree,standard,none
62,77,77,female,group D,bachelor's degree,standard,none
32,45,52,female,group C,associate's degree,standard,none
54,48,56,male,group B,some college,standard,completed
73,74,73,male,group C,high school,standard,completed
53,85,75,female,group E,associate's degree,free/reduced,none
79,78,72,male,group D,master's degree,standard,none
91,87,79,male,group E,high school,standard,none
91,77,91,male,group E,associate's degree,standard,none
58,56,61,male,group E,associate's degree,free/reduced,none
65,59,69,female,group C,associate's degree,standard,completed
80,85,56,female,group E,high school,free/reduced,completed
53,48,46,female,group A,some college,free/reduced,none
64,70,63,male,group D,associate's degree,standard,completed
75,87,87,female,group E,some high school,free/reduced,none
57,51,67,female,group C,some college,free/reduced,none
73,66,71,male,group A,high school,standard,completed
82,77,77,female,group E,some college,standard,completed
52,63,45,male,group B,bachelor's degree,free/reduced,completed
52,41,36,female,group A,high school,free/reduced,none
62,45,52,male,group B,some college,free/reduced,none
63,62,68,female,group C,some high school,free/reduced,completed
