age,balance,day,duration,campaign,pdays,previous,job,marital,education,default,housing,loan,contact,month,poutcome,deposit
34,2170,21,98,8,-2,0,management,married,tertiary,no,no,no,cellular,may,unknown,no
55,320,10,370,1,-1,0,blue-collar,married,tertiary,no,no,no,cellular,nov,unknown,yes
46,165,20,193,3,-1,0,technician,single,unknown,no,yes,no,unknown,nov,unknown,yes
55,101,6,503,2,187,5,technician,divorced,secondary,no,yes,no,cellular,sep,failure,yes
46,-7,13,157,1,181,5,technician,married,primary,no,yes,yes,cellular,jul,failure,yes
51,17,21,48,16,270,3,management,married,unknown,no,yes,no,cellular,may,success,no
63,322,7,348,1,-1,0,retired,married,tertiary,no,no,no,cellular,jan,unknown,yes
30,279,4,214,3,-2,0,self-employed,single,secondary,no,no,no,unknown,dec,unknown,yes
45,-158,4,705,1,-2,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,yes
35,-35,21,413,1,-1,0,blue-collar,married,tertiary,no,yes,no,unknown,may,unknown,no
35,3450,29,122,2,88,1,technician,single,tertiary,no,yes,no,cellular,oct,other,no
35,-60,28,205,1,-2,0,admin.,married,secondary,no,yes,yes,cellular,jan,unknown,no
41,-66,6,31,1,0,0,technician,divorced,secondary,yes,yes,no,unknown,may,unknown,no
23,1042,6,205,4,-1,0,student,single,secondary,no,yes,no,cellular,oct,unknown,yes
57,7,11,405,1,332,1,management,divorced,secondary,no,yes,yes,cellular,may,success,yes
44,14,31,491,7,-3,0,entrepreneur,divorced,tertiary,no,no,no,telephone,jul,unknown,yes
28,-4,16,135,1,319,1,admin.,single,tertiary,no,yes,no,cellular,apr,other,no
35,1907,28,197,4,78,5,technician,married,secondary,no,no,no,cellular,oct,success,yes
34,1253,29,117,3,0,0,services,married,tertiary,no,no,no,cellular,may,unknown,no
43,650,21,212,1,-2,7,technician,single,secondary,no,yes,no,cellular,nov,success,yes
38,-61,25,728,1,86,3,technician,married,unknown,no,no,yes,cellular,nov,success,yes
49,59,21,209,5,291,3,management,single,primary,no,yes,no,cellular,may,success,no
29,-14,21,971,2,-2,0,technician,single,secondary,no,yes,no,cellular,aug,unknown,yes
30,2015,20,234,1,-2,0,services,single,secondary,no,no,no,cellular,dec,unknown,no
36,267,21,105,1,352,0,blue-collar,divorced,secondary,no,no,yes,cellular,dec,success,no
24,613,18,337,1,-2,0,unemployed,single,secondary,no,no,no,cellular,may,unknown,yes
35,-174,13,178,1,173,2,management,single,tertiary,no,yes,no,cellular,nov,other,yes
34,215,9,155,1,-2,0,blue-collar,single,secondary,no,yes,yes,telephone,may,unknown,no
57,20,5,1044,1,0,0,services,divorced,secondary,no,no,no,cellular,may,unknown,yes
31,95,28,745,1,332,1,blue-collar,married,secondary,no,yes,no,unknown,apr,other,yes
45,-421,5,105,3,-1,0,self-employed,married,tertiary,no,yes,yes,unknown,jul,unknown,no
28,-96,14,282,3,180,1,technician,single,secondary,no,no,yes,cellular,jul,success,no
34,1628,15,868,4,-2,0,blue-collar,single,tertiary,no,no,no,unknown,jul,unknown,yes
47,20,8,399,2,189,1,self-employed,divorced,secondary,no,yes,yes,cellular,may,failure,yes
32,661,20,128,2,-1,0,management,single,secondary,no,no,no,cellular,may,unknown,yes
41,257,22,221,6,-1,0,unemployed,married,secondary,no,no,no,telephone,may,unknown,no
52,-128,6,182,2,-1,0,blue-collar,married,secondary,no,no,no,cellular,aug,unknown,no
51,1817,4,160,1,-1,0,self-employed,married,tertiary,no,no,no,cellular,may,unknown,yes
47,222,19,96,1,-1,0,blue-collar,married,secondary,no,yes,yes,cellular,mar,unknown,no
42,294,22,39,1,-2,0,technician,married,secondary,no,no,yes,unknown,aug,unknown,no
35,205,18,290,1,-3,1,blue-collar,divorced,unknown,no,yes,no,cellular,may,success,yes
47,609,12,181,3,182,1,unknown,divorced,primary,no,no,no,cellular,apr,success,no
74,8871,27,1353,2,-3,0,retired,married,unknown,no,no,no,cellular,sep,unknown,yes
23,363,21,997,1,-3,0,entrepreneur,married,tertiary,no,yes,no,telephone,jul,unknown,yes
31,120,7,473,1,-2,0,self-employed,divorced,secondary,no,no,no,cellular,jul,unknown,yes
75,4033,26,304,1,-1,0,retired,divorced,tertiary,no,no,no,cellular,oct,unknown,yes
55,293,8,48,1,-1,0,entrepreneur,married,primary,no,no,yes,telephone,mar,unknown,no
42,3021,8,1602,1,-2,7,management,married,secondary,no,yes,no,cellular,sep,failure,yes
59,17158,12,72,1,-1,0,retired,married,unknown,no,yes,no,cellular,jun,unknown,yes
57,1852,8,103,6,-2,0,management,divorced,secondary,no,no,no,cellular,aug,unknown,no
28,22,21,620,3,-1,2,blue-collar,single,secondary,no,no,no,cellular,sep,failure,yes
65,-22,19,82,1,172,1,retired,divorced,primary,no,no,no,cellular,jan,other,no
40,2510,20,428,2,-2,0,admin.,married,secondary,no,no,yes,cellular,jul,unknown,no
44,2578,21,849,1,-2,0,services,single,secondary,no,no,yes,unknown,nov,unknown,yes
29,323,9,236,1,188,1,self-employed,single,tertiary,no,no,no,cellular,dec,other,yes
55,4748,15,52,1,0,0,management,married,primary,no,yes,no,telephone,apr,unknown,no
46,178,21,858,1,-2,0,technician,divorced,tertiary,no,yes,no,unknown,nov,unknown,yes
40,-203,13,39,3,-1,0,blue-collar,divorced,primary,no,yes,yes,unknown,aug,unknown,no
45,257,23,1130,1,-1,0,entrepreneur,divorced,primary,no,yes,no,cellular,jul,unknown,yes
45,-53,17,124,1,183,0,management,divorced,primary,no,no,yes,cellular,may,success,no
29,107,9,438,1,309,2,management,single,unknown,no,yes,yes,cellular,jun,success,yes
43,15,17,430,3,-1,0,blue-collar,married,secondary,no,yes,no,cellular,jul,unknown,no
29,521,25,2321,2,-1,0,management,single,tertiary,no,no,no,unknown,may,unknown,yes
50,1398,7,209,2,318,2,technician,married,unknown,no,no,yes,cellular,may,failure,yes
62,-15,16,234,1,290,1,blue-collar,divorced,secondary,no,yes,no,cellular,may,success,yes
39,-196,12,180,1,-1,0,management,married,unknown,no,no,no,unknown,may,unknown,no
28,-65,20,354,3,0,0,technician,single,primary,no,yes,no,cellular,may,unknown,no
70,361,4,171,2,182,3,retired,divorced,secondary,no,no,no,telephone,may,success,yes
33,-43,17,296,1,-1,0,management,divorced,tertiary,no,yes,no,unknown,jan,unknown,yes
32,167,23,646,1,171,1,management,married,tertiary,no,no,no,cellular,nov,failure,yes
36,-272,21,180,3,-1,0,blue-collar,divorced,tertiary,no,yes,no,unknown,nov,unknown,no
57,51,7,179,1,0,3,retired,married,secondary,no,yes,yes,cellular,aug,other,yes
78,1729,13,257,1,-1,0,housemaid,married,secondary,no,no,no,cellular,nov,unknown,yes
29,438,19,518,3,-1,0,management,single,secondary,no,yes,no,cellular,jul,unknown,no
34,-13,22,92,7,-2,0,management,married,secondary,no,yes,no,unknown,aug,unknown,no
50,2975,8,304,2,174,1,technician,married,secondary,no,no,no,cellular,feb,failure,yes
39,99,29,485,1,-3,0,technician,divorced,secondary,no,yes,no,cellular,apr,unknown,no
52,226,19,233,3,-2,0,services,divorced,primary,no,yes,no,cellular,nov,unknown,no
44,328,8,132,4,-1,0,blue-collar,married,unknown,no,yes,no,unknown,aug,unknown,no
46,-159,30,748,2,0,0,management,divorced,tertiary,no,no,yes,cellular,jan,unknown,no
70,6601,27,174,2,177,0,unknown,married,unknown,no,no,yes,cellular,dec,success,yes
33,122,22,370,1,-1,0,self-employed,married,secondary,no,yes,no,unknown,sep,unknown,no
33,-139,18,122,3,291,3,admin.,single,secondary,no,yes,no,cellular,jun,other,no
38,-28,7,98,3,-1,0,unknown,married,secondary,no,yes,yes,unknown,jul,unknown,no
43,-228,9,149,1,325,11,blue-collar,married,secondary,no,yes,no,cellular,may,failure,no
41,-159,16,180,1,-2,0,services,married,secondary,no,no,yes,unknown,jul,other,no
31,228,7,248,3,-2,0,technician,single,secondary,no,yes,yes,cellular,jan,unknown,yes
32,74,23,261,1,-2,0,management,single,secondary,no,yes,no,cellular,feb,unknown,no
24,-12,27,290,1,-1,0,student,single,unknown,no,no,no,unknown,may,unknown,yes
33,-62,23,306,5,109,2,blue-collar,married,tertiary,no,no,no,cellular,dec,other,no
33,36,6,866,1,99,4,admin.,single,tertiary,no,yes,no,cellular,nov,failure,yes
29,1370,22,160,2,-1,0,management,married,secondary,no,yes,no,cellular,may,unknown,no
51,-555,17,96,2,0,0,entrepreneur,married,secondary,no,no,yes,unknown,may,unknown,no
45,2388,20,288,3,188,2,management,single,secondary,no,no,no,unknown,sep,failure,yes
31,-77,17,273,2,-2,0,blue-collar,single,secondary,no,yes,no,cellular,jul,unknown,no
33,189,21,201,1,95,4,entrepreneur,married,tertiary,no,no,no,cellular,oct,success,yes
70,4674,7,215,2,-1,0,unknown,married,secondary,no,no,no,telephone,oct,unknown,yes
47,108,18,164,1,176,2,blue-collar,divorced,primary,no,no,no,cellular,nov,failure,no
57,-21,29,58,11,-1,0,entrepreneur,married,secondary,no,no,yes,telephone,may,unknown,no
43,182,8,149,7,-2,0,self-employed,divorced,secondary,no,no,no,telephone,aug,unknown,no
48,352,28,188,2,-1,0,management,divorced,primary,no,no,no,cellular,jan,unknown,yes
47,661,19,176,1,-1,0,blue-collar,single,unknown,no,yes,no,cellular,jul,unknown,no
25,115,30,173,1,-1,0,student,single,unknown,no,no,no,cellular,may,unknown,no
32,17,14,123,1,241,1,management,single,secondary,no,yes,yes,cellular,aug,failure,no
50,-155,19,86,1,-2,0,blue-collar,married,primary,no,no,yes,telephone,jun,unknown,no
29,232,5,1822,1,-2,0,unemployed,married,primary,no,yes,no,cellular,may,unknown,yes
31,-213,7,291,2,264,1,blue-collar,single,tertiary,no,no,no,cellular,may,other,yes
28,2912,29,1504,1,-1,0,services,married,tertiary,no,yes,no,unknown,may,unknown,yes
53,128,8,733,1,-1,0,management,divorced,primary,no,yes,no,cellular,dec,unknown,yes
34,55,4,54,2,-2,0,self-employed,married,tertiary,no,no,no,unknown,may,unknown,no
48,190,30,29,1,-2,0,blue-collar,married,tertiary,no,no,yes,telephone,jan,unknown,no
38,145,21,640,2,-1,2,services,married,unknown,no,yes,no,cellular,apr,failure,yes
60,3224,7,128,3,-2,0,entrepreneur,married,secondary,no,yes,yes,cellular,dec,unknown,no
57,9898,7,153,1,-1,0,management,married,primary,no,yes,no,cellular,aug,unknown,no
37,896,30,205,3,90,2,technician,married,tertiary,no,no,no,cellular,jan,failure,yes
38,15001,14,415,1,-1,0,management,married,secondary,no,yes,no,cellular,aug,unknown,yes
40,139,18,203,1,-1,0,management,married,secondary,no,no,no,cellular,feb,unknown,no
33,474,20,93,1,187,1,management,married,secondary,no,yes,no,cellular,jun,success,yes
33,112,4,595,1,269,2,services,single,tertiary,no,yes,yes,cellular,mar,failure,yes
27,214,23,309,2,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,nov,unknown,no
22,10056,14,77,1,-2,0,student,single,tertiary,no,yes,no,cellular,aug,unknown,no
70,8827,16,149,1,-1,0,retired,divorced,unknown,no,no,yes,telephone,dec,unknown,yes
22,37,16,187,1,-1,0,student,single,secondary,no,no,no,cellular,feb,unknown,no
74,3494,21,182,1,-1,0,retired,divorced,primary,no,yes,no,telephone,mar,unknown,yes
29,586,22,260,1,-2,0,management,single,secondary,no,yes,no,cellular,may,unknown,yes
29,-151,29,242,1,289,1,technician,single,secondary,no,no,no,cellular,mar,other,yes
29,42,18,148,1,-2,0,blue-collar,married,secondary,no,yes,no,cellular,nov,unknown,no
48,-71,18,431,1,-1,0,entrepreneur,divorced,secondary,no,yes,no,cellular,nov,unknown,no
31,108,19,310,1,-1,0,admin.,single,secondary,no,yes,no,cellular,may,unknown,no
59,2012,14,392,1,-1,0,management,married,primary,no,no,no,cellular,aug,unknown,yes
35,269,4,237,3,-2,0,unemployed,divorced,secondary,no,no,no,cellular,aug,unknown,no
48,158,15,167,2,-2,0,management,married,unknown,no,no,no,unknown,aug,unknown,no
30,40,21,126,3,-2,0,technician,single,tertiary,no,yes,no,cellular,jun,unknown,no
35,826,20,739,9,-2,0,unemployed,married,secondary,no,yes,no,unknown,oct,unknown,yes
35,216,6,167,1,-2,0,admin.,married,tertiary,no,yes,no,cellular,may,unknown,no
29,217,22,182,1,-1,0,admin.,single,secondary,no,no,no,cellular,may,unknown,yes
34,192,3,444,3,-2,0,unemployed,single,secondary,no,yes,no,unknown,aug,unknown,yes
39,-175,16,172,2,-3,0,technician,single,tertiary,no,yes,no,unknown,aug,unknown,no
50,349,10,580,1,-1,0,management,single,primary,no,no,no,unknown,may,unknown,no
28,2783,19,679,1,-1,0,unemployed,single,secondary,no,no,no,cellular,jul,unknown,yes
29,380,19,219,2,-1,0,technician,single,secondary,no,no,no,telephone,may,unknown,yes
33,152,29,213,1,285,1,management,married,secondary,no,yes,no,cellular,oct,success,yes
38,2243,18,190,2,-1,0,technician,single,secondary,no,no,no,cellular,jul,unknown,no
29,437,7,327,1,189,9,student,single,tertiary,no,yes,no,cellular,feb,success,yes
28,2,19,370,2,177,1,unknown,single,tertiary,no,no,yes,cellular,apr,failure,yes
33,-98,19,78,1,-1,0,housemaid,married,secondary,no,yes,no,cellular,may,unknown,no
29,138,20,315,2,-1,0,admin.,married,secondary,no,no,no,cellular,nov,unknown,yes
33,119,29,378,3,-3,0,technician,married,secondary,no,yes,no,cellular,jul,unknown,no
47,46,3,184,1,-2,0,management,divorced,tertiary,no,yes,no,cellular,jul,unknown,no
49,-55,9,704,1,-1,0,blue-collar,divorced,secondary,no,yes,yes,unknown,jul,unknown,yes
34,68,20,45,1,-3,0,admin.,divorced,tertiary,no,yes,no,telephone,nov,unknown,no
42,3032,20,82,4,75,4,admin.,married,unknown,yes,yes,no,cellular,may,other,no
27,50,26,402,1,92,2,unemployed,single,tertiary,no,no,no,cellular,jun,failure,yes
51,1237,6,609,3,173,10,management,married,secondary,no,yes,no,telephone,oct,success,yes
23,-31,19,188,1,-1,0,student,single,secondary,no,no,yes,cellular,nov,unknown,yes
34,153,10,244,1,75,1,management,divorced,tertiary,no,yes,no,cellular,may,failure,yes
29,84,20,878,1,-2,0,technician,single,secondary,no,yes,no,cellular,jul,unknown,yes
46,571,31,207,15,-2,0,unemployed,married,secondary,no,yes,no,cellular,aug,unknown,no
33,1750,19,309,2,173,1,management,single,tertiary,no,no,no,cellular,nov,failure,yes
62,-57,20,922,1,-1,0,services,divorced,tertiary,no,no,no,telephone,may,unknown,yes
61,2769,23,432,4,-2,0,housemaid,married,primary,no,no,no,cellular,aug,other,yes
36,-93,22,441,1,-1,0,technician,married,unknown,no,yes,no,cellular,may,unknown,no
38,23,30,948,2,-1,0,management,divorced,tertiary,no,yes,no,unknown,may,unknown,yes
47,225,21,369,1,304,1,housemaid,divorced,tertiary,no,yes,no,cellular,oct,success,yes
26,859,30,187,1,-1,0,student,single,secondary,no,no,yes,unknown,apr,unknown,yes
30,130,9,86,1,-2,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,yes
49,1752,15,255,1,-1,0,admin.,divorced,secondary,no,yes,no,cellular,mar,unknown,no
34,52,18,118,4,-1,0,management,married,tertiary,no,no,no,cellular,may,unknown,no
44,-75,15,93,2,309,7,services,married,unknown,no,no,no,cellular,may,success,no
33,229,27,228,3,-3,0,management,married,primary,no,yes,yes,cellular,apr,unknown,no
52,830,21,251,1,170,0,management,divorced,tertiary,no,no,no,cellular,oct,success,yes
54,37,21,139,1,-1,0,admin.,married,primary,no,no,yes,telephone,nov,unknown,no
33,381,26,104,2,-1,0,unemployed,married,tertiary,no,no,no,telephone,may,unknown,no
79,3632,12,317,1,-1,0,retired,divorced,secondary,no,no,no,cellular,mar,unknown,yes
47,597,17,84,4,105,3,blue-collar,married,secondary,no,yes,no,cellular,nov,success,no
22,214,25,290,1,181,3,services,single,secondary,no,no,no,cellular,aug,success,yes
24,3931,8,628,1,-1,0,unknown,single,secondary,no,no,no,cellular,feb,unknown,yes
81,3687,16,328,1,173,3,retired,divorced,primary,no,no,no,cellular,sep,success,yes
54,-8,17,786,2,302,0,housemaid,divorced,primary,no,no,no,cellular,jul,other,yes
32,175,7,901,2,-2,0,management,married,secondary,no,yes,no,cellular,apr,unknown,yes
35,1020,20,377,1,-1,0,admin.,divorced,tertiary,no,yes,no,cellular,nov,unknown,no
45,589,14,226,1,-2,0,management,divorced,secondary,no,no,no,cellular,may,unknown,no
49,31,12,196,1,-1,0,technician,divorced,unknown,no,no,no,unknown,may,unknown,no
35,6991,7,90,1,-1,0,management,married,tertiary,no,yes,no,cellular,may,unknown,no
27,112,18,879,1,-2,0,technician,single,tertiary,no,yes,no,cellular,may,unknown,yes
35,498,29,17,2,-1,0,unemployed,married,tertiary,no,yes,no,cellular,may,unknown,no
33,-165,11,192,1,-2,0,unknown,married,secondary,no,yes,no,cellular,aug,unknown,yes
50,37,22,107,3,299,1,technician,married,primary,no,no,no,cellular,apr,other,no
46,65,8,161,1,-1,0,services,married,primary,no,yes,no,unknown,may,unknown,no
39,10624,12,207,2,0,0,management,divorced,tertiary,no,no,no,cellular,mar,unknown,yes
28,162,20,907,1,-2,0,technician,married,secondary,no,yes,no,cellular,apr,unknown,yes
38,106,28,54,6,176,2,unknown,married,secondary,no,no,no,cellular,jan,other,no
42,-274,13,637,1,112,3,management,married,tertiary,no,yes,no,cellular,nov,other,yes
47,147,21,87,1,310,1,admin.,married,secondary,no,no,yes,cellular,feb,other,no
51,100,20,114,2,332,0,management,married,primary,no,yes,yes,cellular,apr,other,no
56,3,3,184,4,413,4,management,married,primary,no,yes,no,cellular,may,success,no
45,-213,8,207,1,58,0,services,married,tertiary,no,no,no,unknown,may,unknown,no
26,-100,14,290,1,-2,0,admin.,single,secondary,no,yes,no,cellular,apr,unknown,no
31,-1285,24,290,1,-1,0,services,single,secondary,no,yes,no,cellular,may,unknown,yes
31,-128,21,103,1,283,0,services,divorced,primary,no,yes,yes,cellular,may,failure,no
34,127,4,334,1,-2,0,management,single,secondary,no,no,no,cellular,aug,unknown,yes
44,42,14,166,2,304,1,technician,divorced,secondary,no,yes,no,cellular,may,failure,no
48,247,3,149,11,-2,0,management,married,secondary,no,yes,no,unknown,aug,unknown,no
29,238,5,248,3,-2,0,admin.,single,unknown,no,yes,no,telephone,feb,unknown,yes
49,3019,28,168,2,91,0,management,married,secondary,no,yes,no,cellular,oct,failure,yes
44,111,27,329,3,-1,0,management,married,secondary,no,no,no,unknown,may,unknown,no
29,105,20,142,1,-2,0,management,single,tertiary,no,yes,no,cellular,may,unknown,no
38,-138,19,448,3,168,3,entrepreneur,married,tertiary,no,yes,no,cellular,nov,other,yes
40,-180,27,115,1,-2,0,management,married,secondary,no,yes,no,unknown,jul,unknown,no
29,97,8,438,1,0,0,services,single,primary,no,no,no,cellular,may,unknown,yes
49,143,5,173,1,-1,0,blue-collar,married,secondary,no,yes,no,unknown,jul,unknown,no
45,223,20,512,3,-2,0,management,married,secondary,no,no,no,unknown,may,unknown,no
31,1825,9,820,1,-2,0,technician,married,secondary,no,yes,no,cellular,jun,unknown,yes
34,831,19,664,2,178,0,admin.,single,tertiary,no,yes,no,cellular,may,success,yes
53,-145,21,240,3,-2,0,housemaid,married,primary,no,yes,no,unknown,nov,unknown,no
66,823,27,1042,2,-1,0,self-employed,married,unknown,no,no,no,cellular,jun,unknown,yes
31,1090,3,448,3,-1,0,student,single,secondary,no,no,no,cellular,aug,unknown,yes
49,-209,23,51,1,-2,0,entrepreneur,married,secondary,no,yes,no,cellular,may,unknown,no
55,1372,20,181,4,176,6,self-employed,married,primary,no,no,no,telephone,jan,success,yes
24,871,30,382,4,0,0,admin.,single,secondary,no,no,no,cellular,dec,unknown,yes
35,-87,7,1058,1,-1,0,blue-collar,married,secondary,no,yes,no,cellular,may,unknown,yes
59,821,21,185,2,84,2,management,married,tertiary,no,no,no,cellular,oct,failure,yes
61,48,19,180,12,-2,0,blue-collar,divorced,secondary,no,no,yes,cellular,jul,unknown,no
58,998,19,183,2,171,2,management,married,secondary,no,no,no,cellular,oct,success,yes
41,244,20,587,2,-2,0,management,divorced,tertiary,no,yes,no,cellular,sep,unknown,no
50,2116,15,372,3,183,1,admin.,married,secondary,no,no,no,cellular,oct,failure,no
34,-34,7,216,1,538,3,admin.,married,secondary,no,yes,yes,cellular,apr,other,no
38,-50,28,74,1,-2,0,self-employed,married,secondary,no,yes,no,unknown,jul,unknown,no
48,2358,20,222,1,184,2,management,married,secondary,no,no,no,cellular,nov,failure,yes
33,-119,5,51,2,-2,0,unknown,married,tertiary,no,no,no,unknown,jun,unknown,no
34,62,4,1382,1,-1,0,blue-collar,single,secondary,no,yes,no,unknown,may,unknown,yes
48,1465,11,119,3,-1,0,entrepreneur,divorced,tertiary,yes,no,yes,cellular,may,unknown,no
27,-160,5,822,1,-2,0,blue-collar,single,secondary,no,yes,no,cellular,sep,unknown,yes
49,202,7,170,7,-1,0,technician,married,primary,no,no,yes,unknown,jun,unknown,no
52,439,10,889,1,-2,0,services,married,secondary,no,yes,no,unknown,apr,unknown,yes
52,303,29,183,1,-1,0,admin.,single,secondary,no,no,yes,cellular,nov,unknown,no
38,916,16,720,3,-2,0,admin.,married,unknown,no,yes,no,unknown,feb,unknown,yes
29,143,1,1003,1,-1,0,admin.,single,primary,no,yes,no,cellular,jan,unknown,yes
33,387,19,110,3,-1,0,blue-collar,single,secondary,no,yes,yes,cellular,nov,unknown,no
40,575,28,126,1,-3,0,technician,married,tertiary,no,no,yes,cellular,apr,unknown,no
36,168,23,142,1,-2,0,management,married,secondary,no,no,no,unknown,may,unknown,no
31,44,29,81,3,-2,0,technician,married,tertiary,no,yes,no,unknown,jul,unknown,no
58,353,6,161,9,-2,0,unknown,married,primary,no,no,no,unknown,jul,unknown,no
46,94,20,100,2,0,0,technician,divorced,secondary,no,yes,no,cellular,jun,unknown,no
49,-216,29,459,1,-1,0,housemaid,single,secondary,no,no,no,unknown,may,unknown,no
34,35,19,156,3,0,0,management,married,tertiary,no,no,no,cellular,mar,unknown,no
40,-107,4,130,8,-1,0,admin.,married,primary,no,no,no,unknown,jun,unknown,no
46,1191,17,60,2,291,1,admin.,divorced,secondary,no,yes,no,cellular,may,other,no
47,1868,27,98,1,-2,0,housemaid,married,secondary,no,no,no,cellular,oct,unknown,no
75,5539,20,243,2,-2,0,retired,married,primary,no,no,no,cellular,sep,unknown,yes
30,141,10,225,3,-1,0,blue-collar,married,tertiary,no,yes,no,cellular,aug,unknown,no
38,2614,29,374,1,-1,0,technician,married,tertiary,no,yes,yes,cellular,jan,unknown,no
28,10651,28,193,1,-1,4,student,married,tertiary,no,yes,no,cellular,may,success,no
54,10,17,220,2,-2,0,management,married,secondary,no,no,yes,unknown,aug,unknown,no
52,5188,4,374,1,191,0,management,married,secondary,no,no,no,cellular,feb,success,yes
41,-57,17,61,1,180,1,admin.,single,primary,no,yes,yes,cellular,may,success,no
55,-211,30,734,3,-2,0,management,married,tertiary,no,no,no,unknown,aug,unknown,yes
32,15,11,205,1,-2,0,technician,married,secondary,no,yes,yes,cellular,sep,unknown,yes
73,2975,14,266,1,-2,0,retired,divorced,secondary,no,no,no,cellular,nov,unknown,yes
50,245,27,969,1,183,4,management,married,tertiary,no,yes,no,cellular,oct,success,yes
33,-8,21,240,3,168,1,admin.,married,tertiary,no,yes,no,cellular,nov,success,yes
33,295,28,1003,1,-1,0,technician,married,secondary,no,no,yes,unknown,jul,unknown,yes
35,852,20,92,3,-2,0,entrepreneur,married,secondary,no,no,no,cellular,jun,unknown,no
47,2181,21,352,1,-3,0,technician,divorced,primary,no,yes,no,cellular,may,unknown,yes
27,-35,10,706,1,297,1,technician,single,unknown,no,yes,yes,cellular,apr,other,yes
35,-7,5,-10,7,-1,0,blue-collar,married,tertiary,no,no,no,telephone,jul,unknown,no
59,1759,17,289,3,-1,0,services,married,tertiary,no,no,no,cellular,apr,unknown,no
28,2632,3,316,2,-2,0,student,single,secondary,no,no,no,cellular,dec,unknown,yes
28,260,26,1221,1,-1,0,management,single,secondary,no,yes,no,cellular,jul,unknown,yes
33,1,19,311,3,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
34,87,20,747,3,181,11,management,single,tertiary,no,no,no,cellular,dec,other,yes
33,776,7,234,2,-1,0,management,divorced,tertiary,no,no,no,telephone,mar,unknown,yes
38,271,6,365,1,-1,0,unemployed,married,tertiary,no,yes,no,cellular,dec,unknown,no
35,-31,7,111,2,-2,0,blue-collar,married,primary,no,no,no,cellular,may,unknown,no
43,110,3,546,1,174,1,services,married,unknown,no,yes,no,cellular,apr,success,yes
35,79,18,32,10,-1,0,management,single,secondary,no,yes,no,cellular,nov,unknown,no
52,-63,18,221,1,-2,0,self-employed,divorced,secondary,no,no,yes,telephone,mar,unknown,no
50,1503,8,264,1,-1,0,admin.,married,primary,no,no,no,cellular,jun,unknown,yes
36,82,29,30,8,-2,0,entrepreneur,married,tertiary,no,yes,no,cellular,may,unknown,no
24,255,1,146,1,-1,0,student,single,unknown,no,no,no,cellular,dec,unknown,no
31,11215,6,302,2,183,1,student,single,tertiary,no,yes,no,cellular,oct,other,yes
49,107,19,105,3,-1,0,unknown,married,primary,no,no,yes,cellular,may,unknown,no
34,256,2,109,3,-2,0,management,married,tertiary,no,no,yes,cellular,jun,unknown,no
40,142,31,301,1,277,4,technician,married,secondary,no,no,no,cellular,oct,success,yes
30,6,14,167,2,-1,0,blue-collar,single,secondary,no,yes,no,cellular,may,unknown,no
43,-62,24,228,5,-2,0,blue-collar,divorced,secondary,no,no,yes,cellular,feb,unknown,no
73,1399,21,548,1,-1,2,retired,married,primary,no,no,no,telephone,sep,success,yes
