age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
52,technician,married,secondary,no,105,no,no,cellular,28,aug,140,2,-1,0,unknown,yes
56,blue-collar,married,secondary,no,255,no,no,cellular,13,aug,165,1,184,1,success,yes
47,technician,married,secondary,no,-159,no,no,cellular,30,aug,101,2,-1,0,unknown,no
60,retired,married,secondary,no,5150,no,no,cellular,21,nov,55,1,-1,0,unknown,no
55,retired,married,secondary,no,254,no,no,unknown,17,may,41,5,-1,0,unknown,no
35,technician,single,secondary,no,404,no,no,unknown,4,jun,218,2,-1,0,unknown,no
48,blue-collar,married,primary,no,107,no,no,cellular,7,jul,141,2,-1,0,unknown,no
35,management,married,tertiary,no,73,no,no,cellular,30,aug,310,2,-1,0,unknown,yes
27,technician,single,tertiary,no,910,no,no,cellular,29,apr,278,1,86,1,unknown,yes
33,blue-collar,single,secondary,no,248,no,no,cellular,5,may,208,1,93,3,success,yes
56,admin.,married,secondary,no,1888,yes,no,cellular,15,may,315,1,185,7,success,yes
31,management,single,tertiary,no,2129,no,no,cellular,3,oct,225,1,96,3,success,yes
49,management,married,tertiary,no,137,yes,no,cellular,22,may,1219,1,-1,0,unknown,yes
46,blue-collar,married,primary,no,309,no,no,unknown,3,jun,450,1,-1,0,unknown,yes
31,technician,single,tertiary,no,905,yes,no,cellular,16,may,213,1,-1,0,unknown,no
48,technician,married,secondary,no,363,yes,no,unknown,28,may,142,2,-1,0,unknown,no
29,management,single,tertiary,no,11,no,no,cellular,21,aug,74,1,-1,0,unknown,no
43,blue-collar,married,primary,no,164,no,no,cellular,29,jul,137,5,-1,0,unknown,no
61,retired,married,primary,no,75,no,no,cellular,16,aug,93,1,-1,0,unknown,no
66,retired,married,secondary,no,673,no,no,cellular,14,aug,195,1,186,1,success,yes
54,technician,married,secondary,no,175,no,no,unknown,27,jun,132,2,-1,0,unknown,no
49,blue-collar,married,primary,no,477,yes,no,unknown,30,may,99,2,-1,0,unknown,no
53,management,married,tertiary,no,185,no,no,unknown,3,jun,122,1,-1,0,unknown,no
42,admin.,married,secondary,no,296,yes,no,cellular,3,may,642,1,-1,0,unknown,yes
38,admin.,married,secondary,no,724,no,no,cellular,3,jun,257,1,92,5,success,yes
30,technician,single,secondary,no,-43,no,no,unknown,29,jun,128,2,-1,0,unknown,no
50,management,married,tertiary,no,1247,yes,no,cellular,12,nov,215,1,178,1,failure,yes
56,retired,married,secondary,no,2475,no,no,cellular,8,sep,221,1,96,7,success,yes
33,blue-collar,married,primary,no,-243,yes,no,unknown,11,may,228,1,-1,0,unknown,no
32,management,single,tertiary,no,584,yes,no,cellular,12,may,248,1,371,1,failure,yes
37,blue-collar,married,secondary,no,396,yes,no,cellular,18,may,292,1,298,4,failure,yes
41,blue-collar,married,secondary,no,174,yes,no,cellular,20,apr,304,1,-1,0,unknown,yes
61,retired,married,secondary,no,970,yes,no,cellular,18,may,552,1,-1,0,unknown,yes
35,management,single,tertiary,no,65,no,no,cellular,29,aug,133,2,-1,0,unknown,no
32,technician,single,tertiary,no,338,no,no,cellular,29,aug,74,2,-1,0,unknown,no
54,retired,married,primary,no,1703,no,no,telephone,4,feb,120,1,170,2,success,yes
28,technician,single,secondary,no,70,no,no,cellular,28,jul,165,2,-1,0,unknown,no
47,admin.,married,secondary,no,276,no,no,cellular,2,apr,193,1,89,2,success,yes
51,management,married,tertiary,no,108,no,no,cellular,21,nov,150,1,-1,0,unknown,no
49,blue-collar,married,secondary,no,-658,yes,no,cellular,16,may,193,1,-1,0,unknown,no
38,admin.,married,secondary,no,-93,no,no,cellular,26,jul,231,5,-1,0,unknown,no
33,management,single,tertiary,no,64,no,no,cellular,29,aug,74,2,-1,0,unknown,no
31,management,single,tertiary,no,71,yes,no,unknown,5,may,25,1,-1,0,unknown,no
58,retired,married,primary,no,290,no,no,telephone,30,jul,48,2,-1,0,unknown,no
26,blue-collar,single,secondary,no,-71,yes,no,cellular,29,jul,215,2,-1,0,unknown,no
33,management,single,tertiary,no,250,yes,no,cellular,13,may,118,2,377,3,failure,no
52,management,married,tertiary,no,136,no,no,cellular,4,feb,13,1,185,3,failure,no
31,technician,single,secondary,no,-101,no,no,unknown,5,jun,172,2,-1,0,unknown,no
34,blue-collar,married,secondary,no,959,no,no,cellular,30,apr,218,1,-1,0,unknown,no
50,management,married,tertiary,no,13,no,no,cellular,3,jul,197,2,-1,0,unknown,no
53,management,married,tertiary,no,-143,no,no,cellular,28,feb,29,1,-1,0,unknown,no
27,management,single,tertiary,no,942,no,no,cellular,31,apr,230,1,-1,0,unknown,yes
41,admin.,married,secondary,no,44,yes,no,cellular,20,may,491,1,-1,0,unknown,yes
34,technician,married,secondary,no,141,no,no,cellular,27,jul,151,5,-1,0,unknown,no
39,blue-collar,married,secondary,no,259,no,no,cellular,3,apr,192,1,94,1,success,yes
33,technician,single,secondary,no,-76,no,no,cellular,14,aug,151,2,0,1,success,yes
51,management,married,tertiary,no,-84,no,no,cellular,30,aug,27,2,-1,0,unknown,no
36,blue-collar,married,secondary,no,-29,yes,no,cellular,17,nov,104,1,-1,0,unknown,no
56,retired,married,primary,no,170,no,no,telephone,4,jun,97,1,-1,0,unknown,no
59,retired,married,primary,no,2094,no,no,telephone,2,jun,883,2,-1,0,unknown,yes
25,technician,single,secondary,no,-144,yes,no,cellular,17,may,2,2,-1,0,unknown,no
33,technician,single,tertiary,no,536,no,no,cellular,3,may,217,1,94,4,success,yes
60,retired,married,secondary,no,1073,no,no,cellular,16,apr,343,1,191,4,success,yes
48,blue-collar,married,primary,no,527,yes,no,unknown,12,may,909,1,-1,0,unknown,yes
44,management,married,tertiary,no,1117,yes,no,cellular,18,apr,186,1,-1,0,unknown,yes
46,blue-collar,married,primary,no,75,no,no,cellular,6,jul,293,1,-1,0,unknown,no
32,management,single,tertiary,no,393,yes,no,cellular,13,may,897,1,370,1,failure,yes
60,retired,married,secondary,no,1365,no,no,cellular,15,apr,263,1,-1,0,unknown,yes
55,admin.,married,secondary,no,230,no,no,cellular,13,aug,228,1,-1,0,unknown,yes
30,management,married,tertiary,no,-227,yes,no,unknown,29,may,80,2,-1,0,unknown,no
53,technician,married,secondary,no,68,no,no,cellular,28,aug,136,2,-1,0,unknown,no
58,management,married,tertiary,no,71,yes,no,unknown,29,may,164,2,-1,0,unknown,no
38,blue-collar,married,primary,no,433,yes,no,cellular,18,may,579,1,-1,0,unknown,yes
40,services,married,secondary,no,45,yes,no,unknown,30,may,81,2,-1,0,unknown,no
57,retired,married,tertiary,no,1952,no,no,telephone,18,aug,33,1,-1,0,unknown,no
51,admin.,married,secondary,no,1562,no,no,cellular,19,aug,123,2,-1,0,unknown,no
61,blue-collar,married,primary,no,154,no,no,unknown,4,jun,478,2,-1,0,unknown,yes
57,retired,married,secondary,no,179,yes,no,cellular,16,may,173,1,-1,0,unknown,no
31,student,single,tertiary,no,277,yes,no,cellular,14,may,203,1,-1,0,unknown,no
33,technician,married,secondary,no,929,yes,no,cellular,21,apr,1289,1,-1,0,unknown,yes
50,blue-collar,married,primary,no,-126,yes,no,unknown,6,jun,223,2,-1,0,unknown,no
48,blue-collar,married,secondary,no,226,no,no,cellular,28,aug,149,2,-1,0,unknown,no
46,management,married,tertiary,no,891,no,no,cellular,21,apr,797,1,-1,0,unknown,yes
54,management,married,secondary,no,216,yes,no,cellular,20,nov,25,2,274,3,failure,no
76,retired,married,secondary,no,966,no,no,cellular,5,aug,898,2,-1,0,unknown,yes
35,technician,married,secondary,no,5,no,no,cellular,11,aug,1185,2,-1,0,unknown,yes
44,management,married,tertiary,no,56,no,no,cellular,3,aug,204,2,-1,0,unknown,yes
67,retired,married,primary,no,446,no,no,cellular,13,apr,301,1,182,1,success,yes
40,services,married,secondary,no,120,yes,no,unknown,4,may,55,1,-1,0,unknown,no
33,technician,married,secondary,no,199,no,no,cellular,13,aug,517,2,91,4,success,yes
35,blue-collar,married,secondary,no,1436,no,no,cellular,21,apr,264,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,453,yes,no,unknown,4,jun,316,1,-1,0,unknown,yes
37,technician,married,secondary,no,265,yes,no,cellular,22,may,87,2,315,3,failure,no
37,admin.,married,secondary,no,1265,no,no,cellular,23,apr,333,1,-1,0,unknown,yes
45,technician,married,secondary,no,54,no,no,cellular,4,aug,296,2,0,1,unknown,yes
60,retired,married,secondary,no,108,no,no,cellular,18,jul,78,1,-1,0,unknown,no
35,management,single,tertiary,no,280,yes,no,cellular,19,nov,318,1,-1,0,unknown,no
52,blue-collar,married,primary,no,1176,yes,no,cellular,15,apr,242,1,-1,0,unknown,yes
30,management,single,tertiary,no,1018,yes,no,cellular,22,apr,922,1,-1,0,unknown,yes
45,management,married,tertiary,no,-98,no,no,cellular,15,aug,259,1,-1,0,unknown,yes
42,management,married,tertiary,no,135,no,no,unknown,29,jun,169,2,-1,0,unknown,no
61,housemaid,married,primary,no,10,no,no,cellular,31,aug,117,2,-1,0,unknown,no
34,technician,married,secondary,no,-798,no,no,cellular,30,aug,137,11,1,0,unknown,no
36,management,married,tertiary,no,636,no,no,cellular,11,aug,293,1,0,1,success,yes
64,management,married,tertiary,no,827,no,no,cellular,22,apr,435,1,-1,0,unknown,yes
28,technician,single,tertiary,no,387,no,no,cellular,29,aug,160,2,-1,0,unknown,no
55,blue-collar,married,primary,no,255,yes,no,unknown,12,may,110,2,-1,0,unknown,no
34,technician,married,tertiary,no,628,no,no,cellular,1,feb,281,1,248,1,failure,yes
44,management,married,tertiary,no,-2,yes,no,unknown,3,may,211,2,-1,0,unknown,no
54,technician,married,secondary,no,367,no,no,cellular,31,aug,42,2,-1,0,unknown,no
58,blue-collar,married,primary,no,1428,no,no,cellular,10,aug,62,5,181,3,failure,no
77,retired,married,primary,no,1252,no,no,telephone,16,jan,127,2,187,3,success,no
50,technician,married,secondary,no,552,no,no,cellular,4,aug,357,2,-1,0,unknown,yes
55,blue-collar,married,primary,no,161,no,no,cellular,11,jul,222,2,-1,0,unknown,no
29,management,single,tertiary,no,299,no,no,unknown,1,jun,247,2,-1,0,unknown,yes
31,blue-collar,single,secondary,no,300,yes,no,unknown,25,may,93,2,-1,0,unknown,no
57,retired,married,secondary,no,329,yes,no,unknown,5,jun,979,2,-1,0,unknown,yes
35,blue-collar,married,secondary,no,47,yes,no,cellular,14,may,1156,1,-1,0,unknown,yes
46,technician,married,secondary,no,111,yes,no,cellular,17,nov,88,1,-1,0,unknown,no
31,management,single,tertiary,no,94,no,no,unknown,1,jun,94,1,-1,0,unknown,no
33,technician,single,tertiary,no,195,no,no,cellular,14,aug,267,2,187,1,success,yes
49,blue-collar,married,primary,no,218,yes,no,cellular,16,may,654,1,-1,0,unknown,yes
52,blue-collar,married,primary,no,1037,yes,no,cellular,17,apr,259,1,-1,0,unknown,no
39,blue-collar,married,secondary,no,577,no,no,cellular,28,apr,258,1,-1,0,unknown,yes
26,student,single,tertiary,no,81,yes,no,unknown,3,may,1140,2,-1,0,unknown,yes
29,services,single,secondary,no,356,yes,no,unknown,5,may,200,1,-1,0,unknown,no
57,retired,married,tertiary,no,1345,no,no,telephone,1,feb,115,1,-1,0,unknown,no
30,admin.,married,secondary,no,389,yes,no,cellular,11,apr,279,1,-1,0,unknown,yes
28,blue-collar,single,secondary,no,114,yes,no,cellular,13,apr,468,1,-1,0,unknown,yes
25,student,single,tertiary,no,31,yes,no,cellular,13,may,260,1,339,2,failure,yes
33,technician,single,secondary,no,-63,no,no,cellular,13,aug,162,2,-1,0,unknown,no
52,blue-collar,married,primary,no,223,yes,no,cellular,18,jul,1273,1,-1,0,unknown,yes
59,management,married,tertiary,no,611,no,no,cellular,3,feb,144,2,-1,0,unknown,no
47,admin.,married,secondary,no,702,yes,no,cellular,19,nov,277,1,-1,0,unknown,yes
43,management,married,tertiary,no,-66,no,no,cellular,28,aug,93,2,-1,0,unknown,no
36,blue-collar,married,primary,no,148,yes,no,unknown,13,may,295,1,-1,0,unknown,no
56,technician,married,secondary,no,210,no,no,cellular,12,apr,505,1,179,1,unknown,yes
45,blue-collar,married,secondary,no,-97,no,no,cellular,6,jul,673,1,-1,0,unknown,yes
52,housemaid,married,primary,no,327,no,no,cellular,13,aug,308,2,-1,0,unknown,yes
54,retired,married,secondary,no,99,no,no,cellular,29,jul,69,2,-1,0,unknown,no
31,technician,single,tertiary,no,259,yes,no,cellular,12,may,243,1,-1,0,unknown,no
57,blue-collar,married,primary,no,912,no,no,cellular,18,apr,64,1,-1,0,unknown,no
30,technician,single,secondary,no,125,yes,no,cellular,3,may,171,1,296,7,failure,no
51,blue-collar,married,secondary,no,388,no,no,cellular,29,aug,127,6,413,9,failure,no
35,blue-collar,married,secondary,no,34,no,no,cellular,13,aug,555,2,-1,1,unknown,yes
41,technician,married,tertiary,no,1733,no,no,cellular,5,aug,308,2,93,1,success,yes
59,management,married,tertiary,no,76,no,no,cellular,4,aug,251,2,-1,0,unknown,yes
25,student,single,tertiary,no,44,yes,no,cellular,5,may,233,1,268,6,failure,yes
34,blue-collar,single,secondary,no,549,no,no,unknown,3,jun,282,1,-1,0,unknown,no
31,blue-collar,single,secondary,no,-262,no,no,cellular,31,aug,121,5,1,1,success,no
44,blue-collar,married,secondary,no,1,no,no,cellular,30,aug,254,2,-1,0,unknown,yes
41,blue-collar,married,secondary,no,197,yes,no,unknown,6,may,642,2,-1,0,unknown,yes
36,blue-collar,married,secondary,no,-35,yes,no,unknown,7,may,902,2,-1,0,unknown,no
29,technician,single,secondary,no,302,no,no,cellular,28,jul,186,2,-1,0,unknown,no
34,admin.,single,secondary,no,516,yes,no,unknown,17,may,1057,1,-1,0,unknown,yes
46,blue-collar,married,primary,no,181,no,no,cellular,5,jul,744,1,-1,0,unknown,yes
45,management,married,tertiary,no,1007,yes,no,cellular,13,may,363,1,186,4,failure,yes
53,retired,married,secondary,no,221,no,no,cellular,6,jun,130,1,-1,0,unknown,no
30,management,single,tertiary,no,384,yes,no,cellular,14,may,382,1,278,4,failure,yes
58,technician,married,secondary,no,-260,no,no,cellular,29,aug,74,2,0,0,unknown,no
46,management,married,secondary,no,132,yes,no,cellular,17,may,105,1,-1,0,unknown,no
31,management,single,tertiary,no,1135,no,no,cellular,13,aug,266,1,96,1,success,yes
42,management,married,tertiary,no,-13,yes,no,cellular,18,nov,120,1,-1,0,unknown,no
51,technician,married,secondary,no,272,no,no,cellular,12,aug,298,2,195,1,success,yes
59,retired,married,tertiary,no,115,no,no,cellular,6,aug,430,2,-1,0,unknown,yes
34,blue-collar,married,secondary,no,509,yes,no,cellular,23,jul,620,1,-1,0,unknown,yes
52,blue-collar,married,secondary,no,324,no,no,cellular,30,aug,203,6,-1,0,unknown,yes
31,student,single,tertiary,no,166,yes,no,cellular,12,apr,134,1,-1,0,unknown,no
42,admin.,married,secondary,no,1236,yes,no,cellular,3,may,149,1,274,3,failure,no
48,technician,married,secondary,no,340,no,no,cellular,28,aug,149,5,185,1,failure,no
47,management,married,tertiary,no,-64,no,no,cellular,30,aug,124,2,-1,0,unknown,no
40,admin.,married,secondary,no,374,yes,no,cellular,21,nov,99,1,-1,0,unknown,no
49,management,married,tertiary,no,2602,no,no,cellular,29,aug,1099,2,-1,0,unknown,yes
24,student,single,secondary,no,333,yes,no,unknown,5,jun,401,1,-1,0,unknown,yes
57,retired,married,primary,no,812,no,no,cellular,11,apr,123,1,168,2,failure,no
78,retired,married,primary,no,900,no,no,telephone,10,sep,181,1,190,6,success,yes
56,blue-collar,married,secondary,no,1163,yes,no,unknown,15,may,1032,1,-1,0,unknown,yes
43,blue-collar,married,primary,no,221,no,no,cellular,13,aug,978,2,-1,1,unknown,yes
35,management,married,tertiary,no,-240,yes,no,cellular,15,may,138,1,-1,0,unknown,no
59,retired,married,secondary,no,154,yes,no,unknown,15,may,103,2,-1,0,unknown,no
60,admin.,married,secondary,no,350,no,no,cellular,23,nov,151,1,197,1,failure,no
52,admin.,married,secondary,no,241,yes,no,cellular,15,may,21,1,-1,0,unknown,no
52,blue-collar,married,primary,no,370,no,no,cellular,7,jun,289,1,-1,0,unknown,yes
33,services,single,secondary,no,295,no,no,unknown,1,jun,239,5,-1,0,unknown,no
46,blue-collar,married,primary,no,68,yes,no,unknown,30,may,40,13,-1,0,unknown,no
44,technician,married,secondary,no,44,no,no,cellular,27,feb,2,5,-1,0,unknown,no
53,management,married,tertiary,no,-424,no,no,cellular,30,aug,200,2,-1,0,unknown,yes
42,management,married,tertiary,no,-98,no,no,cellular,6,aug,150,2,-1,0,unknown,no
46,admin.,married,secondary,no,835,yes,no,cellular,20,apr,189,1,-1,0,unknown,no
26,student,single,tertiary,no,-117,yes,no,cellular,17,may,99,1,307,14,failure,no
56,retired,married,primary,no,3042,no,no,telephone,14,feb,215,1,177,3,success,yes
55,management,married,secondary,no,319,no,no,cellular,20,aug,107,2,184,1,failure,no
35,management,married,tertiary,no,284,no,no,cellular,27,feb,173,5,-1,0,unknown,no
46,technician,married,secondary,no,201,yes,no,unknown,27,may,290,2,-1,0,unknown,no
40,technician,married,secondary,no,37,no,no,cellular,29,jul,25,2,-1,0,unknown,no
31,management,single,tertiary,no,517,no,no,cellular,11,mar,313,1,-1,0,unknown,yes
37,admin.,married,secondary,no,239,yes,no,cellular,14,nov,23,1,311,1,failure,no
29,student,single,secondary,no,502,no,no,cellular,15,apr,317,1,346,1,success,yes
37,blue-collar,married,secondary,no,1032,yes,no,cellular,18,may,338,1,-1,0,unknown,no
27,student,single,secondary,no,996,no,no,cellular,1,jun,257,1,95,5,success,yes
26,blue-collar,single,secondary,no,569,no,no,cellular,31,apr,183,1,-1,0,unknown,yes
46,blue-collar,married,secondary,no,-382,yes,no,cellular,17,apr,202,1,0,0,unknown,no
38,admin.,single,secondary,no,458,no,no,cellular,13,apr,1057,1,-1,0,unknown,yes
45,blue-collar,married,primary,no,2088,yes,no,cellular,21,nov,52,2,-1,0,unknown,no
54,management,married,tertiary,no,-84,no,no,cellular,31,jul,122,2,-1,0,unknown,no
44,technician,married,secondary,no,153,yes,no,unknown,27,may,112,2,-1,0,unknown,no
47,management,married,tertiary,no,110,yes,no,unknown,7,jun,102,2,-1,0,unknown,no
30,technician,single,secondary,no,175,no,no,cellular,29,jul,574,2,-1,0,unknown,yes
47,blue-collar,married,secondary,no,-147,yes,no,cellular,15,jul,843,1,-1,0,unknown,yes
32,student,single,tertiary,no,-195,yes,no,cellular,13,may,363,1,331,2,success,yes
26,management,single,tertiary,no,1172,no,no,cellular,30,mar,733,1,-1,0,unknown,yes
58,housemaid,married,primary,no,79,no,no,unknown,28,jun,62,2,-1,0,unknown,no
56,management,married,tertiary,no,-94,no,no,cellular,29,aug,74,5,-1,0,unknown,no
57,retired,married,primary,no,221,no,no,cellular,4,jul,242,2,-1,0,unknown,yes
27,blue-collar,single,secondary,no,263,no,no,cellular,4,aug,216,1,84,1,success,yes
51,retired,married,primary,no,881,no,no,cellular,29,aug,283,6,-1,0,success,yes
37,technician,married,secondary,no,121,no,no,cellular,28,aug,325,2,176,1,success,yes
59,blue-collar,married,primary,no,541,no,no,unknown,4,jun,153,2,-1,0,unknown,no
29,student,single,secondary,no,122,yes,no,cellular,11,may,188,1,266,3,failure,yes
37,technician,married,secondary,no,111,no,no,cellular,13,aug,192,1,366,1,failure,no
29,management,single,tertiary,no,-75,no,no,cellular,27,aug,57,2,-1,0,unknown,no
45,blue-collar,married,primary,no,-128,no,no,cellular,27,jul,296,5,-1,0,unknown,yes
55,technician,married,secondary,no,44,no,no,cellular,14,aug,199,2,-1,0,unknown,no
50,admin.,married,secondary,no,374,yes,no,cellular,22,jul,150,1,-1,0,unknown,no
55,management,married,tertiary,no,1116,no,no,cellular,1,aug,304,1,-1,1,success,yes
53,management,married,secondary,no,973,no,no,cellular,10,aug,259,1,188,1,success,yes
27,technician,single,secondary,no,117,no,no,cellular,28,aug,49,5,-1,0,unknown,no
35,management,married,tertiary,no,1728,no,no,cellular,22,apr,300,1,-1,0,unknown,yes
26,management,single,tertiary,no,-51,no,no,cellular,11,apr,21,1,-1,0,unknown,no
34,technician,single,secondary,no,352,no,no,cellular,31,aug,154,2,189,1,success,yes
27,student,single,tertiary,no,1603,no,no,cellular,14,apr,306,1,-1,1,unknown,yes
54,retired,married,primary,no,257,no,no,unknown,3,jun,200,1,-1,0,unknown,no
49,management,married,tertiary,no,211,no,no,cellular,17,aug,2,2,-1,0,unknown,no
33,student,single,secondary,no,303,yes,no,cellular,11,may,292,1,315,5,success,yes
54,management,married,tertiary,no,1614,yes,no,cellular,16,nov,152,1,190,3,failure,yes
32,technician,single,secondary,no,76,yes,no,cellular,21,nov,165,1,-1,0,unknown,no
29,services,single,secondary,no,272,yes,no,unknown,6,jun,421,5,-1,0,unknown,yes
33,admin.,single,secondary,no,147,no,no,cellular,16,apr,1013,1,-1,0,unknown,yes
48,management,married,tertiary,no,225,yes,no,cellular,20,nov,16,2,288,15,failure,no
32,management,single,tertiary,no,307,no,no,cellular,15,aug,160,2,-1,1,failure,no
58,technician,married,secondary,no,116,no,no,cellular,27,aug,961,2,-1,0,unknown,yes
32,management,single,tertiary,no,360,yes,no,cellular,15,may,341,1,92,3,success,yes
23,management,single,tertiary,no,300,no,no,cellular,30,jul,222,1,-1,0,unknown,yes
51,management,married,tertiary,no,856,no,no,cellular,12,nov,341,1,-1,0,unknown,yes
62,management,married,tertiary,no,1906,no,no,cellular,5,aug,322,1,-1,0,unknown,yes
55,management,married,tertiary,no,-57,no,no,unknown,3,jun,200,2,-1,0,unknown,no
23,student,single,secondary,no,110,no,no,cellular,30,apr,376,1,-1,0,unknown,yes
55,blue-collar,married,primary,no,1460,yes,no,cellular,20,nov,156,1,-1,0,unknown,no
55,blue-collar,married,primary,no,378,yes,no,unknown,15,may,104,1,-1,0,unknown,no
46,technician,married,secondary,no,298,no,no,cellular,13,aug,264,1,183,1,success,yes
40,management,married,secondary,no,-223,yes,no,cellular,22,nov,215,1,-1,0,unknown,no
29,technician,single,tertiary,no,-150,no,no,cellular,28,aug,66,2,-1,0,unknown,no
28,management,single,tertiary,no,156,no,no,cellular,1,jun,277,2,-1,0,unknown,yes
47,management,married,tertiary,no,600,no,no,cellular,22,apr,171,1,180,1,failure,yes
36,admin.,married,secondary,no,1590,yes,no,unknown,19,may,919,1,-1,0,unknown,yes
