duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
10.0,937.1916829291451,4.0,4.0,71.6715860233721,1.0,1.0,>=200,existing paid,new car,<100,>=7,male single,none,no known property,none,own,skilled,none,yes,good
18.0,3498.172826386576,1.0,2.0,34.39537407592954,1.0,2.0,no checking,existing paid,used car,<100,<1,male single,none,real estate,none,rent,high qualif/self emp/mgmt,yes,yes,good
24.0,5727.973828085231,4.0,4.0,38.96347927155819,2.0,1.0,>=200,no credits/all paid,domestic appliance,<100,>=7,male single,none,car,none,for free,unskilled resident,none,yes,bad
11.0,1143.771628215865,4.0,4.0,36.79988355822537,2.0,1.0,no checking,critical/other existing credit,business,<100,4<=X<7,male single,co applicant,no known property,none,rent,skilled,none,yes,good
12.0,990.2481898674228,4.0,4.0,43.45180569622884,1.0,1.0,no checking,existing paid,radio/tv,>=1000,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
60.0,9272.801379035049,4.0,4.0,22.98652171213953,1.0,1.0,<0,existing paid,new car,<100,1<=X<4,male single,co applicant,life insurance,bank,for free,skilled,yes,yes,good
18.0,1836.809408723004,4.0,1.0,37.89459905873413,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male single,guarantor,real estate,none,own,skilled,yes,yes,bad
30.0,1822.1960328343675,3.0,2.0,24.891432282957982,1.0,1.0,no checking,existing paid,radio/tv,<100,<1,female div/dep/mar,none,life insurance,none,rent,unskilled resident,yes,yes,good
16.0,3573.414600225634,1.0,2.0,30.48590373118308,2.0,1.0,<0,critical/other existing credit,radio/tv,<100,1<=X<4,male mar/wid,guarantor,real estate,stores,own,skilled,none,yes,good
18.0,2348.656335901426,4.0,4.0,34.67602147234787,1.0,2.0,>=200,all paid,business,<100,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
21.0,1584.9027454314214,4.0,4.0,48.89631841532808,1.0,1.0,>=200,existing paid,education,500<=X<1000,>=7,male single,none,real estate,none,own,skilled,none,no,good
15.0,791.7916371596576,4.0,3.0,65.40335066398495,1.0,1.0,>=200,existing paid,new car,<100,unemployed,male single,guarantor,car,none,own,skilled,yes,yes,good
24.0,4163.509219408202,4.0,4.0,37.74930241889214,2.0,1.0,<0,critical/other existing credit,education,no known savings,>=7,male single,none,life insurance,none,own,unskilled resident,none,no,bad
60.0,18129.81511512223,1.0,1.0,67.95213356880936,1.0,2.0,no checking,existing paid,new car,>=1000,<1,male single,none,no known property,none,for free,skilled,none,yes,bad
42.0,6449.2948715396005,2.0,3.0,27.818049116841053,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,500<=X<1000,4<=X<7,male div/sep,guarantor,life insurance,stores,for free,skilled,yes,yes,bad
60.0,250.0,1.0,1.0,19.0,1.0,2.0,<0,existing paid,business,100<=X<500,unemployed,male single,none,life insurance,none,for free,unskilled resident,none,yes,good
24.0,4421.669133217087,3.0,4.0,27.35669454272587,1.0,1.0,0<=X<200,delayed previously,business,<100,<1,male single,none,no known property,none,rent,skilled,yes,yes,bad
21.0,2642.112210415205,4.0,4.0,47.42759568785922,2.0,1.0,no checking,delayed previously,furniture/equipment,>=1000,>=7,male single,none,car,none,for free,unemp/unskilled non res,none,yes,bad
11.0,2326.148719835511,4.0,4.0,71.54314965291923,1.0,1.0,>=200,existing paid,business,<100,<1,female div/dep/mar,guarantor,no known property,none,for free,skilled,yes,yes,bad
33.0,5826.940901976364,3.0,4.0,43.34501871190917,1.0,2.0,no checking,critical/other existing credit,radio/tv,<100,<1,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
24.0,3224.845674626978,4.0,4.0,36.35861895576043,1.0,1.0,0<=X<200,all paid,used car,<100,unemployed,male div/sep,none,car,none,rent,skilled,yes,yes,bad
12.0,1689.7804616797594,3.0,4.0,59.97182781422032,1.0,1.0,no checking,existing paid,retraining,no known savings,>=7,male single,none,real estate,none,own,skilled,none,yes,good
8.0,3445.570723677381,1.0,4.0,36.13411287690289,1.0,1.0,<0,existing paid,new car,<100,unemployed,male single,co applicant,car,none,rent,skilled,none,yes,bad
24.0,5811.855177746158,4.0,4.0,40.23909516589201,1.0,2.0,<0,existing paid,retraining,<100,>=7,male single,none,no known property,stores,for free,unskilled resident,none,yes,good
12.0,1775.7791102014971,2.0,1.0,25.47042763711316,1.0,1.0,no checking,existing paid,repairs,<100,1<=X<4,male single,none,life insurance,bank,own,skilled,yes,yes,bad
11.0,2559.4774667615743,4.0,4.0,49.23484289040536,1.0,1.0,0<=X<200,existing paid,education,no known savings,<1,male single,none,real estate,bank,rent,skilled,yes,yes,good
27.0,2848.4775972904285,4.0,4.0,46.118112720733535,2.0,1.0,>=200,all paid,radio/tv,<100,>=7,female div/dep/mar,none,no known property,stores,for free,skilled,none,yes,good
20.0,1252.2940666066445,3.0,4.0,24.28267127832804,1.0,1.0,0<=X<200,delayed previously,furniture/equipment,500<=X<1000,1<=X<4,male mar/wid,none,car,none,rent,skilled,none,yes,good
60.0,411.3480510893871,1.0,1.0,75.0,1.0,2.0,>=200,critical/other existing credit,domestic appliance,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,bad
22.0,8556.641812132422,3.0,4.0,46.89552486956397,1.0,1.0,<0,all paid,radio/tv,<100,unemployed,male single,none,life insurance,none,for free,unskilled resident,none,yes,good
12.0,1297.439350533791,4.0,1.0,34.46386106528093,1.0,1.0,no checking,existing paid,radio/tv,<100,4<=X<7,male div/sep,none,real estate,none,rent,skilled,yes,no,bad
12.0,1936.6515466735227,2.0,4.0,27.247545806662803,1.0,1.0,no checking,existing paid,new car,500<=X<1000,<1,male div/sep,none,life insurance,none,own,unemp/unskilled non res,yes,yes,good
18.0,2243.585426962182,4.0,4.0,42.975804759659226,2.0,1.0,no checking,no credits/all paid,used car,<100,>=7,male single,none,life insurance,none,for free,high qualif/self emp/mgmt,yes,yes,good
14.0,1412.5234562527382,3.0,3.0,31.82957515771517,1.0,1.0,0<=X<200,existing paid,used car,<100,4<=X<7,female div/dep/mar,none,life insurance,stores,rent,skilled,none,no,good
21.0,1234.1925059455982,4.0,3.0,34.95531949127993,1.0,1.0,<0,no credits/all paid,new car,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
24.0,2394.133762715483,4.0,2.0,28.641339229368345,1.0,1.0,>=200,existing paid,repairs,<100,<1,male single,none,car,none,own,unskilled resident,none,yes,bad
60.0,17025.473998984562,1.0,4.0,34.88510621980095,2.0,1.0,<0,delayed previously,new car,<100,4<=X<7,male single,none,no known property,none,for free,skilled,yes,yes,good
12.0,1433.959760686954,4.0,4.0,45.44696361725399,1.0,1.0,0<=X<200,all paid,used car,no known savings,>=7,male single,none,real estate,bank,own,skilled,none,yes,good
24.0,2879.83847824031,4.0,4.0,45.69454189550582,2.0,1.0,0<=X<200,no credits/all paid,radio/tv,<100,>=7,male single,none,no known property,none,own,skilled,none,yes,bad
18.0,1387.802591609716,4.0,4.0,56.64348418156406,1.0,1.0,no checking,all paid,furniture/equipment,<100,>=7,male single,none,life insurance,stores,own,skilled,yes,yes,good
20.0,1136.4950257983614,4.0,4.0,35.573826398315425,2.0,1.0,<0,critical/other existing credit,domestic appliance,<100,>=7,male single,none,car,none,for free,skilled,none,yes,good
14.0,1393.9860500105058,4.0,3.0,39.89087379472264,2.0,1.0,>=200,critical/other existing credit,used car,>=1000,unemployed,male single,none,real estate,none,own,skilled,yes,yes,bad
60.0,13341.27906346165,1.0,1.0,30.496862467693298,1.0,1.0,<0,no credits/all paid,domestic appliance,<100,<1,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,bad
12.0,821.0342334994597,4.0,4.0,25.54522416884036,1.0,1.0,no checking,existing paid,repairs,>=1000,>=7,female div/dep/mar,none,real estate,none,rent,unskilled resident,none,yes,bad
30.0,3133.3156267888407,4.0,4.0,30.831029404299485,1.0,2.0,<0,existing paid,education,>=1000,<1,male single,none,no known property,none,own,skilled,none,yes,bad
30.0,2713.677817081308,4.0,4.0,27.0,1.0,1.0,>=200,existing paid,radio/tv,<100,<1,male single,guarantor,car,none,own,skilled,none,yes,good
24.0,4172.937434712712,2.0,4.0,31.73879028615731,2.0,1.0,0<=X<200,delayed previously,new car,<100,<1,female div/dep/mar,none,car,none,for free,skilled,none,yes,good
7.0,451.5088264727525,4.0,4.0,39.16137085056428,2.0,1.0,no checking,no credits/all paid,radio/tv,<100,4<=X<7,male single,guarantor,life insurance,bank,for free,unskilled resident,yes,yes,good
24.0,1551.545433988873,4.0,4.0,28.530610989342087,1.0,1.0,0<=X<200,existing paid,new car,<100,4<=X<7,male div/sep,none,life insurance,none,own,skilled,none,yes,bad
12.0,1487.3677032793842,3.0,2.0,46.176699984731535,2.0,1.0,<0,critical/other existing credit,furniture/equipment,100<=X<500,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,good
30.0,1695.4009508175695,4.0,4.0,22.67243834878986,2.0,1.0,<0,all paid,education,<100,<1,male single,none,no known property,stores,rent,high qualif/self emp/mgmt,yes,yes,bad
12.0,2790.355386012709,1.0,2.0,29.16868995044628,1.0,1.0,<0,existing paid,radio/tv,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
18.0,1745.6840923751647,4.0,1.0,25.854436953634988,1.0,1.0,<0,existing paid,radio/tv,<100,<1,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,good
39.0,4840.531826424887,4.0,4.0,48.21401670572271,2.0,1.0,>=200,delayed previously,new car,no known savings,>=7,male single,guarantor,no known property,none,for free,skilled,yes,yes,bad
60.0,9484.488481166412,2.0,1.0,41.90039113620766,1.0,2.0,no checking,existing paid,repairs,>=1000,<1,male single,none,no known property,none,rent,skilled,yes,yes,bad
14.0,1383.2956567839856,4.0,4.0,45.60198205303324,1.0,1.0,0<=X<200,all paid,new car,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,bad
24.0,2881.6959689639434,4.0,1.0,23.071347716565764,1.0,1.0,0<=X<200,existing paid,used car,100<=X<500,1<=X<4,male div/sep,none,life insurance,none,for free,skilled,none,yes,good
15.0,1784.275551039124,4.0,3.0,38.149930681853135,2.0,1.0,no checking,no credits/all paid,used car,500<=X<1000,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,good
30.0,2894.795505596748,4.0,2.0,25.071440934567363,1.0,1.0,0<=X<200,existing paid,new car,<100,<1,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,bad
24.0,9605.704037132224,4.0,4.0,35.564224650804206,2.0,1.0,<0,critical/other existing credit,new car,>=1000,4<=X<7,male single,none,car,none,for free,skilled,none,yes,bad
12.0,1591.58917498199,1.0,1.0,34.815137993598114,1.0,1.0,>=200,existing paid,radio/tv,no known savings,<1,male div/sep,none,real estate,bank,own,unemp/unskilled non res,none,yes,bad
14.0,3877.822644632448,3.0,4.0,65.4704407856617,1.0,1.0,0<=X<200,existing paid,new car,no known savings,>=7,female div/dep/mar,guarantor,no known property,none,own,unemp/unskilled non res,yes,yes,good
7.0,636.678054043271,2.0,4.0,26.89519345472537,1.0,1.0,no checking,existing paid,furniture/equipment,>=1000,unemployed,male single,none,car,stores,own,skilled,none,yes,good
26.0,3448.6887699006074,1.0,1.0,29.428920622291045,1.0,1.0,no checking,existing paid,repairs,no known savings,4<=X<7,male mar/wid,co applicant,real estate,none,own,skilled,yes,yes,bad
22.0,2414.055476437981,2.0,4.0,22.057064802832727,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male single,none,life insurance,none,rent,skilled,yes,yes,good
12.0,2094.183240215899,4.0,4.0,46.9829973107742,2.0,1.0,no checking,all paid,radio/tv,<100,4<=X<7,male single,none,real estate,bank,for free,skilled,yes,yes,bad
48.0,14640.186729820984,3.0,2.0,36.3356292510972,2.0,1.0,0<=X<200,all paid,education,<100,1<=X<4,male single,none,no known property,none,own,unemp/unskilled non res,yes,yes,bad
9.0,1287.485803114415,4.0,4.0,58.05992609262714,1.0,1.0,>=200,existing paid,radio/tv,no known savings,>=7,male single,none,car,none,for free,skilled,yes,yes,good
22.0,7376.042384416933,4.0,4.0,31.738064243453174,1.0,1.0,0<=X<200,existing paid,repairs,<100,unemployed,male single,none,no known property,none,for free,skilled,yes,yes,good
24.0,1732.6439260888822,3.0,4.0,27.0,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,500<=X<1000,<1,male single,none,real estate,stores,own,high qualif/self emp/mgmt,none,yes,bad
12.0,2495.50437396828,1.0,4.0,49.82350188875997,1.0,1.0,<0,existing paid,domestic appliance,<100,unemployed,female div/dep/mar,none,life insurance,none,rent,high qualif/self emp/mgmt,none,yes,bad
4.0,250.0,4.0,4.0,75.0,4.0,1.0,0<=X<200,delayed previously,furniture/equipment,500<=X<1000,>=7,male single,none,real estate,stores,own,unemp/unskilled non res,none,yes,good
18.0,2308.7059275851498,4.0,2.0,47.06074515418997,1.0,1.0,no checking,all paid,radio/tv,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,bad
9.0,3633.3521418587934,1.0,4.0,50.55631818484623,2.0,1.0,>=200,no credits/all paid,used car,100<=X<500,unemployed,male single,none,life insurance,none,for free,skilled,none,no,good
9.0,1014.307677520026,3.0,3.0,26.48638300148633,1.0,2.0,0<=X<200,existing paid,education,100<=X<500,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
48.0,4442.713897510207,4.0,1.0,29.73326458069274,1.0,1.0,<0,critical/other existing credit,furniture/equipment,no known savings,1<=X<4,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,none,yes,bad
16.0,3415.8571355788954,4.0,3.0,31.20719829790233,2.0,1.0,<0,no credits/all paid,new car,<100,>=7,male single,none,car,bank,rent,skilled,none,yes,good
36.0,4533.770917208002,4.0,3.0,45.18084892113035,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,>=7,male mar/wid,none,car,bank,own,high qualif/self emp/mgmt,none,yes,bad
24.0,2634.3945072935085,4.0,4.0,46.208174139009245,2.0,1.0,>=200,critical/other existing credit,furniture/equipment,>=1000,4<=X<7,male div/sep,none,no known property,none,own,skilled,none,yes,good
24.0,3959.171819082137,4.0,4.0,45.56094391669148,1.0,1.0,<0,existing paid,radio/tv,500<=X<1000,unemployed,male single,none,no known property,none,for free,unskilled resident,yes,yes,bad
12.0,2568.153462849389,3.0,2.0,27.33198076539852,1.0,1.0,0<=X<200,existing paid,furniture/equipment,<100,<1,male mar/wid,none,real estate,none,own,skilled,yes,yes,bad
24.0,3932.971758713119,4.0,2.0,35.069281722766746,1.0,2.0,>=200,all paid,furniture/equipment,no known savings,1<=X<4,male single,none,no known property,none,for free,unemp/unskilled non res,yes,yes,bad
10.0,1480.1309364435845,4.0,4.0,37.96269968325016,2.0,1.0,0<=X<200,delayed previously,education,<100,1<=X<4,male div/sep,none,car,none,for free,skilled,yes,yes,good
39.0,14180.7309458718,3.0,2.0,39.072139925262725,2.0,1.0,0<=X<200,no credits/all paid,radio/tv,<100,unemployed,male single,none,no known property,none,own,skilled,yes,yes,bad
18.0,3759.5654098593454,2.0,4.0,61.94492103850056,1.0,1.0,>=200,existing paid,new car,<100,>=7,female div/dep/mar,none,no known property,none,own,unskilled resident,yes,yes,good
60.0,250.0,1.0,1.0,19.0,1.0,2.0,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,bank,own,high qualif/self emp/mgmt,none,yes,bad
11.0,1828.0590127230737,4.0,2.0,34.47045274469784,1.0,1.0,0<=X<200,existing paid,furniture/equipment,no known savings,>=7,male single,none,real estate,none,rent,unskilled resident,yes,yes,good
24.0,4627.936864856473,4.0,3.0,34.64632449148819,2.0,1.0,<0,critical/other existing credit,new car,>=1000,unemployed,male single,none,no known property,none,own,unemp/unskilled non res,none,yes,bad
12.0,847.863419123403,4.0,2.0,23.934201864919576,1.0,1.0,no checking,no credits/all paid,education,<100,>=7,female div/dep/mar,none,car,stores,own,skilled,yes,yes,bad
36.0,9583.400673799646,1.0,3.0,36.797371478195736,1.0,1.0,no checking,all paid,new car,<100,>=7,female div/dep/mar,none,no known property,none,own,skilled,none,yes,bad
6.0,1133.2340396895008,4.0,4.0,54.14835375878418,1.0,1.0,>=200,existing paid,retraining,no known savings,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
36.0,3017.4291972111423,4.0,3.0,29.37005942474746,1.0,1.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,male single,none,car,none,own,skilled,none,no,good
24.0,2681.1614819262813,4.0,3.0,26.994101346244825,1.0,1.0,0<=X<200,existing paid,furniture/equipment,100<=X<500,1<=X<4,male single,co applicant,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
24.0,4195.9252867191935,4.0,3.0,32.230995630646696,1.0,1.0,0<=X<200,existing paid,retraining,500<=X<1000,1<=X<4,male single,none,car,bank,own,high qualif/self emp/mgmt,none,yes,bad
36.0,6896.854178669155,1.0,1.0,42.2057668652037,1.0,1.0,no checking,critical/other existing credit,repairs,<100,1<=X<4,male single,none,no known property,none,own,skilled,yes,yes,good
60.0,250.0,1.0,1.0,19.0,1.0,2.0,0<=X<200,existing paid,radio/tv,100<=X<500,1<=X<4,male single,none,car,none,own,skilled,none,yes,bad
16.0,3981.302728017512,1.0,4.0,21.47389098849472,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,<1,male single,none,no known property,bank,own,skilled,none,yes,bad
18.0,5887.3720190702015,1.0,1.0,34.7184669273776,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male div/sep,none,life insurance,none,own,unskilled resident,none,yes,good
18.0,4802.817764608948,1.0,3.0,35.14555235459966,2.0,1.0,<0,critical/other existing credit,retraining,500<=X<1000,<1,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
18.0,1677.5887690433706,3.0,4.0,38.45208595669228,2.0,1.0,0<=X<200,delayed previously,furniture/equipment,<100,>=7,male single,none,real estate,stores,own,skilled,yes,yes,good
15.0,1210.2304299690716,4.0,4.0,46.76134269035653,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
18.0,2423.599914778614,4.0,3.0,26.407723013016337,1.0,1.0,no checking,existing paid,radio/tv,no known savings,4<=X<7,female div/dep/mar,none,car,none,own,skilled,yes,yes,bad
10.0,1689.3536477915482,3.0,2.0,38.18913939712644,1.0,1.0,no checking,existing paid,used car,<100,<1,male single,none,real estate,none,own,skilled,none,yes,good
22.0,1805.467400313685,4.0,2.0,24.429146968142035,1.0,1.0,<0,all paid,new car,<100,>=7,male single,none,no known property,none,own,skilled,none,no,bad
14.0,1859.0832777714745,4.0,2.0,31.33699239565121,1.0,1.0,no checking,existing paid,new car,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,good
11.0,3995.475066454565,1.0,4.0,26.786703935825148,2.0,1.0,no checking,no credits/all paid,radio/tv,<100,unemployed,female div/dep/mar,none,real estate,stores,rent,skilled,yes,yes,bad
24.0,2065.1883865203704,4.0,4.0,35.838862282232014,2.0,1.0,0<=X<200,no credits/all paid,business,>=1000,>=7,male single,none,car,stores,for free,skilled,yes,yes,good
40.0,4426.681886809752,4.0,3.0,27.0,2.0,1.0,0<=X<200,delayed previously,retraining,<100,>=7,male single,none,car,none,own,high qualif/self emp/mgmt,none,yes,good
60.0,250.0,1.0,1.0,19.0,1.0,2.0,no checking,existing paid,new car,500<=X<1000,4<=X<7,male single,none,car,none,for free,skilled,yes,yes,bad
18.0,1223.8890551261825,4.0,4.0,39.53166238648177,1.0,1.0,<0,existing paid,education,100<=X<500,1<=X<4,male single,none,life insurance,none,for free,unskilled resident,yes,yes,good
24.0,1049.499118008108,4.0,4.0,19.275386129253068,1.0,1.0,0<=X<200,existing paid,radio/tv,500<=X<1000,4<=X<7,female div/dep/mar,none,life insurance,stores,rent,skilled,yes,yes,good
24.0,6186.105519111364,3.0,1.0,35.56850287274983,1.0,2.0,no checking,no credits/all paid,education,<100,4<=X<7,male single,none,life insurance,none,own,skilled,yes,no,good
24.0,2230.3117197301003,4.0,4.0,39.32865684005324,2.0,1.0,no checking,delayed previously,furniture/equipment,<100,>=7,male single,none,car,stores,own,skilled,yes,yes,good
18.0,1316.34208055284,4.0,2.0,30.99219312317932,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
24.0,6859.8946213489,4.0,4.0,57.64284872357112,1.0,1.0,0<=X<200,no credits/all paid,new car,500<=X<1000,unemployed,male div/sep,none,no known property,none,for free,skilled,yes,yes,bad
13.0,687.6786535656511,4.0,2.0,31.237176507902213,2.0,1.0,no checking,no credits/all paid,new car,no known savings,4<=X<7,male div/sep,none,real estate,stores,own,skilled,none,yes,bad
12.0,1758.6510849059737,4.0,3.0,53.75105787909114,2.0,1.0,0<=X<200,critical/other existing credit,new car,500<=X<1000,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,bad
24.0,3664.617906412069,3.0,1.0,37.626191665276416,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,yes,yes,good
20.0,2056.493948738964,4.0,1.0,27.432626111369103,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,4<=X<7,male single,none,car,none,own,unskilled resident,yes,no,good
24.0,1849.2899869247424,4.0,2.0,33.78557091895671,1.0,2.0,<0,existing paid,new car,no known savings,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,bad
36.0,6455.829548270736,4.0,3.0,39.02643462711663,1.0,1.0,no checking,critical/other existing credit,new car,<100,unemployed,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
18.0,2245.6571917976003,3.0,2.0,43.16048391218969,2.0,1.0,no checking,delayed previously,radio/tv,>=1000,1<=X<4,female div/dep/mar,guarantor,car,none,own,skilled,yes,yes,good
8.0,1834.364777513145,1.0,3.0,50.33210617819209,2.0,2.0,no checking,delayed previously,radio/tv,100<=X<500,4<=X<7,male single,none,no known property,none,own,high qualif/self emp/mgmt,none,yes,bad
15.0,2293.9288154579176,4.0,2.0,26.280717481503128,1.0,1.0,<0,existing paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
21.0,8468.805335873696,3.0,1.0,26.68199809138246,1.0,1.0,0<=X<200,existing paid,radio/tv,100<=X<500,4<=X<7,male single,none,life insurance,stores,own,skilled,none,yes,bad
10.0,1003.329258314092,4.0,1.0,31.68407713266448,1.0,1.0,0<=X<200,all paid,furniture/equipment,100<=X<500,<1,male div/sep,none,real estate,none,own,unskilled resident,none,no,good
21.0,2667.063156073789,1.0,4.0,36.84363684968536,1.0,1.0,0<=X<200,all paid,radio/tv,<100,unemployed,male single,co applicant,life insurance,none,rent,skilled,none,yes,good
8.0,1039.760302755467,3.0,4.0,22.381836270162456,1.0,1.0,>=200,existing paid,radio/tv,>=1000,4<=X<7,male div/sep,co applicant,life insurance,none,rent,unemp/unskilled non res,none,yes,bad
4.0,1325.1006265540975,1.0,4.0,72.55399494190505,1.0,1.0,>=200,all paid,domestic appliance,100<=X<500,unemployed,male div/sep,none,life insurance,none,own,skilled,none,no,good
60.0,5619.421639336185,1.0,1.0,75.0,1.0,2.0,<0,no credits/all paid,furniture/equipment,<100,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
33.0,4501.768179840269,2.0,1.0,24.087644145016704,2.0,1.0,no checking,no credits/all paid,new car,>=1000,<1,male single,none,real estate,stores,own,skilled,none,yes,good
11.0,798.2382998476161,4.0,4.0,35.6756706275982,2.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,bad
60.0,17023.0607027734,2.0,2.0,33.04084649409401,1.0,1.0,<0,existing paid,used car,>=1000,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,bad
24.0,2976.859849848997,4.0,3.0,23.30121417023196,1.0,1.0,0<=X<200,existing paid,domestic appliance,<100,1<=X<4,male mar/wid,none,no known property,none,own,unskilled resident,yes,yes,bad
15.0,1330.4123623717096,4.0,4.0,66.50517130014133,2.0,1.0,>=200,delayed previously,furniture/equipment,<100,4<=X<7,male single,none,real estate,none,own,skilled,yes,yes,bad
60.0,250.0,1.0,1.0,19.0,1.0,2.0,no checking,existing paid,repairs,<100,4<=X<7,male single,co applicant,no known property,bank,own,high qualif/self emp/mgmt,none,yes,good
36.0,6216.5096912271565,2.0,4.0,39.85214647929384,1.0,1.0,<0,existing paid,new car,>=1000,unemployed,female div/dep/mar,none,real estate,none,for free,skilled,none,yes,bad
6.0,662.7931748283856,2.0,4.0,27.0,1.0,1.0,no checking,existing paid,retraining,no known savings,<1,female div/dep/mar,none,life insurance,none,rent,high qualif/self emp/mgmt,yes,yes,good
12.0,2013.85793714168,4.0,2.0,25.062127931029945,1.0,1.0,no checking,critical/other existing credit,repairs,<100,1<=X<4,male single,none,life insurance,none,own,skilled,yes,yes,good
36.0,3878.5861516609752,3.0,4.0,20.175795625158194,1.0,1.0,0<=X<200,all paid,retraining,<100,>=7,male single,guarantor,car,none,rent,skilled,yes,yes,good
10.0,3067.382463124812,2.0,4.0,47.585586260152304,1.0,1.0,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,own,skilled,none,no,good
24.0,3583.708614839324,2.0,1.0,29.69589055183144,1.0,1.0,no checking,existing paid,used car,500<=X<1000,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
