duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
25,1915,4,4,26,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,co applicant,no known property,stores,rent,skilled,yes,yes,bad
22,2338,4,4,22,1,1,0<=X<200,existing paid,other,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,bad
8,1866,4,4,44,1,1,no checking,existing paid,business,100<=X<500,1<=X<4,male single,none,real estate,stores,for free,skilled,none,yes,good
11,350,4,4,26,2,1,<0,critical/other existing credit,new car,no known savings,>=7,male single,co applicant,car,bank,own,unskilled resident,none,yes,good
17,2827,4,4,38,2,1,no checking,critical/other existing credit,radio/tv,>=1000,1<=X<4,male single,none,car,none,own,skilled,yes,yes,good
15,2973,4,4,54,1,1,no checking,existing paid,furniture/equipment,<100,>=7,male single,none,no known property,none,for free,skilled,none,yes,good
22,2207,4,4,28,1,1,0<=X<200,delayed previously,used car,<100,unemployed,male single,none,no known property,none,rent,skilled,yes,yes,good
25,2942,4,4,40,1,1,<0,existing paid,other,no known savings,1<=X<4,male single,none,no known property,bank,for free,skilled,yes,yes,bad
23,1699,4,2,27,1,1,no checking,existing paid,retraining,500<=X<1000,1<=X<4,male single,guarantor,life insurance,stores,own,skilled,none,yes,bad
7,1224,4,4,27,1,1,no checking,existing paid,business,<100,<1,male div/sep,none,real estate,none,own,unemp/unskilled non res,none,yes,bad
20,3400,4,2,26,1,1,0<=X<200,existing paid,radio/tv,<100,<1,male mar/wid,none,life insurance,none,own,skilled,none,yes,good
15,7063,2,4,32,1,1,0<=X<200,delayed previously,domestic appliance,>=1000,unemployed,female div/dep/mar,none,car,none,rent,skilled,yes,yes,bad
11,533,4,2,54,2,1,>=200,critical/other existing credit,new car,no known savings,>=7,male single,guarantor,real estate,stores,for free,unemp/unskilled non res,yes,yes,bad
12,978,4,2,28,1,1,<0,all paid,used car,500<=X<1000,<1,male single,none,life insurance,bank,own,skilled,none,yes,bad
10,1154,2,4,46,1,1,no checking,all paid,used car,100<=X<500,4<=X<7,male single,none,real estate,none,for free,skilled,none,no,good
12,1495,4,4,54,1,1,>=200,existing paid,education,<100,>=7,male single,co applicant,no known property,none,for free,skilled,yes,yes,good
48,11880,2,4,25,1,1,no checking,existing paid,radio/tv,<100,<1,male single,none,no known property,none,for free,skilled,yes,no,good
12,1016,4,4,66,1,1,<0,existing paid,radio/tv,no known savings,>=7,male single,none,no known property,none,own,high qualif/self emp/mgmt,none,yes,bad
10,3930,1,4,20,1,1,no checking,existing paid,new car,<100,unemployed,male div/sep,none,car,none,rent,skilled,none,no,bad
11,1979,4,4,53,1,1,no checking,existing paid,education,<100,4<=X<7,male single,none,no known property,stores,for free,high qualif/self emp/mgmt,yes,yes,good
12,1854,2,4,25,1,1,no checking,existing paid,new car,>=1000,4<=X<7,male single,guarantor,life insurance,stores,own,unskilled resident,yes,no,good
20,1122,4,4,50,1,1,no checking,existing paid,furniture/equipment,<100,1<=X<4,male single,none,car,stores,own,unskilled resident,yes,yes,good
12,4377,2,2,23,1,1,0<=X<200,existing paid,radio/tv,<100,unemployed,female div/dep/mar,guarantor,car,none,rent,skilled,none,yes,bad
8,2263,4,4,44,2,1,no checking,no credits/all paid,radio/tv,>=1000,>=7,male single,none,real estate,none,for free,unskilled resident,yes,yes,good
20,2195,4,4,24,1,1,0<=X<200,no credits/all paid,furniture/equipment,<100,<1,male mar/wid,none,life insurance,none,rent,unskilled resident,none,yes,bad
39,2663,2,4,25,1,1,<0,existing paid,furniture/equipment,<100,<1,female div/dep/mar,none,life insurance,none,rent,skilled,yes,yes,bad
20,974,4,2,31,1,1,0<=X<200,existing paid,education,<100,1<=X<4,male div/sep,none,real estate,bank,for free,skilled,none,yes,good
52,10651,4,4,43,1,1,0<=X<200,existing paid,other,<100,unemployed,male single,none,no known property,none,rent,skilled,none,yes,bad
22,3394,2,2,25,1,1,0<=X<200,critical/other existing credit,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,none,own,skilled,none,yes,bad
12,706,4,2,37,2,1,no checking,no credits/all paid,new car,100<=X<500,1<=X<4,male single,co applicant,life insurance,none,own,skilled,yes,yes,good
14,1358,4,2,36,1,1,0<=X<200,existing paid,radio/tv,<100,<1,male div/sep,guarantor,real estate,none,own,unemp/unskilled non res,yes,yes,bad
56,3949,4,2,27,1,1,no checking,existing paid,business,no known savings,1<=X<4,male single,none,no known property,stores,own,skilled,none,yes,good
9,1466,2,2,32,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male mar/wid,none,real estate,none,rent,high qualif/self emp/mgmt,none,yes,good
13,3180,4,4,27,1,1,0<=X<200,existing paid,radio/tv,no known savings,<1,male single,none,life insurance,none,rent,skilled,yes,yes,good
24,3142,4,4,28,1,1,>=200,existing paid,furniture/equipment,500<=X<1000,4<=X<7,male single,none,no known property,bank,rent,skilled,none,yes,bad
17,3248,2,2,34,2,1,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,car,bank,own,high qualif/self emp/mgmt,yes,yes,good
23,4488,2,2,44,1,1,<0,existing paid,furniture/equipment,<100,unemployed,female div/dep/mar,none,no known property,none,own,unemp/unskilled non res,none,yes,good
15,4147,2,4,35,1,1,<0,no credits/all paid,used car,<100,>=7,female div/dep/mar,co applicant,no known property,none,rent,unskilled resident,yes,yes,good
10,1342,4,4,40,2,1,<0,delayed previously,furniture/equipment,100<=X<500,>=7,male single,co applicant,no known property,none,for free,unskilled resident,yes,yes,good
14,859,4,2,30,2,1,<0,critical/other existing credit,other,<100,1<=X<4,male mar/wid,none,life insurance,none,own,skilled,yes,yes,good
12,1277,4,2,33,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male div/sep,none,car,none,own,high qualif/self emp/mgmt,none,yes,good
14,1014,4,2,42,2,1,<0,critical/other existing credit,new car,500<=X<1000,>=7,female div/dep/mar,none,car,none,own,unskilled resident,yes,yes,good
24,3973,4,4,22,1,1,<0,existing paid,furniture/equipment,<100,<1,male single,none,car,none,rent,skilled,yes,yes,good
19,1584,4,2,24,2,1,no checking,no credits/all paid,new car,<100,1<=X<4,male single,none,life insurance,stores,own,unemp/unskilled non res,yes,yes,good
19,1968,4,2,24,1,1,0<=X<200,existing paid,radio/tv,>=1000,<1,male mar/wid,none,car,stores,own,skilled,yes,yes,bad
39,2309,2,2,24,1,1,0<=X<200,existing paid,new car,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,good
10,624,4,4,54,1,1,<0,delayed previously,new car,<100,>=7,male single,guarantor,real estate,none,rent,unskilled resident,yes,yes,good
9,2352,2,2,21,1,1,0<=X<200,existing paid,repairs,<100,4<=X<7,male single,none,real estate,none,for free,skilled,none,yes,good
14,1076,4,4,25,1,1,no checking,existing paid,other,<100,<1,male mar/wid,none,real estate,none,for free,unskilled resident,none,yes,good
24,2235,4,4,28,1,1,0<=X<200,existing paid,domestic appliance,<100,<1,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
17,791,4,4,67,2,1,>=200,critical/other existing credit,used car,500<=X<1000,>=7,male div/sep,none,life insurance,none,own,skilled,yes,yes,bad
24,1652,4,4,25,1,1,no checking,existing paid,used car,<100,<1,female div/dep/mar,guarantor,real estate,none,own,skilled,none,yes,bad
14,1433,4,4,23,1,1,<0,critical/other existing credit,domestic appliance,<100,1<=X<4,male single,none,life insurance,stores,rent,skilled,yes,yes,bad
8,1523,2,4,28,1,1,no checking,existing paid,retraining,no known savings,4<=X<7,female div/dep/mar,none,real estate,none,for free,skilled,yes,yes,good
11,1474,4,2,30,1,1,0<=X<200,all paid,radio/tv,>=1000,4<=X<7,female div/dep/mar,none,real estate,stores,own,unskilled resident,none,yes,bad
24,4358,2,2,21,1,1,<0,existing paid,new car,>=1000,4<=X<7,female div/dep/mar,none,car,none,own,unemp/unskilled non res,none,yes,good
10,963,4,4,34,2,1,no checking,delayed previously,radio/tv,<100,4<=X<7,male single,none,real estate,none,for free,skilled,yes,yes,good
24,2220,4,4,62,1,1,>=200,all paid,domestic appliance,no known savings,>=7,male single,guarantor,real estate,none,rent,skilled,yes,yes,bad
19,1772,4,4,45,1,1,<0,existing paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
14,916,4,4,56,1,1,>=200,existing paid,furniture/equipment,100<=X<500,>=7,male single,guarantor,life insurance,stores,own,unemp/unskilled non res,none,yes,good
13,3181,4,4,26,1,1,<0,existing paid,radio/tv,no known savings,1<=X<4,male mar/wid,none,car,none,for free,skilled,yes,yes,good
13,3240,1,4,55,1,1,no checking,critical/other existing credit,radio/tv,no known savings,1<=X<4,male single,none,real estate,stores,own,unskilled resident,yes,yes,good
24,3092,4,4,29,1,1,0<=X<200,existing paid,new car,<100,1<=X<4,male single,none,no known property,none,for free,skilled,yes,yes,bad
15,1290,4,4,27,1,1,0<=X<200,all paid,furniture/equipment,500<=X<1000,<1,male mar/wid,none,real estate,bank,rent,skilled,none,yes,good
13,2261,4,4,33,2,1,no checking,critical/other existing credit,new car,<100,<1,male single,none,car,none,for free,skilled,none,yes,good
25,2983,4,4,27,1,1,no checking,existing paid,radio/tv,500<=X<1000,unemployed,female div/dep/mar,none,car,none,rent,skilled,none,yes,good
10,2383,4,4,29,1,1,0<=X<200,existing paid,new car,no known savings,<1,male div/sep,none,no known property,none,rent,skilled,none,yes,good
22,3226,4,4,28,2,1,no checking,delayed previously,furniture/equipment,<100,<1,female div/dep/mar,guarantor,car,none,rent,skilled,yes,yes,bad
11,1470,4,4,50,1,1,no checking,existing paid,business,<100,4<=X<7,female div/dep/mar,none,real estate,bank,for free,skilled,yes,yes,bad
7,965,4,4,22,1,1,no checking,all paid,other,<100,1<=X<4,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,bad
9,3347,1,2,26,1,1,no checking,existing paid,other,<100,1<=X<4,male single,none,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
15,1620,4,4,45,2,1,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,no known property,bank,for free,skilled,yes,yes,good
7,1697,4,4,48,2,1,no checking,existing paid,retraining,<100,4<=X<7,male single,co applicant,life insurance,none,for free,skilled,yes,yes,bad
17,4255,4,4,37,1,1,0<=X<200,critical/other existing credit,used car,500<=X<1000,1<=X<4,male single,none,no known property,none,for free,unemp/unskilled non res,yes,yes,good
11,1980,4,2,37,2,1,no checking,no credits/all paid,furniture/equipment,<100,<1,male div/sep,none,real estate,stores,own,skilled,none,yes,good
11,2024,4,4,49,1,1,no checking,all paid,furniture/equipment,500<=X<1000,>=7,male single,none,real estate,none,for free,unskilled resident,yes,yes,good
9,1497,4,4,57,2,1,>=200,existing paid,radio/tv,<100,>=7,male single,none,life insurance,bank,for free,skilled,yes,yes,good
14,3068,2,4,29,1,1,0<=X<200,existing paid,radio/tv,no known savings,>=7,male mar/wid,none,real estate,none,own,skilled,none,yes,good
8,3759,2,4,22,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,high qualif/self emp/mgmt,yes,yes,good
16,1568,4,3,60,1,1,>=200,existing paid,used car,500<=X<1000,>=7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
18,4343,4,2,31,1,1,no checking,existing paid,furniture/equipment,<100,unemployed,male single,none,car,none,own,unskilled resident,yes,yes,bad
17,1530,4,4,33,1,1,no checking,existing paid,used car,<100,1<=X<4,male single,none,real estate,none,rent,unskilled resident,yes,yes,bad
16,1314,4,4,41,2,1,no checking,critical/other existing credit,radio/tv,500<=X<1000,<1,male single,none,life insurance,none,own,high qualif/self emp/mgmt,none,yes,good
10,1787,4,2,30,1,1,0<=X<200,existing paid,other,<100,<1,male mar/wid,co applicant,real estate,none,for free,skilled,none,yes,bad
24,1806,4,2,25,1,1,>=200,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,no,bad
16,1059,4,4,27,1,1,0<=X<200,existing paid,used car,<100,<1,male div/sep,none,no known property,bank,own,unemp/unskilled non res,none,yes,bad
8,1248,4,2,26,1,1,>=200,existing paid,furniture/equipment,<100,1<=X<4,male single,none,life insurance,none,own,skilled,none,yes,bad
10,2038,4,4,39,2,1,0<=X<200,no credits/all paid,education,<100,>=7,male single,none,no known property,bank,for free,unemp/unskilled non res,none,yes,good
17,3272,4,2,41,2,1,>=200,delayed previously,other,<100,>=7,female div/dep/mar,co applicant,real estate,none,own,skilled,yes,yes,good
13,1466,4,2,27,1,1,no checking,existing paid,domestic appliance,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,bad
11,1226,4,2,27,1,1,no checking,existing paid,radio/tv,<100,4<=X<7,female div/dep/mar,co applicant,life insurance,none,rent,skilled,yes,yes,bad
16,1438,4,4,56,2,1,>=200,no credits/all paid,new car,<100,4<=X<7,male single,none,car,none,for free,skilled,yes,yes,good
12,1548,4,4,22,1,1,<0,all paid,new car,<100,1<=X<4,male single,guarantor,real estate,stores,own,unemp/unskilled non res,none,yes,bad
18,2069,4,4,50,1,1,no checking,existing paid,furniture/equipment,<100,>=7,male single,none,no known property,none,own,high qualif/self emp/mgmt,none,yes,good
15,1654,4,4,56,1,1,0<=X<200,existing paid,furniture/equipment,<100,>=7,female div/dep/mar,co applicant,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
47,7511,2,2,38,1,1,0<=X<200,existing paid,radio/tv,500<=X<1000,1<=X<4,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
13,7216,2,4,41,1,1,no checking,existing paid,new car,<100,unemployed,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,good
6,1327,4,4,62,1,1,no checking,existing paid,domestic appliance,<100,>=7,male single,none,real estate,none,own,unskilled resident,yes,yes,good
8,585,4,4,49,1,1,no checking,existing paid,radio/tv,<100,>=7,male single,none,real estate,none,own,skilled,yes,yes,good
13,1004,4,4,49,1,1,0<=X<200,all paid,new car,<100,1<=X<4,male single,none,real estate,none,own,skilled,none,yes,good
16,1251,4,4,59,1,1,>=200,existing paid,new car,<100,>=7,male single,none,no known property,none,for free,skilled,yes,yes,good
23,2586,4,4,29,1,1,0<=X<200,existing paid,radio/tv,<100,<1,male single,none,life insurance,none,rent,skilled,yes,yes,good
44,3572,1,4,27,1,1,no checking,existing paid,furniture/equipment,100<=X<500,unemployed,female div/dep/mar,none,car,none,rent,skilled,yes,yes,good
13,1603,4,4,29,1,1,no checking,existing paid,education,>=1000,1<=X<4,male div/sep,guarantor,car,none,for free,skilled,yes,yes,good
52,3412,4,2,28,1,1,no checking,existing paid,used car,<100,unemployed,male single,none,car,none,own,unemp/unskilled non res,yes,yes,good
46,1359,2,2,23,2,1,<0,no credits/all paid,used car,<100,<1,female div/dep/mar,none,life insurance,stores,own,skilled,none,yes,bad
4,1844,4,4,65,1,1,0<=X<200,existing paid,new car,<100,>=7,male single,none,no known property,none,own,high qualif/self emp/mgmt,none,yes,good
42,4280,2,2,38,2,1,<0,critical/other existing credit,other,>=1000,<1,female div/dep/mar,none,real estate,none,rent,unskilled resident,yes,yes,bad
9,1258,4,4,54,1,1,no checking,critical/other existing credit,furniture/equipment,>=1000,unemployed,male single,none,car,none,for free,unskilled resident,yes,yes,good
16,1775,2,2,30,1,1,>=200,all paid,radio/tv,<100,unemployed,female div/dep/mar,co applicant,real estate,none,own,high qualif/self emp/mgmt,yes,yes,good
24,3023,4,4,48,1,1,no checking,all paid,other,<100,<1,male single,none,no known property,none,own,skilled,yes,yes,good
43,3777,4,4,34,1,1,<0,existing paid,new car,>=1000,>=7,male single,none,car,stores,own,unemp/unskilled non res,yes,yes,bad
14,5647,4,4,39,1,1,no checking,existing paid,new car,100<=X<500,>=7,male single,none,no known property,bank,for free,skilled,yes,yes,bad
17,4316,2,2,37,1,1,<0,existing paid,repairs,<100,unemployed,male single,none,real estate,stores,rent,skilled,yes,yes,bad
9,3314,2,2,26,1,1,0<=X<200,existing paid,new car,>=1000,<1,male div/sep,none,real estate,none,rent,unemp/unskilled non res,none,yes,good
17,1435,4,2,26,1,1,0<=X<200,all paid,radio/tv,<100,<1,male div/sep,none,real estate,none,own,high qualif/self emp/mgmt,yes,yes,bad
29,3350,1,2,44,2,2,<0,critical/other existing credit,furniture/equipment,<100,1<=X<4,male single,none,real estate,stores,own,skilled,yes,yes,bad
8,3495,4,4,35,1,1,no checking,all paid,new car,<100,>=7,male single,none,no known property,bank,rent,unemp/unskilled non res,none,yes,good
15,3540,1,4,66,2,2,<0,critical/other existing credit,new car,<100,unemployed,male div/sep,none,no known property,none,own,skilled,yes,yes,bad
10,1922,4,4,34,1,1,no checking,existing paid,radio/tv,100<=X<500,unemployed,male single,none,real estate,stores,for free,skilled,yes,yes,good
14,1902,4,4,32,1,1,no checking,existing paid,new car,no known savings,4<=X<7,male single,none,car,none,own,skilled,yes,yes,bad
13,1555,4,4,37,1,1,<0,existing paid,retraining,<100,4<=X<7,male single,none,life insurance,bank,for free,skilled,none,yes,good
