duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
10,5291,4,2,50,1,1,0<=X<200,critical/other existing credit,domestic appliance,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,bad
4,12748,1,4,25,2,1,<0,all paid,radio/tv,<100,<1,male mar/wid,none,car,none,rent,unskilled resident,none,yes,good
6,3324,1,3,80,1,1,>=200,existing paid,radio/tv,<100,>=7,male div/sep,none,real estate,none,rent,skilled,yes,no,bad
-1,5544,3,4,30,1,1,no checking,existing paid,new car,500<=X<1000,unemployed,male single,none,no known property,none,own,unemp/unskilled non res,yes,yes,good
12,19036,4,3,59,1,1,no checking,existing paid,used car,<100,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,bad
19,19450,1,3,40,2,2,0<=X<200,critical/other existing credit,used car,<100,4<=X<7,male single,none,no known property,stores,for free,skilled,none,no,bad
19,11784,3,4,60,2,1,<0,no credits/all paid,new car,<100,unemployed,male single,none,no known property,none,for free,skilled,none,yes,good
9,3339,4,2,22,1,1,>=200,existing paid,repairs,<100,<1,male single,none,car,none,rent,unskilled resident,none,yes,bad
5,11190,2,2,28,1,2,<0,delayed previously,new car,<100,4<=X<7,male single,none,no known property,none,rent,skilled,yes,yes,good
22,4220,4,2,36,1,1,0<=X<200,all paid,used car,no known savings,1<=X<4,male single,none,car,bank,own,skilled,none,yes,bad
2,8217,4,2,30,2,1,0<=X<200,no credits/all paid,radio/tv,<100,unemployed,male single,none,life insurance,none,own,skilled,none,yes,bad
2,10710,4,2,65,1,1,no checking,all paid,furniture/equipment,<100,>=7,male single,none,no known property,stores,own,skilled,yes,yes,bad
19,4961,2,4,44,2,1,<0,critical/other existing credit,domestic appliance,<100,>=7,male single,none,life insurance,none,for free,skilled,none,yes,good
4,2565,2,4,44,1,1,no checking,existing paid,used car,>=1000,unemployed,female div/dep/mar,none,no known property,none,own,skilled,yes,yes,bad
1,6495,4,2,35,2,1,<0,no credits/all paid,domestic appliance,<100,unemployed,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,bad
6,21458,4,4,37,1,1,no checking,existing paid,repairs,>=1000,unemployed,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
23,9760,4,4,80,1,1,no checking,existing paid,education,>=1000,unemployed,male single,none,no known property,none,own,skilled,none,yes,bad
16,1307,3,2,35,1,1,>=200,existing paid,radio/tv,<100,<1,female div/dep/mar,guarantor,real estate,none,own,skilled,none,yes,good
4,4551,3,2,30,1,1,0<=X<200,existing paid,new car,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
28,8177,3,2,31,1,2,0<=X<200,existing paid,radio/tv,<100,4<=X<7,male single,guarantor,life insurance,bank,own,unskilled resident,yes,yes,good
7,20767,1,2,32,1,2,0<=X<200,existing paid,new car,<100,4<=X<7,male div/sep,none,no known property,none,own,skilled,none,yes,bad
1,12677,3,4,54,2,1,<0,critical/other existing credit,furniture/equipment,100<=X<500,unemployed,male single,none,no known property,none,for free,skilled,yes,yes,bad
26,10830,4,3,31,1,1,<0,existing paid,education,<100,unemployed,male single,none,no known property,stores,for free,high qualif/self emp/mgmt,yes,yes,bad
9,2736,3,2,66,1,2,>=200,existing paid,radio/tv,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,bad
20,5838,4,2,53,1,2,<0,existing paid,radio/tv,<100,<1,male single,none,no known property,none,rent,skilled,yes,yes,good
14,6112,4,3,28,2,1,>=200,delayed previously,new car,no known savings,>=7,male single,guarantor,no known property,none,own,skilled,yes,yes,bad
18,6196,4,4,65,2,2,no checking,delayed previously,repairs,>=1000,>=7,male single,none,no known property,none,rent,skilled,yes,yes,bad
9,11173,2,0,51,2,1,0<=X<200,all paid,new car,<100,<1,male single,none,no known property,none,own,skilled,none,yes,bad
6,908,3,2,32,2,1,>=200,critical/other existing credit,used car,100<=X<500,1<=X<4,male div/sep,none,real estate,none,for free,skilled,none,yes,good
9,11116,4,4,51,1,1,no checking,existing paid,used car,500<=X<1000,unemployed,male single,none,life insurance,none,for free,skilled,yes,yes,bad
22,5974,3,1,24,2,1,0<=X<200,delayed previously,new car,<100,<1,female div/dep/mar,none,car,none,own,unskilled resident,none,yes,bad
33,2860,4,2,39,2,1,no checking,critical/other existing credit,new car,>=1000,4<=X<7,male single,none,car,none,own,skilled,none,yes,bad
-1,2717,4,4,57,1,1,>=200,existing paid,radio/tv,no known savings,unemployed,male single,none,real estate,bank,own,unemp/unskilled non res,none,yes,bad
2,10777,4,2,79,2,2,0<=X<200,delayed previously,new car,no known savings,>=7,female div/dep/mar,guarantor,no known property,none,own,unemp/unskilled non res,yes,yes,good
6,11955,3,2,39,2,1,no checking,no credits/all paid,furniture/equipment,>=1000,unemployed,male single,none,no known property,stores,own,skilled,none,yes,good
2,2973,0,4,57,2,2,no checking,critical/other existing credit,repairs,no known savings,4<=X<7,male single,co applicant,car,none,own,skilled,yes,yes,bad
31,10991,4,4,21,1,1,no checking,existing paid,new car,<100,unemployed,male single,none,life insurance,none,rent,skilled,yes,yes,good
0,3180,2,3,36,2,1,0<=X<200,all paid,radio/tv,<100,4<=X<7,male mar/wid,none,real estate,bank,own,skilled,yes,yes,bad
4,16162,3,2,61,1,2,0<=X<200,all paid,education,<100,1<=X<4,male single,none,no known property,none,rent,unemp/unskilled non res,yes,yes,bad
-2,7827,3,4,34,2,1,no checking,critical/other existing credit,radio/tv,no known savings,>=7,male single,none,car,none,for free,skilled,yes,yes,bad
23,7970,4,2,36,1,1,0<=X<200,existing paid,repairs,<100,unemployed,male single,none,no known property,none,for free,skilled,yes,yes,good
-2,5523,0,2,30,1,1,0<=X<200,existing paid,radio/tv,500<=X<1000,<1,male single,none,real estate,stores,own,high qualif/self emp/mgmt,none,yes,bad
7,3298,3,2,43,1,2,no checking,existing paid,domestic appliance,<100,unemployed,male single,none,life insurance,none,rent,high qualif/self emp/mgmt,none,yes,bad
13,4856,4,2,47,1,1,0<=X<200,existing paid,furniture/equipment,500<=X<1000,>=7,male single,none,car,stores,own,unemp/unskilled non res,none,yes,good
5,2439,3,2,39,1,2,>=200,all paid,radio/tv,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,bad
4,14707,3,2,69,2,1,>=200,no credits/all paid,used car,100<=X<500,unemployed,male single,none,life insurance,none,for free,skilled,none,no,bad
34,9069,4,4,43,1,1,0<=X<200,existing paid,education,100<=X<500,>=7,male single,none,no known property,none,for free,unskilled resident,none,yes,bad
2,6506,4,0,50,2,1,>=200,critical/other existing credit,furniture/equipment,no known savings,unemployed,male single,none,real estate,bank,for free,high qualif/self emp/mgmt,none,yes,good
31,2451,1,4,42,1,1,0<=X<200,existing paid,new car,<100,>=7,male single,none,no known property,bank,rent,skilled,none,yes,good
11,3248,3,2,37,1,2,no checking,all paid,furniture/equipment,<100,4<=X<7,male mar/wid,none,car,bank,own,high qualif/self emp/mgmt,none,yes,bad
4,2113,4,1,29,1,2,no checking,all paid,furniture/equipment,>=1000,4<=X<7,male div/sep,none,real estate,none,own,skilled,none,yes,good
4,9636,3,2,56,1,1,<0,existing paid,radio/tv,500<=X<1000,unemployed,male single,none,no known property,none,for free,unskilled resident,yes,yes,bad
34,4555,4,4,68,2,1,>=200,delayed previously,furniture/equipment,<100,unemployed,male single,none,no known property,none,own,skilled,yes,yes,bad
18,3454,1,2,38,2,1,>=200,delayed previously,furniture/equipment,no known savings,1<=X<4,female div/dep/mar,none,no known property,none,own,unemp/unskilled non res,yes,yes,bad
8,2725,4,3,38,1,1,0<=X<200,existing paid,education,<100,1<=X<4,male div/sep,none,real estate,none,for free,skilled,yes,yes,bad
9,7132,4,2,30,2,1,0<=X<200,no credits/all paid,radio/tv,<100,unemployed,male single,none,no known property,none,own,skilled,yes,yes,bad
10,3439,3,1,24,1,1,0<=X<200,existing paid,new car,<100,1<=X<4,female div/dep/mar,none,no known property,none,own,unskilled resident,yes,yes,bad
4,5188,4,1,56,1,1,0<=X<200,existing paid,radio/tv,<100,1<=X<4,male single,none,real estate,bank,own,high qualif/self emp/mgmt,none,yes,good
-2,10112,3,4,31,2,1,0<=X<200,critical/other existing credit,furniture/equipment,no known savings,>=7,male single,none,no known property,none,rent,unskilled resident,yes,yes,bad
7,2172,2,4,33,3,1,<0,critical/other existing credit,new car,>=1000,>=7,male single,none,no known property,none,own,unemp/unskilled non res,none,yes,good
7,19415,2,4,55,1,2,no checking,no credits/all paid,education,<100,>=7,male single,none,no known property,stores,for free,skilled,yes,yes,bad
4,2914,4,2,77,2,1,>=200,critical/other existing credit,new car,<100,>=7,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
6,6140,3,2,54,2,1,>=200,critical/other existing credit,retraining,no known savings,>=7,male single,none,no known property,none,own,skilled,none,yes,good
4,3213,4,2,40,2,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,car,none,own,skilled,none,no,good
33,6646,3,3,29,2,1,0<=X<200,critical/other existing credit,furniture/equipment,100<=X<500,1<=X<4,male single,co applicant,life insurance,none,own,high qualif/self emp/mgmt,yes,yes,good
13,3004,3,2,32,2,1,0<=X<200,critical/other existing credit,retraining,500<=X<1000,1<=X<4,male single,none,car,bank,own,high qualif/self emp/mgmt,none,yes,good
8,3979,4,4,36,1,1,no checking,existing paid,repairs,<100,>=7,male single,none,car,none,for free,skilled,yes,yes,good
9,3083,4,1,75,2,1,>=200,critical/other existing credit,radio/tv,100<=X<500,>=7,male single,none,car,none,own,skilled,none,yes,good
25,1920,1,4,35,1,1,0<=X<200,all paid,radio/tv,<100,unemployed,male single,none,no known property,bank,own,skilled,none,yes,good
5,12169,1,2,27,1,1,no checking,existing paid,new car,<100,1<=X<4,male div/sep,none,no known property,none,own,unskilled resident,none,yes,good
13,2101,4,0,29,2,2,no checking,critical/other existing credit,retraining,500<=X<1000,<1,male single,none,real estate,none,own,unskilled resident,none,yes,good
16,13232,4,2,47,2,1,0<=X<200,delayed previously,furniture/equipment,<100,unemployed,male single,none,no known property,stores,own,skilled,yes,yes,bad
17,1097,3,3,41,2,1,0<=X<200,delayed previously,radio/tv,<100,>=7,male single,none,real estate,none,own,skilled,none,yes,good
20,6726,4,4,26,1,1,no checking,existing paid,radio/tv,no known savings,4<=X<7,male single,none,car,none,own,skilled,yes,yes,bad
1,8601,1,4,35,1,1,no checking,existing paid,used car,100<=X<500,unemployed,male single,none,no known property,none,rent,skilled,none,yes,bad
28,5381,4,4,48,2,1,no checking,all paid,new car,<100,>=7,male single,none,no known property,none,for free,skilled,none,no,bad
29,1918,1,2,34,2,1,no checking,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,good
-2,2976,3,4,25,1,1,no checking,existing paid,radio/tv,<100,>=7,male single,none,real estate,stores,rent,skilled,yes,yes,bad
14,22785,1,2,87,2,2,0<=X<200,no credits/all paid,business,>=1000,unemployed,male single,none,car,stores,for free,skilled,yes,yes,bad
10,18411,4,2,74,1,1,0<=X<200,delayed previously,retraining,<100,>=7,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,good
4,18689,3,4,53,1,2,no checking,existing paid,new car,500<=X<1000,unemployed,male single,none,no known property,none,for free,skilled,yes,yes,bad
0,14797,3,2,63,2,1,<0,delayed previously,education,100<=X<500,unemployed,male single,none,no known property,none,for free,unskilled resident,yes,yes,bad
9,3001,3,4,35,1,1,0<=X<200,existing paid,radio/tv,500<=X<1000,4<=X<7,female div/dep/mar,none,life insurance,stores,rent,skilled,yes,yes,good
5,17603,4,2,49,2,1,no checking,no credits/all paid,education,<100,4<=X<7,male single,none,no known property,none,for free,skilled,yes,no,good
21,14891,4,3,83,1,1,0<=X<200,delayed previously,furniture/equipment,<100,>=7,male single,none,no known property,stores,own,skilled,yes,yes,good
28,12236,4,4,57,2,1,<0,critical/other existing credit,furniture/equipment,<100,unemployed,male single,none,life insurance,none,for free,skilled,none,yes,bad
28,10419,3,2,33,2,1,0<=X<200,no credits/all paid,new car,500<=X<1000,1<=X<4,male div/sep,none,car,none,rent,skilled,yes,yes,bad
27,8589,3,2,45,1,1,no checking,existing paid,new car,no known savings,unemployed,male single,none,no known property,stores,for free,skilled,none,yes,bad
4,9307,1,2,31,2,1,0<=X<200,critical/other existing credit,new car,500<=X<1000,1<=X<4,male single,none,car,none,own,skilled,none,yes,bad
8,10923,4,3,41,2,1,0<=X<200,no credits/all paid,radio/tv,no known savings,unemployed,male single,none,life insurance,none,for free,skilled,yes,yes,good
-1,2541,1,2,59,2,1,no checking,critical/other existing credit,radio/tv,<100,unemployed,male single,none,real estate,none,own,unskilled resident,yes,no,good
21,4246,3,4,34,2,1,<0,critical/other existing credit,new car,no known savings,1<=X<4,male single,none,life insurance,none,rent,skilled,none,yes,bad
20,20628,1,2,32,2,1,no checking,critical/other existing credit,new car,<100,4<=X<7,male single,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
6,20838,3,2,29,2,1,no checking,delayed previously,radio/tv,>=1000,unemployed,male single,guarantor,car,none,for free,skilled,yes,yes,good
0,1863,3,1,34,2,1,no checking,delayed previously,radio/tv,100<=X<500,4<=X<7,male div/sep,none,no known property,none,own,high qualif/self emp/mgmt,none,yes,bad
7,19078,3,2,43,1,1,<0,existing paid,radio/tv,100<=X<500,unemployed,male single,none,no known property,none,rent,skilled,none,yes,bad
3,2841,2,2,32,1,1,0<=X<200,all paid,radio/tv,100<=X<500,4<=X<7,female div/dep/mar,none,life insurance,stores,own,skilled,none,yes,good
0,3158,3,0,39,2,2,>=200,delayed previously,furniture/equipment,100<=X<500,<1,male div/sep,none,real estate,none,own,unskilled resident,none,no,good
4,15935,4,4,32,1,1,0<=X<200,all paid,radio/tv,<100,unemployed,male single,co applicant,life insurance,none,for free,skilled,none,yes,good
40,2628,4,4,30,2,1,>=200,critical/other existing credit,radio/tv,>=1000,>=7,male div/sep,co applicant,life insurance,none,rent,unemp/unskilled non res,none,yes,bad
8,8304,2,4,50,2,2,<0,critical/other existing credit,domestic appliance,100<=X<500,>=7,male single,none,no known property,none,for free,skilled,none,no,bad
21,5469,1,4,50,1,1,<0,no credits/all paid,furniture/equipment,<100,>=7,female div/dep/mar,none,no known property,none,own,skilled,none,yes,bad
2,9449,4,1,48,2,1,no checking,no credits/all paid,new car,>=1000,unemployed,male single,none,no known property,stores,own,skilled,none,yes,good
12,13386,4,2,45,1,1,no checking,existing paid,radio/tv,no known savings,unemployed,male single,none,no known property,none,for free,high qualif/self emp/mgmt,none,yes,bad
6,4929,3,2,31,2,1,<0,critical/other existing credit,used car,>=1000,1<=X<4,male mar/wid,none,real estate,none,own,skilled,none,yes,good
21,2045,4,4,33,1,1,<0,existing paid,domestic appliance,<100,1<=X<4,male mar/wid,none,no known property,none,own,unskilled resident,yes,yes,bad
25,4115,4,2,84,2,1,>=200,delayed previously,furniture/equipment,<100,unemployed,male single,none,real estate,none,own,skilled,yes,yes,bad
44,2778,1,2,29,2,1,no checking,critical/other existing credit,repairs,<100,4<=X<7,male mar/wid,co applicant,no known property,bank,own,high qualif/self emp/mgmt,none,yes,good
4,9712,3,2,56,1,1,<0,critical/other existing credit,new car,>=1000,unemployed,male single,none,real estate,none,for free,skilled,none,yes,bad
55,16113,2,3,50,2,1,no checking,delayed previously,retraining,no known savings,unemployed,female div/dep/mar,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
23,3200,3,4,83,1,1,no checking,critical/other existing credit,repairs,<100,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
16,2862,4,2,63,2,2,>=200,all paid,retraining,<100,>=7,male single,guarantor,real estate,none,rent,skilled,yes,yes,good
31,2202,1,4,50,2,1,<0,no credits/all paid,radio/tv,<100,1<=X<4,male single,none,no known property,none,own,skilled,none,no,good
5,2006,1,4,43,2,1,no checking,no credits/all paid,used car,500<=X<1000,>=7,female div/dep/mar,none,life insurance,none,for free,skilled,none,yes,bad
1,2762,2,4,34,1,1,no checking,all paid,new car,500<=X<1000,>=7,male div/sep,guarantor,car,bank,own,skilled,yes,yes,good
13,18975,2,2,76,2,1,no checking,critical/other existing credit,business,<100,unemployed,male single,none,no known property,none,own,high qualif/self emp/mgmt,yes,yes,good
22,3707,1,3,31,2,2,>=200,existing paid,new car,>=1000,<1,male single,co applicant,car,none,own,high qualif/self emp/mgmt,yes,no,good
2,6222,3,4,19,1,1,no checking,existing paid,new car,500<=X<1000,4<=X<7,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,bad
2,2523,4,2,32,2,1,>=200,critical/other existing credit,radio/tv,<100,4<=X<7,female div/dep/mar,none,car,none,own,skilled,none,yes,good
12,2705,2,3,34,1,1,>=200,existing paid,new car,100<=X<500,>=7,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
0,2463,1,2,48,2,1,<0,critical/other existing credit,education,<100,>=7,male single,none,life insurance,none,own,unemp/unskilled non res,none,yes,good
1,4438,4,4,30,1,1,<0,existing paid,furniture/equipment,<100,>=7,male single,none,real estate,none,rent,skilled,yes,yes,good
0,5465,4,3,67,1,1,no checking,existing paid,retraining,500<=X<1000,<1,male single,none,life insurance,stores,own,skilled,none,no,good
13,1325,3,3,62,2,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,guarantor,life insurance,none,rent,skilled,none,yes,good
25,8055,3,0,30,1,1,0<=X<200,existing paid,new car,<100,<1,male single,none,no known property,bank,own,skilled,none,yes,good
10,2602,3,2,29,2,1,>=200,no credits/all paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,car,none,own,skilled,yes,yes,bad
4,2878,1,2,31,2,1,no checking,delayed previously,radio/tv,<100,1<=X<4,male mar/wid,none,car,none,own,high qualif/self emp/mgmt,yes,yes,bad
2,1484,3,4,32,2,1,no checking,critical/other existing credit,radio/tv,<100,>=7,male mar/wid,none,life insurance,none,own,skilled,yes,yes,good
9,4837,4,1,29,2,1,0<=X<200,critical/other existing credit,radio/tv,100<=X<500,<1,male single,none,car,none,own,unemp/unskilled non res,yes,yes,bad
-1,4292,3,4,35,1,1,0<=X<200,existing paid,new car,<100,unemployed,male single,none,car,none,own,skilled,none,yes,bad
4,3342,4,2,23,2,2,<0,critical/other existing credit,business,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
27,6138,3,1,51,1,1,no checking,critical/other existing credit,radio/tv,>=1000,unemployed,male single,none,no known property,none,own,skilled,yes,yes,bad
23,2720,3,3,42,2,1,no checking,critical/other existing credit,radio/tv,100<=X<500,unemployed,male single,none,real estate,none,own,skilled,yes,yes,good
23,3220,1,4,32,1,1,<0,existing paid,radio/tv,<100,<1,male div/sep,guarantor,no known property,none,rent,unemp/unskilled non res,none,yes,good
16,3864,4,2,47,2,2,no checking,critical/other existing credit,radio/tv,<100,1<=X<4,male single,guarantor,life insurance,none,own,skilled,none,yes,bad
21,2170,4,4,40,2,1,0<=X<200,no credits/all paid,radio/tv,<100,<1,male single,none,no known property,stores,rent,skilled,yes,yes,good
8,11578,3,3,53,1,1,no checking,existing paid,used car,no known savings,>=7,male single,none,no known property,none,own,unemp/unskilled non res,yes,yes,good
4,16755,3,2,38,1,1,no checking,critical/other existing credit,other,<100,unemployed,male single,none,car,none,for free,skilled,none,yes,good
20,11959,3,4,19,1,1,no checking,existing paid,retraining,<100,4<=X<7,male single,none,no known property,bank,rent,skilled,none,yes,bad
21,2352,3,2,35,2,1,0<=X<200,no credits/all paid,new car,<100,<1,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
-3,20021,3,2,35,1,1,0<=X<200,critical/other existing credit,education,<100,unemployed,male single,none,no known property,none,for free,unskilled resident,none,no,good
14,9074,3,3,48,2,1,<0,critical/other existing credit,business,<100,unemployed,male single,none,car,bank,for free,skilled,none,yes,bad
30,2047,3,3,65,1,1,>=200,existing paid,repairs,<100,4<=X<7,male single,co applicant,life insurance,none,own,skilled,yes,yes,good
6,20588,1,2,24,2,1,0<=X<200,no credits/all paid,radio/tv,<100,<1,male single,none,real estate,none,rent,skilled,none,yes,bad
0,3229,3,2,32,2,1,0<=X<200,existing paid,radio/tv,500<=X<1000,<1,female div/dep/mar,co applicant,real estate,none,own,unskilled resident,yes,yes,good
6,16833,2,3,46,1,1,0<=X<200,existing paid,radio/tv,>=1000,unemployed,male single,none,no known property,stores,for free,skilled,yes,yes,bad
4,12438,4,1,43,1,1,0<=X<200,existing paid,retraining,no known savings,unemployed,female div/dep/mar,none,car,bank,own,skilled,none,yes,good
23,12792,0,2,35,1,1,<0,delayed previously,furniture/equipment,100<=X<500,1<=X<4,female div/dep/mar,none,no known property,stores,for free,skilled,none,yes,bad
29,2756,2,4,50,1,1,>=200,existing paid,education,<100,>=7,male mar/wid,none,no known property,none,for free,skilled,none,yes,good
3,2822,4,4,25,2,2,no checking,critical/other existing credit,domestic appliance,<100,1<=X<4,male single,none,no known property,bank,for free,high qualif/self emp/mgmt,yes,yes,good
16,4177,2,3,32,1,1,0<=X<200,existing paid,new car,500<=X<1000,unemployed,female div/dep/mar,co applicant,real estate,none,own,unemp/unskilled non res,yes,yes,bad
-2,5939,4,2,57,2,1,no checking,critical/other existing credit,radio/tv,<100,unemployed,male single,none,no known property,none,own,unemp/unskilled non res,none,yes,good
4,1968,4,2,26,2,2,0<=X<200,no credits/all paid,new car,no known savings,>=7,male single,co applicant,car,none,own,skilled,none,yes,bad
5,17123,3,4,47,2,1,>=200,critical/other existing credit,repairs,no known savings,<1,male single,none,real estate,none,for free,unskilled resident,none,yes,bad
15,3554,3,2,30,2,1,0<=X<200,delayed previously,furniture/equipment,500<=X<1000,unemployed,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
7,3082,2,2,30,1,1,no checking,existing paid,used car,100<=X<500,unemployed,female div/dep/mar,none,car,bank,own,skilled,yes,yes,good
9,1844,4,0,50,1,1,>=200,existing paid,used car,no known savings,>=7,male single,none,real estate,none,own,skilled,none,yes,bad
7,10360,4,2,88,1,1,<0,delayed previously,repairs,<100,unemployed,male single,none,life insurance,none,own,unemp/unskilled non res,none,no,bad
6,9134,1,2,52,1,1,no checking,existing paid,other,100<=X<500,1<=X<4,male single,none,no known property,none,own,unskilled resident,yes,yes,bad
