age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,deposit
52,self-employed,single,secondary,no,-3058,no,no,unknown,10,may,263,1,9,1,unknown,yes
37,services,married,tertiary,no,-3058,yes,no,cellular,3,jul,764,1,10,1,failure,yes
47,services,married,unknown,no,-3058,no,no,cellular,19,apr,108,2,-1,1,unknown,no
41,student,married,tertiary,no,-3057,yes,yes,unknown,20,may,461,1,20,1,unknown,no
37,technician,single,secondary,no,1598,yes,no,unknown,29,aug,205,1,2,1,unknown,yes
47,retired,married,secondary,no,-3058,no,yes,unknown,28,may,86,1,-1,1,unknown,no
29,admin.,single,primary,no,-1669,yes,no,cellular,26,may,61,2,0,1,unknown,no
35,management,single,tertiary,no,-2863,no,no,cellular,22,aug,315,1,24,2,other,no
26,management,single,unknown,no,-3052,yes,no,cellular,5,may,278,1,2,1,failure,no
42,entrepreneur,married,secondary,no,-3058,no,no,unknown,14,jul,836,3,10,1,unknown,yes
34,housemaid,single,primary,no,2612,no,no,cellular,29,may,394,1,79,4,other,no
43,blue-collar,married,primary,no,-2612,no,no,cellular,11,nov,181,1,9,1,unknown,yes
36,technician,single,tertiary,no,-3058,no,no,cellular,19,may,479,1,-1,1,unknown,no
19,management,single,tertiary,no,-3058,yes,no,cellular,2,may,174,1,14,1,unknown,yes
48,technician,single,secondary,no,-2742,no,no,cellular,27,may,375,1,24,2,other,yes
25,management,single,tertiary,no,-3057,no,no,cellular,2,mar,87,1,-1,1,unknown,no
54,technician,married,secondary,no,13704,yes,no,cellular,16,jun,134,1,5,1,unknown,yes
55,technician,married,secondary,no,3106,yes,no,unknown,16,nov,100,1,47,3,unknown,no
48,self-employed,married,secondary,no,-894,no,no,cellular,20,apr,665,1,15,1,success,yes
39,services,married,secondary,no,-758,yes,no,cellular,20,jul,266,1,0,1,unknown,yes
33,retired,married,secondary,no,-3058,yes,no,cellular,6,feb,109,1,154,3,unknown,no
48,admin.,married,secondary,no,-2829,yes,no,cellular,17,nov,443,1,81,4,unknown,yes
39,retired,married,secondary,no,-3058,no,no,cellular,3,jul,1068,1,114,6,unknown,no
23,management,married,tertiary,no,-3052,yes,yes,unknown,5,may,760,1,22,2,unknown,yes
34,technician,married,primary,no,-3058,yes,no,cellular,30,aug,952,1,-1,1,success,yes
28,management,married,tertiary,no,-3033,no,no,cellular,10,jul,685,1,-1,1,failure,yes
28,blue-collar,single,secondary,no,-3058,no,yes,unknown,22,sep,62,1,28,2,unknown,no
22,student,single,tertiary,no,-3058,yes,no,cellular,25,jun,844,1,2,1,unknown,yes
23,management,single,tertiary,no,-3058,yes,no,cellular,3,mar,136,3,54,4,unknown,yes
39,blue-collar,single,tertiary,no,-3058,no,no,cellular,3,jul,167,1,-1,1,failure,yes
80,blue-collar,divorced,primary,no,-3058,no,no,cellular,23,may,171,2,-1,1,unknown,yes
28,blue-collar,single,unknown,no,-841,yes,no,unknown,2,jun,200,1,-1,1,success,no
33,retired,single,unknown,no,-3050,yes,no,cellular,12,aug,292,1,-1,1,unknown,no
59,management,divorced,secondary,no,-2014,no,no,unknown,30,aug,360,1,10,1,unknown,no
53,retired,married,tertiary,no,-3058,no,yes,cellular,9,jan,361,1,12,2,unknown,no
42,retired,married,primary,no,9459,yes,yes,cellular,10,jan,357,4,7,1,other,yes
50,student,married,secondary,no,-3058,yes,no,cellular,10,jun,86,3,2,1,failure,no
63,retired,married,secondary,no,-3058,yes,no,cellular,15,apr,307,2,0,1,unknown,no
32,blue-collar,married,secondary,no,-3057,yes,no,cellular,22,aug,701,1,1,1,unknown,yes
60,blue-collar,married,secondary,no,-2640,yes,no,cellular,18,may,387,5,-1,1,other,no
40,technician,married,tertiary,no,20157,no,no,cellular,6,may,94,1,1,1,unknown,yes
48,retired,married,secondary,no,-1646,no,no,cellular,30,nov,491,1,-1,1,unknown,yes
29,management,married,secondary,no,-3058,yes,no,cellular,7,nov,800,1,20,1,unknown,yes
29,blue-collar,single,tertiary,no,-2748,no,no,unknown,4,may,94,1,-1,1,unknown,no
44,retired,married,secondary,no,-3058,no,no,cellular,4,may,60,1,50,2,success,no
33,management,single,secondary,no,-3046,no,no,cellular,8,jul,13,2,-1,1,unknown,no
42,admin.,married,secondary,no,-2803,yes,no,cellular,25,feb,589,1,2,1,unknown,yes
50,admin.,single,tertiary,no,-2111,yes,no,unknown,19,feb,521,2,73,2,unknown,no
44,technician,married,tertiary,no,17548,no,no,unknown,9,oct,19,1,-1,1,unknown,no
30,entrepreneur,married,secondary,no,-2996,no,no,telephone,13,may,316,1,-1,1,unknown,no
35,admin.,single,tertiary,no,-3057,no,no,cellular,18,jul,515,1,9,1,success,yes
42,management,married,tertiary,no,13788,yes,yes,cellular,12,jun,536,1,3,1,unknown,yes
35,management,married,primary,no,-3058,no,no,cellular,12,may,701,1,54,2,unknown,yes
39,technician,single,unknown,no,-3047,no,no,cellular,27,oct,921,1,13,1,unknown,yes
47,management,married,secondary,no,-2210,no,no,cellular,5,feb,315,1,65,4,unknown,no
47,admin.,married,primary,no,-3058,yes,no,cellular,20,may,23,1,1,1,failure,no
39,blue-collar,married,secondary,no,17504,no,no,cellular,4,jul,10,1,35,2,unknown,yes
51,management,married,secondary,no,460,yes,no,unknown,16,aug,281,3,7,1,unknown,no
35,blue-collar,single,unknown,no,-3058,yes,no,unknown,5,jun,153,1,-1,1,unknown,yes
54,unemployed,married,tertiary,no,3860,no,no,cellular,3,may,785,1,3,1,unknown,yes
46,technician,married,secondary,no,-1849,no,no,cellular,21,apr,156,1,54,3,unknown,no
52,technician,married,secondary,no,81204,no,no,unknown,30,apr,26,1,2,1,unknown,no
28,technician,single,tertiary,no,-2077,no,no,cellular,14,jul,1053,1,35,1,unknown,yes
33,management,single,tertiary,no,-3058,yes,no,cellular,18,aug,897,3,-1,1,success,no
42,blue-collar,divorced,primary,no,-2888,no,no,cellular,4,oct,376,1,155,9,unknown,yes
41,technician,married,secondary,no,-1772,yes,no,cellular,26,feb,477,2,113,4,success,yes
68,blue-collar,married,secondary,no,-2790,no,no,unknown,12,may,646,1,-1,1,unknown,yes
33,management,divorced,tertiary,no,-3058,yes,no,cellular,8,jun,52,1,-1,1,unknown,no
35,management,divorced,tertiary,no,-1251,no,no,unknown,16,may,101,1,-1,1,unknown,no
34,blue-collar,single,secondary,no,-3058,yes,no,unknown,25,jul,326,1,5,1,unknown,no
45,management,married,tertiary,no,-3058,no,yes,cellular,13,may,331,5,-1,1,unknown,no
26,blue-collar,married,tertiary,no,-3045,no,no,cellular,24,mar,153,1,26,2,failure,yes
29,management,single,secondary,no,-2751,no,no,unknown,16,may,1396,1,-1,1,unknown,yes
51,student,divorced,tertiary,no,-2985,yes,yes,cellular,13,aug,109,2,68,4,unknown,yes
31,management,married,secondary,no,-3058,yes,no,cellular,10,may,44,1,56,2,unknown,no
34,admin.,single,secondary,no,-3023,no,no,cellular,4,aug,315,1,10,1,failure,yes
40,blue-collar,married,secondary,no,-3058,no,yes,cellular,30,oct,116,1,399,13,failure,no
50,blue-collar,married,primary,no,43118,no,no,unknown,30,may,309,1,2,1,success,yes
52,management,divorced,secondary,no,3602,yes,no,unknown,14,may,70,1,2,1,failure,no
39,entrepreneur,divorced,secondary,no,-3058,yes,no,unknown,31,aug,591,1,9,1,success,yes
39,student,single,tertiary,no,-3001,no,no,cellular,19,jun,165,1,104,2,unknown,no
39,blue-collar,single,secondary,no,-3058,yes,yes,cellular,10,dec,312,1,15,2,unknown,yes
48,management,married,secondary,no,-2912,yes,no,cellular,19,jan,273,1,10,1,success,yes
35,retired,single,secondary,no,-3058,yes,no,cellular,16,nov,653,1,7,2,unknown,yes
65,management,divorced,tertiary,no,-3004,yes,yes,unknown,30,may,90,1,2,1,unknown,no
31,management,single,tertiary,no,-2350,no,no,cellular,6,jun,302,3,51,5,unknown,no
58,retired,single,secondary,no,-3058,yes,yes,cellular,22,may,454,1,11,1,unknown,yes
41,technician,married,secondary,no,12742,no,no,cellular,2,may,641,1,3,1,unknown,no
49,blue-collar,single,primary,no,-3058,yes,no,unknown,12,may,46,1,19,1,unknown,no
40,services,single,secondary,no,-3027,no,no,unknown,22,may,469,1,5,1,failure,yes
27,unemployed,single,secondary,no,-3057,no,no,cellular,9,jul,242,1,11,1,unknown,no
27,management,single,tertiary,no,-3024,yes,no,cellular,23,aug,311,2,22,1,unknown,no
44,blue-collar,single,secondary,no,-2840,no,no,unknown,14,may,582,1,5,1,unknown,no
26,management,single,secondary,no,-2943,no,yes,cellular,9,may,231,1,13,1,unknown,no
64,management,married,tertiary,no,-3028,no,no,unknown,29,aug,824,9,-1,1,unknown,no
26,retired,single,primary,no,-2633,no,no,cellular,21,jul,54,1,98,3,unknown,no
41,entrepreneur,divorced,tertiary,no,-3058,yes,yes,cellular,23,jun,384,1,0,1,unknown,no
39,services,married,primary,no,-2606,yes,no,cellular,2,feb,270,1,413,20,other,yes
44,unemployed,married,secondary,no,-3058,no,no,cellular,10,nov,650,1,46,2,unknown,yes
33,technician,single,secondary,no,-3058,no,no,cellular,16,may,412,1,102,8,other,yes
36,technician,married,secondary,no,-3058,no,no,cellular,29,may,211,1,6,1,unknown,no
55,services,divorced,secondary,no,-3058,no,no,cellular,25,aug,61,2,3,1,unknown,yes
49,blue-collar,divorced,primary,no,-3058,yes,no,cellular,5,may,605,1,6,2,success,no
41,blue-collar,divorced,tertiary,no,-3058,yes,no,cellular,3,apr,62,1,7,1,unknown,no
46,technician,married,tertiary,no,-3056,no,no,cellular,6,aug,562,1,-1,1,unknown,yes
38,management,married,secondary,no,-3058,no,no,cellular,12,jul,258,1,152,11,unknown,yes
41,blue-collar,single,unknown,no,-2990,yes,no,unknown,13,jun,1443,1,-1,1,unknown,yes
34,management,single,secondary,no,-3058,yes,no,cellular,30,aug,377,1,4,1,other,yes
74,retired,married,secondary,no,-3058,no,no,cellular,14,nov,41,1,24,3,unknown,no
34,admin.,married,tertiary,no,-2936,yes,yes,unknown,10,may,406,2,30,1,unknown,no
26,management,married,secondary,no,-3058,no,no,cellular,22,feb,518,2,4,1,unknown,no
33,admin.,single,secondary,no,-3017,no,no,cellular,6,jun,351,1,4,1,success,yes
29,management,single,tertiary,no,-2745,no,no,unknown,5,aug,99,1,-1,1,unknown,yes
43,management,married,secondary,no,-3058,no,no,cellular,20,aug,156,2,8,1,unknown,yes
34,blue-collar,married,tertiary,no,-3011,yes,no,unknown,4,may,631,2,85,4,failure,yes
40,housemaid,married,tertiary,no,-3058,yes,yes,unknown,26,may,90,1,-1,1,unknown,no
34,admin.,single,secondary,no,-3058,yes,no,unknown,24,jul,82,1,7,2,failure,yes
26,services,married,secondary,no,-3058,no,no,cellular,6,jul,78,1,35,1,unknown,no
22,technician,single,tertiary,no,-3058,no,no,unknown,15,mar,216,1,9,1,unknown,yes
26,unemployed,single,tertiary,no,-3058,no,no,unknown,27,nov,104,1,-1,1,unknown,no
58,services,married,primary,no,4144,no,no,cellular,2,jul,109,1,4,1,failure,no
29,entrepreneur,married,tertiary,no,-3049,no,no,cellular,4,aug,317,1,50,2,unknown,yes
37,services,single,primary,no,-3055,yes,no,cellular,25,jul,60,1,1,1,unknown,no
38,management,divorced,tertiary,no,8378,yes,no,cellular,19,may,143,1,105,4,other,no
28,services,single,secondary,no,-3058,yes,no,cellular,18,jun,150,1,12,2,unknown,no
29,unemployed,single,secondary,no,-1927,no,no,cellular,2,may,1276,1,24,2,unknown,no
35,management,single,secondary,no,-3049,no,no,cellular,5,may,224,3,1,1,unknown,no
51,technician,married,unknown,no,-3058,yes,no,cellular,6,jul,337,1,1,1,failure,no
33,technician,single,tertiary,no,-3058,no,no,cellular,13,feb,115,1,16,2,failure,yes
42,management,single,secondary,no,-1870,yes,no,unknown,5,feb,207,1,-1,1,unknown,no
29,management,married,secondary,no,-3056,no,no,cellular,4,jul,579,1,-1,1,unknown,yes
23,admin.,single,secondary,no,-3058,yes,no,telephone,15,jun,324,1,29,1,unknown,yes
27,management,married,tertiary,no,-3058,yes,no,cellular,29,may,96,1,3,2,unknown,yes
30,blue-collar,single,secondary,no,-3057,yes,no,cellular,8,mar,195,1,150,12,unknown,yes
49,retired,married,tertiary,no,-3033,yes,no,cellular,11,may,948,1,2,1,unknown,yes
32,management,married,tertiary,no,-3058,no,no,telephone,16,nov,595,4,0,1,unknown,no
95,retired,married,primary,no,-3058,no,no,telephone,16,aug,149,1,-1,1,other,no
39,management,married,secondary,no,-3058,yes,yes,cellular,6,apr,439,1,0,1,unknown,no
24,technician,married,tertiary,no,-2761,yes,no,cellular,3,apr,572,1,84,2,other,yes
30,entrepreneur,married,tertiary,no,1168,no,no,unknown,24,aug,120,1,0,1,unknown,yes
49,technician,single,tertiary,no,-1778,no,no,cellular,20,jun,251,1,25,1,unknown,no
40,management,married,tertiary,no,-3057,no,no,cellular,27,aug,176,1,14,1,other,no
41,services,married,tertiary,no,-3058,no,no,unknown,31,may,124,1,-1,1,unknown,no
35,blue-collar,married,secondary,no,-3058,yes,no,cellular,3,apr,224,1,9,1,unknown,no
46,technician,married,unknown,no,-3058,yes,no,cellular,17,sep,810,2,-1,1,unknown,yes
55,blue-collar,divorced,primary,no,-3058,yes,no,unknown,31,may,116,1,-1,1,unknown,no
39,retired,married,secondary,no,-3058,yes,no,unknown,20,feb,202,1,6,1,unknown,yes
27,technician,single,tertiary,no,-3053,yes,yes,cellular,4,may,608,1,32,2,unknown,yes
30,management,married,tertiary,no,-3058,yes,no,unknown,29,may,589,1,-1,1,success,yes
31,technician,married,tertiary,no,23683,no,no,cellular,31,may,190,1,4,1,unknown,yes
38,unemployed,married,tertiary,no,-3058,no,no,cellular,8,aug,263,3,-1,1,unknown,no
30,blue-collar,single,secondary,no,-3058,yes,no,cellular,8,may,230,2,123,6,unknown,yes
33,management,married,tertiary,no,-3058,yes,yes,cellular,3,apr,213,1,3,2,unknown,no
43,retired,married,secondary,no,-3058,no,no,cellular,28,apr,346,1,-1,1,unknown,no
25,services,single,secondary,no,-3058,yes,no,cellular,22,apr,261,1,164,4,unknown,yes
43,services,married,secondary,no,-3058,no,yes,unknown,2,apr,420,1,35,2,unknown,yes
48,blue-collar,single,secondary,no,-3058,yes,no,unknown,9,jul,363,2,86,6,unknown,no
39,services,married,secondary,no,1329,yes,no,unknown,2,jul,619,1,72,3,unknown,no
42,blue-collar,single,secondary,no,-3058,yes,no,cellular,9,may,301,1,-1,1,unknown,no
43,technician,single,secondary,no,-3058,yes,no,cellular,5,dec,156,3,0,1,unknown,no
41,management,single,tertiary,no,9708,no,no,cellular,30,aug,962,1,14,2,unknown,yes
39,admin.,married,secondary,no,-3058,no,no,cellular,9,may,86,1,5,1,unknown,no
33,self-employed,single,tertiary,no,18593,no,no,cellular,7,may,711,1,28,1,unknown,yes
38,management,married,tertiary,no,-3058,yes,no,cellular,10,may,423,1,94,3,failure,no
40,blue-collar,married,primary,no,-2731,no,no,cellular,25,jul,76,1,0,1,unknown,no
66,self-employed,divorced,secondary,no,20265,yes,yes,cellular,29,jun,73,1,23,1,failure,yes
28,housemaid,married,secondary,no,-3058,no,no,cellular,15,jul,345,1,8,1,unknown,no
21,management,married,tertiary,no,-2979,yes,no,cellular,14,feb,409,1,48,4,unknown,yes
33,technician,divorced,secondary,yes,-3058,no,no,cellular,16,jun,296,2,1,1,unknown,yes
23,admin.,single,secondary,no,-3058,no,no,unknown,8,apr,10,1,-1,1,unknown,yes
41,technician,married,secondary,no,-3057,yes,no,cellular,21,jul,418,1,0,1,unknown,yes
34,technician,single,secondary,no,-3058,no,no,cellular,3,jul,671,1,-1,1,success,no
46,management,divorced,secondary,no,-3057,yes,no,cellular,7,oct,89,1,24,2,unknown,no
42,services,married,tertiary,no,-3058,no,no,telephone,16,apr,54,1,4,1,unknown,no
33,services,single,secondary,no,-3058,yes,no,cellular,7,apr,124,1,26,1,unknown,yes
65,student,married,unknown,no,7348,no,no,telephone,26,aug,576,2,132,5,unknown,no
54,technician,divorced,tertiary,no,-2476,no,no,unknown,31,aug,312,1,6,1,unknown,yes
63,blue-collar,married,unknown,no,4692,yes,yes,cellular,5,apr,105,1,94,2,unknown,no
50,services,married,primary,no,-3058,yes,no,cellular,6,apr,52,1,4,2,unknown,no
56,services,divorced,tertiary,no,-3058,no,no,cellular,30,feb,314,1,15,1,unknown,yes
42,management,married,tertiary,no,-3058,no,yes,cellular,25,may,175,1,4,2,success,no
56,retired,divorced,primary,no,-428,yes,no,cellular,26,sep,33,3,17,2,unknown,no
33,technician,single,tertiary,no,-3058,no,no,cellular,26,may,385,1,-1,1,success,yes
39,technician,married,tertiary,no,-3057,no,no,cellular,9,nov,169,2,2,1,unknown,no
33,management,divorced,secondary,no,-3058,yes,no,cellular,18,aug,1215,1,15,1,unknown,yes
49,technician,divorced,secondary,no,-3058,yes,no,telephone,23,oct,976,1,8,1,unknown,yes
35,technician,married,tertiary,no,3746,no,no,unknown,29,nov,296,3,1,1,failure,yes
53,blue-collar,single,unknown,no,-3058,no,no,cellular,14,may,118,1,28,2,failure,no
24,technician,single,primary,no,-2824,yes,no,cellular,18,may,141,2,-1,1,unknown,yes
35,technician,single,tertiary,no,2195,yes,no,cellular,5,may,82,1,12,1,unknown,yes
30,entrepreneur,single,tertiary,no,-3058,no,no,cellular,14,nov,1444,1,0,1,unknown,yes
45,technician,married,secondary,no,-3058,no,no,cellular,3,oct,804,1,0,1,other,yes
30,technician,single,tertiary,no,-3058,yes,no,telephone,23,aug,60,2,1,1,success,yes
28,blue-collar,single,secondary,no,-3058,no,no,cellular,20,may,430,4,-1,1,success,no
36,management,married,secondary,no,-2714,yes,no,cellular,21,mar,503,1,6,1,unknown,no
30,housemaid,single,secondary,no,-3058,no,no,cellular,22,may,397,1,-1,1,success,no
44,retired,divorced,tertiary,no,-3057,no,no,cellular,4,may,436,3,-1,1,unknown,yes
51,technician,married,primary,no,7472,yes,yes,unknown,5,jun,312,2,-1,1,unknown,no
34,technician,single,primary,no,-3058,no,no,cellular,24,nov,268,1,-1,1,unknown,no
28,technician,married,secondary,no,-3058,yes,no,cellular,26,aug,147,1,-1,1,unknown,no
41,services,single,secondary,no,-3058,yes,yes,cellular,14,jun,410,1,-1,1,unknown,no
44,technician,married,secondary,no,-3056,no,no,unknown,3,mar,256,1,111,5,unknown,yes
39,blue-collar,married,tertiary,no,3629,no,no,unknown,11,mar,411,1,15,1,unknown,yes
51,unemployed,married,tertiary,no,-3056,no,no,telephone,29,nov,43,1,11,2,unknown,no
36,management,single,secondary,no,6158,no,no,cellular,16,aug,657,1,1,1,unknown,yes
50,admin.,divorced,secondary,no,-3058,yes,no,cellular,31,may,431,1,-1,1,unknown,yes
30,management,single,tertiary,no,-3058,no,no,cellular,6,may,113,1,28,1,unknown,yes
51,self-employed,single,secondary,no,-3015,no,no,cellular,30,aug,291,1,8,1,failure,no
31,management,single,secondary,no,-3058,yes,yes,cellular,13,may,27,4,-1,1,success,no
44,retired,single,tertiary,no,-3058,no,no,cellular,22,may,671,1,24,3,unknown,yes
40,technician,married,secondary,no,-3058,no,yes,telephone,12,may,675,2,-1,1,unknown,no
38,self-employed,married,primary,no,-3049,no,no,cellular,29,jul,258,1,8,1,success,no
52,technician,married,secondary,no,-3058,no,yes,telephone,24,may,610,1,-1,1,unknown,yes
66,retired,married,secondary,no,-3056,no,no,cellular,3,jun,337,1,107,6,unknown,yes
55,technician,divorced,secondary,no,-2990,no,no,unknown,18,nov,460,2,25,4,unknown,no
72,retired,married,secondary,no,-3055,no,no,cellular,29,jan,493,1,32,2,unknown,no
62,management,single,secondary,no,3677,no,no,cellular,15,mar,370,1,34,1,unknown,yes
58,technician,married,primary,no,-3058,yes,no,cellular,3,jul,192,1,6,2,failure,no
61,management,married,tertiary,no,-819,yes,no,cellular,31,may,238,1,6,1,unknown,no
41,management,married,secondary,no,44419,no,no,cellular,16,aug,151,1,3,1,other,yes
32,management,married,tertiary,no,-3058,no,no,cellular,3,nov,100,1,0,1,unknown,no
28,technician,married,secondary,no,-3058,yes,yes,unknown,29,aug,374,1,-1,1,unknown,no
37,blue-collar,single,tertiary,no,-3058,yes,no,cellular,11,apr,54,1,4,1,unknown,no
38,entrepreneur,single,secondary,no,-3058,yes,no,cellular,21,jul,334,2,30,5,unknown,no
45,unemployed,married,secondary,no,-3058,no,no,cellular,23,feb,202,1,40,2,unknown,no
38,technician,single,secondary,no,-3018,yes,no,cellular,15,aug,84,1,60,1,unknown,no
42,management,married,tertiary,no,-3058,yes,no,cellular,12,jul,202,1,2,1,success,no
63,management,married,secondary,no,-3058,no,no,unknown,5,may,861,1,81,2,unknown,yes
27,entrepreneur,single,tertiary,no,-3005,no,no,unknown,3,jun,36,1,13,2,unknown,no
26,technician,married,tertiary,no,-3058,yes,no,cellular,14,jun,450,1,99,13,unknown,yes
29,technician,married,tertiary,no,24518,yes,yes,cellular,17,may,788,1,2,1,unknown,yes
34,self-employed,married,secondary,no,-3058,yes,no,cellular,10,jul,686,1,1,1,unknown,no
26,management,married,secondary,no,-3058,no,no,cellular,15,feb,315,1,44,1,unknown,yes
36,blue-collar,single,tertiary,no,-3058,no,no,unknown,22,feb,199,1,-1,1,unknown,no
74,blue-collar,divorced,tertiary,no,-3002,no,no,telephone,2,aug,632,1,-1,1,failure,yes
48,management,single,tertiary,no,-3058,no,no,cellular,30,may,179,1,78,5,unknown,no
36,unemployed,married,tertiary,no,-2954,yes,no,cellular,17,apr,72,1,9,2,unknown,yes
43,technician,single,tertiary,no,-2681,no,no,cellular,16,aug,616,1,127,15,unknown,no
34,admin.,single,secondary,no,-2740,no,no,cellular,9,feb,362,1,61,6,success,yes
47,services,married,secondary,no,-3058,yes,no,unknown,13,apr,246,1,148,9,unknown,no
41,blue-collar,married,primary,no,-3009,no,no,cellular,18,may,530,1,68,2,unknown,no
26,technician,married,tertiary,no,2716,yes,yes,cellular,9,sep,153,1,-1,1,unknown,no
39,admin.,single,tertiary,no,-3058,yes,no,unknown,14,may,311,2,-1,1,unknown,no
40,student,married,tertiary,no,-3058,no,no,unknown,4,jul,285,1,129,3,success,yes
60,blue-collar,married,primary,no,-3013,no,no,unknown,21,may,976,1,-1,1,failure,yes
45,blue-collar,married,tertiary,no,-3019,no,no,cellular,4,nov,656,1,76,3,unknown,yes
27,management,single,tertiary,no,1861,yes,no,cellular,30,aug,75,1,3,1,unknown,no
