duration,credit_amount,installment_commitment,residence_since,age,existing_credits,num_dependents,checking_status,credit_history,purpose,savings_status,employment,personal_status,other_parties,property_magnitude,other_payment_plans,housing,job,own_telephone,foreign_worker,class
36.0,4583.0,2.0,4.0,20.0,1.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,rent,skilled,none,yes,bad
12.0,685.0,1.0,4.0,39.0,1.0,1.0,no checking,existing paid,repairs,<100,unemployed,female div/dep/mar,none,car,stores,rent,high qualif/self emp/mgmt,yes,yes,good
18.0,2390.0,4.0,2.0,57.0,1.0,1.0,>=200,no credits/all paid,new car,>=1000,>=7,male single,none,life insurance,none,for free,skilled,none,yes,bad
24.0,717.0,2.0,1.0,25.0,1.0,1.0,no checking,delayed previously,business,<100,1<=X<4,male div/sep,co applicant,life insurance,stores,own,unemp/unskilled non res,yes,yes,good
12.0,5458.0,3.0,4.0,35.0,1.0,1.0,0<=X<200,existing paid,retraining,500<=X<1000,unemployed,male single,none,no known property,bank,own,unskilled resident,none,yes,bad
12.0,1409.0,2.0,4.0,26.0,2.0,1.0,no checking,critical/other existing credit,used car,100<=X<500,>=7,male single,none,no known property,none,rent,skilled,yes,yes,bad
15.0,1039.0,3.0,4.0,49.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,<100,>=7,male single,none,real estate,bank,for free,skilled,yes,yes,good
27.0,959.0,2.0,4.0,27.0,1.0,1.0,<0,existing paid,furniture/equipment,500<=X<1000,<1,female div/dep/mar,co applicant,real estate,bank,rent,skilled,none,yes,bad
15.0,1282.0,2.0,2.0,35.0,1.0,1.0,0<=X<200,existing paid,radio/tv,>=1000,4<=X<7,male mar/wid,none,real estate,none,own,skilled,yes,yes,good
12.0,1237.0,4.0,3.0,49.0,1.0,1.0,>=200,existing paid,radio/tv,100<=X<500,<1,male single,none,real estate,none,own,skilled,yes,no,good
36.0,3973.0,4.0,4.0,42.0,2.0,1.0,>=200,critical/other existing credit,radio/tv,100<=X<500,unemployed,male single,none,car,none,for free,skilled,none,yes,good
12.0,2288.0,4.0,4.0,27.0,1.0,1.0,no checking,existing paid,used car,<100,1<=X<4,male single,none,life insurance,none,rent,skilled,yes,yes,bad
10.0,1051.0,4.0,3.0,31.0,1.0,1.0,0<=X<200,existing paid,new car,>=1000,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
24.0,664.0,4.0,4.0,36.0,1.0,1.0,0<=X<200,critical/other existing credit,new car,>=1000,1<=X<4,male mar/wid,none,real estate,none,own,skilled,none,yes,bad
30.0,6190.0,4.0,2.0,25.0,1.0,1.0,<0,existing paid,used car,500<=X<1000,1<=X<4,male div/sep,guarantor,life insurance,none,own,skilled,yes,yes,good
12.0,1471.0,4.0,2.0,51.0,1.0,1.0,>=200,existing paid,business,<100,<1,male mar/wid,none,real estate,none,own,skilled,none,yes,good
24.0,1422.0,2.0,2.0,27.0,2.0,1.0,<0,no credits/all paid,radio/tv,<100,4<=X<7,female div/dep/mar,none,life insurance,stores,own,skilled,yes,yes,good
9.0,6954.0,4.0,2.0,23.0,1.0,1.0,0<=X<200,existing paid,business,>=1000,1<=X<4,male single,none,no known property,bank,rent,high qualif/self emp/mgmt,yes,yes,bad
18.0,2210.0,4.0,4.0,32.0,1.0,1.0,0<=X<200,existing paid,new car,<100,<1,male mar/wid,none,car,bank,for free,unskilled resident,none,yes,bad
9.0,4181.0,4.0,2.0,41.0,1.0,1.0,0<=X<200,existing paid,new car,<100,unemployed,male single,none,no known property,none,own,unskilled resident,yes,no,bad
24.0,1413.0,4.0,4.0,30.0,2.0,1.0,no checking,no credits/all paid,new car,<100,>=7,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,bad
45.0,2597.0,1.0,2.0,24.0,2.0,2.0,0<=X<200,existing paid,new car,>=1000,unemployed,male single,none,real estate,none,own,unskilled resident,none,yes,bad
12.0,1297.0,2.0,1.0,40.0,1.0,1.0,no checking,existing paid,radio/tv,<100,1<=X<4,female div/dep/mar,none,car,none,own,unemp/unskilled non res,none,yes,bad
6.0,7057.0,2.0,1.0,35.0,1.0,1.0,0<=X<200,existing paid,repairs,<100,1<=X<4,female div/dep/mar,none,no known property,none,own,unskilled resident,yes,yes,good
24.0,7487.0,4.0,4.0,26.0,2.0,2.0,no checking,critical/other existing credit,radio/tv,100<=X<500,1<=X<4,male single,none,no known property,none,for free,skilled,none,yes,bad
9.0,1415.0,3.0,4.0,24.0,2.0,1.0,<0,delayed previously,radio/tv,<100,unemployed,male single,none,real estate,bank,rent,skilled,none,yes,good
24.0,1597.0,4.0,4.0,39.0,1.0,1.0,0<=X<200,existing paid,domestic appliance,<100,4<=X<7,male single,co applicant,life insurance,none,for free,skilled,none,yes,good
24.0,930.0,4.0,4.0,25.0,1.0,1.0,no checking,existing paid,domestic appliance,no known savings,<1,male mar/wid,co applicant,real estate,stores,rent,high qualif/self emp/mgmt,yes,yes,bad
18.0,10386.0,1.0,2.0,57.0,1.0,1.0,no checking,existing paid,repairs,500<=X<1000,unemployed,male mar/wid,none,no known property,none,own,skilled,none,yes,bad
18.0,1224.0,2.0,2.0,42.0,1.0,1.0,>=200,all paid,used car,<100,1<=X<4,male single,none,life insurance,stores,own,skilled,none,yes,bad
18.0,6869.0,2.0,3.0,34.0,2.0,1.0,no checking,existing paid,other,<100,<1,male mar/wid,none,car,none,rent,skilled,yes,yes,bad
36.0,1380.0,2.0,2.0,41.0,1.0,1.0,>=200,existing paid,new car,<100,1<=X<4,male div/sep,none,real estate,none,own,skilled,yes,yes,good
12.0,2468.0,3.0,2.0,43.0,2.0,1.0,0<=X<200,critical/other existing credit,new car,no known savings,4<=X<7,female div/dep/mar,none,no known property,none,rent,skilled,yes,yes,good
27.0,1408.0,3.0,3.0,22.0,1.0,1.0,no checking,existing paid,radio/tv,100<=X<500,1<=X<4,male mar/wid,none,car,none,rent,skilled,none,yes,good
12.0,3357.0,4.0,2.0,54.0,1.0,1.0,no checking,existing paid,other,<100,<1,male single,none,real estate,none,own,skilled,yes,yes,bad
12.0,3148.0,4.0,2.0,24.0,2.0,1.0,0<=X<200,critical/other existing credit,furniture/equipment,<100,<1,male mar/wid,none,car,none,own,skilled,none,yes,good
10.0,10685.0,4.0,1.0,23.0,1.0,1.0,<0,all paid,business,<100,<1,male single,guarantor,car,bank,own,skilled,yes,yes,bad
30.0,1528.0,4.0,2.0,31.0,2.0,1.0,0<=X<200,delayed previously,furniture/equipment,>=1000,unemployed,female div/dep/mar,guarantor,real estate,bank,own,high qualif/self emp/mgmt,yes,yes,bad
6.0,3238.0,4.0,2.0,35.0,1.0,1.0,0<=X<200,existing paid,used car,<100,4<=X<7,male single,guarantor,life insurance,stores,own,unskilled resident,none,yes,bad
36.0,3553.0,1.0,4.0,26.0,1.0,1.0,0<=X<200,delayed previously,business,>=1000,unemployed,female div/dep/mar,co applicant,no known property,none,own,skilled,yes,yes,bad
12.0,7179.0,1.0,2.0,25.0,2.0,1.0,<0,delayed previously,furniture/equipment,500<=X<1000,<1,male single,none,car,none,own,skilled,yes,yes,bad
12.0,953.0,4.0,4.0,41.0,1.0,1.0,<0,existing paid,retraining,<100,>=7,male single,co applicant,car,stores,for free,unemp/unskilled non res,yes,yes,good
12.0,1355.0,2.0,3.0,36.0,2.0,1.0,no checking,no credits/all paid,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,unskilled resident,none,yes,good
12.0,1123.0,4.0,2.0,24.0,1.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,life insurance,none,own,unskilled resident,none,no,bad
12.0,809.0,1.0,2.0,43.0,2.0,1.0,>=200,no credits/all paid,other,<100,>=7,male single,none,car,none,for free,skilled,yes,yes,good
36.0,1315.0,4.0,4.0,36.0,1.0,1.0,no checking,existing paid,radio/tv,no known savings,4<=X<7,male single,none,life insurance,bank,own,skilled,yes,yes,bad
18.0,1369.0,4.0,4.0,38.0,1.0,1.0,<0,all paid,new car,<100,4<=X<7,male single,none,real estate,none,for free,high qualif/self emp/mgmt,none,yes,good
36.0,10961.0,4.0,4.0,37.0,2.0,1.0,<0,no credits/all paid,new car,<100,unemployed,male single,none,car,none,rent,unskilled resident,none,yes,bad
24.0,1778.0,2.0,4.0,37.0,2.0,2.0,<0,delayed previously,radio/tv,<100,unemployed,male single,none,no known property,none,for free,unemp/unskilled non res,none,yes,bad
18.0,1867.0,4.0,4.0,29.0,1.0,1.0,0<=X<200,existing paid,new car,500<=X<1000,>=7,female div/dep/mar,none,real estate,stores,rent,skilled,none,yes,good
12.0,906.0,2.0,2.0,25.0,2.0,1.0,no checking,no credits/all paid,radio/tv,>=1000,1<=X<4,female div/dep/mar,co applicant,real estate,stores,own,high qualif/self emp/mgmt,yes,yes,good
18.0,6308.0,1.0,2.0,27.0,1.0,1.0,no checking,existing paid,new car,100<=X<500,<1,male mar/wid,none,car,bank,rent,skilled,none,yes,bad
24.0,3990.0,4.0,4.0,40.0,1.0,1.0,0<=X<200,all paid,used car,>=1000,1<=X<4,male single,none,car,none,for free,unskilled resident,none,yes,bad
9.0,1238.0,4.0,3.0,29.0,2.0,1.0,0<=X<200,critical/other existing credit,radio/tv,<100,1<=X<4,male single,none,real estate,none,own,skilled,yes,yes,bad
24.0,3620.0,1.0,2.0,37.0,1.0,1.0,no checking,all paid,radio/tv,<100,1<=X<4,female div/dep/mar,guarantor,real estate,bank,own,unskilled resident,none,yes,good
18.0,973.0,2.0,3.0,30.0,1.0,1.0,no checking,delayed previously,new car,no known savings,unemployed,male single,none,life insurance,bank,own,skilled,yes,yes,good
36.0,3148.0,4.0,2.0,25.0,1.0,1.0,<0,existing paid,education,<100,>=7,male single,none,car,bank,own,unskilled resident,none,yes,bad
12.0,2101.0,4.0,2.0,44.0,1.0,1.0,no checking,existing paid,radio/tv,>=1000,>=7,male single,guarantor,car,none,own,skilled,none,yes,good
12.0,6861.0,4.0,4.0,25.0,1.0,1.0,no checking,existing paid,new car,no known savings,>=7,male single,none,life insurance,none,rent,unskilled resident,yes,yes,bad
36.0,1216.0,2.0,4.0,39.0,1.0,1.0,<0,existing paid,new car,>=1000,unemployed,female div/dep/mar,none,no known property,none,own,skilled,none,yes,bad
12.0,2275.0,3.0,4.0,25.0,1.0,1.0,<0,existing paid,new car,<100,unemployed,male single,none,real estate,none,rent,skilled,none,yes,bad
18.0,3777.0,4.0,2.0,32.0,2.0,1.0,<0,delayed previously,retraining,100<=X<500,1<=X<4,male single,none,car,none,rent,skilled,yes,yes,good
7.0,703.0,4.0,2.0,47.0,1.0,1.0,>=200,existing paid,used car,100<=X<500,4<=X<7,female div/dep/mar,none,real estate,stores,rent,unskilled resident,none,yes,good
18.0,1094.0,4.0,4.0,35.0,1.0,1.0,0<=X<200,existing paid,radio/tv,500<=X<1000,<1,female div/dep/mar,none,no known property,none,rent,skilled,yes,yes,good
52.0,7127.0,1.0,2.0,28.0,2.0,1.0,<0,critical/other existing credit,furniture/equipment,100<=X<500,1<=X<4,male div/sep,none,real estate,none,own,skilled,yes,yes,bad
12.0,3990.0,2.0,4.0,29.0,1.0,1.0,0<=X<200,critical/other existing credit,new car,<100,4<=X<7,male mar/wid,none,car,none,rent,skilled,none,yes,bad
12.0,2766.0,1.0,2.0,46.0,2.0,1.0,<0,no credits/all paid,business,<100,<1,female div/dep/mar,none,real estate,none,own,unskilled resident,none,yes,good
36.0,1288.0,3.0,4.0,32.0,1.0,1.0,no checking,existing paid,radio/tv,<100,unemployed,male mar/wid,none,car,none,own,skilled,yes,yes,bad
36.0,1355.0,4.0,2.0,29.0,2.0,1.0,no checking,no credits/all paid,retraining,100<=X<500,<1,male div/sep,none,life insurance,none,own,skilled,yes,yes,good
24.0,1520.0,2.0,2.0,32.0,1.0,1.0,no checking,existing paid,other,<100,4<=X<7,male single,none,life insurance,none,rent,unskilled resident,none,yes,bad
12.0,876.0,2.0,3.0,41.0,2.0,1.0,>=200,critical/other existing credit,furniture/equipment,100<=X<500,>=7,male mar/wid,co applicant,real estate,none,own,unemp/unskilled non res,yes,yes,bad
36.0,1055.0,4.0,2.0,26.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,no known property,none,rent,skilled,yes,yes,bad
12.0,2848.0,2.0,3.0,28.0,1.0,1.0,0<=X<200,existing paid,domestic appliance,100<=X<500,<1,female div/dep/mar,guarantor,real estate,bank,rent,skilled,none,yes,good
12.0,1123.0,4.0,2.0,26.0,2.0,1.0,0<=X<200,critical/other existing credit,retraining,<100,<1,male div/sep,none,no known property,none,own,unemp/unskilled non res,none,yes,good
12.0,3913.0,4.0,2.0,28.0,2.0,1.0,0<=X<200,existing paid,used car,<100,<1,female div/dep/mar,co applicant,life insurance,stores,rent,unskilled resident,yes,yes,bad
15.0,1887.0,4.0,3.0,36.0,2.0,1.0,no checking,all paid,used car,no known savings,<1,male div/sep,none,real estate,none,own,skilled,yes,yes,good
48.0,1355.0,1.0,4.0,25.0,1.0,1.0,<0,delayed previously,other,100<=X<500,<1,male div/sep,none,no known property,stores,rent,skilled,none,yes,bad
6.0,1366.0,1.0,1.0,40.0,1.0,1.0,>=200,existing paid,new car,<100,>=7,female div/dep/mar,none,real estate,none,own,high qualif/self emp/mgmt,none,yes,good
12.0,1068.0,4.0,4.0,47.0,1.0,1.0,>=200,delayed previously,new car,no known savings,>=7,female div/dep/mar,none,no known property,none,own,skilled,none,yes,good
24.0,1243.0,2.0,1.0,25.0,1.0,1.0,<0,existing paid,radio/tv,<100,4<=X<7,female div/dep/mar,none,life insurance,none,own,skilled,none,yes,good
12.0,1209.0,4.0,4.0,27.0,1.0,1.0,0<=X<200,existing paid,repairs,<100,>=7,female div/dep/mar,none,real estate,stores,rent,skilled,yes,yes,bad
12.0,2578.0,1.0,2.0,41.0,1.0,1.0,0<=X<200,existing paid,business,<100,unemployed,male div/sep,none,real estate,none,own,skilled,yes,no,good
24.0,1495.0,1.0,1.0,47.0,1.0,1.0,>=200,existing paid,radio/tv,<100,unemployed,male div/sep,none,car,none,own,skilled,none,yes,good
15.0,2427.0,4.0,1.0,57.0,1.0,1.0,no checking,existing paid,furniture/equipment,<100,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,yes,yes,good
36.0,1420.0,2.0,4.0,31.0,1.0,1.0,no checking,existing paid,new car,>=1000,>=7,male div/sep,none,real estate,stores,rent,unskilled resident,yes,yes,bad
24.0,1274.0,2.0,1.0,32.0,1.0,1.0,no checking,existing paid,radio/tv,<100,1<=X<4,male single,none,car,none,own,skilled,yes,yes,bad
6.0,5117.0,4.0,4.0,28.0,2.0,1.0,no checking,no credits/all paid,new car,<100,>=7,male mar/wid,none,car,none,rent,skilled,none,yes,bad
24.0,1793.0,3.0,4.0,27.0,1.0,1.0,<0,existing paid,radio/tv,no known savings,<1,female div/dep/mar,none,life insurance,bank,rent,unskilled resident,none,yes,bad
24.0,12204.0,2.0,4.0,41.0,2.0,1.0,0<=X<200,delayed previously,new car,<100,4<=X<7,male single,none,car,none,own,skilled,yes,yes,good
18.0,2329.0,3.0,1.0,36.0,1.0,1.0,<0,existing paid,furniture/equipment,<100,<1,male div/sep,none,car,stores,own,unskilled resident,yes,yes,bad
18.0,3149.0,2.0,4.0,27.0,2.0,1.0,no checking,critical/other existing credit,furniture/equipment,<100,4<=X<7,male div/sep,none,no known property,bank,rent,skilled,yes,yes,good
12.0,1237.0,4.0,4.0,27.0,1.0,1.0,0<=X<200,no credits/all paid,new car,no known savings,1<=X<4,female div/dep/mar,none,real estate,none,own,skilled,none,yes,bad
18.0,5179.0,4.0,4.0,34.0,1.0,1.0,no checking,existing paid,new car,>=1000,1<=X<4,male single,none,no known property,bank,for free,unskilled resident,yes,yes,bad
48.0,797.0,4.0,1.0,33.0,2.0,2.0,no checking,delayed previously,used car,no known savings,1<=X<4,male single,none,real estate,none,rent,skilled,yes,yes,good
12.0,1343.0,1.0,3.0,51.0,1.0,1.0,<0,existing paid,used car,<100,>=7,female div/dep/mar,co applicant,car,none,for free,unemp/unskilled non res,yes,yes,good
27.0,6954.0,1.0,3.0,39.0,1.0,2.0,no checking,existing paid,other,<100,4<=X<7,male single,none,real estate,none,for free,skilled,yes,yes,bad
18.0,2333.0,3.0,4.0,52.0,2.0,1.0,no checking,critical/other existing credit,radio/tv,no known savings,4<=X<7,male single,none,car,none,for free,skilled,none,yes,good
12.0,1106.0,4.0,3.0,26.0,1.0,1.0,<0,existing paid,used car,no known savings,1<=X<4,male div/sep,none,real estate,none,own,skilled,none,yes,good
15.0,3868.0,4.0,4.0,35.0,2.0,1.0,0<=X<200,critical/other existing credit,business,>=1000,>=7,male single,none,life insurance,none,own,skilled,yes,yes,good
12.0,1364.0,1.0,2.0,49.0,1.0,1.0,>=200,existing paid,new car,<100,unemployed,female div/dep/mar,none,life insurance,none,rent,skilled,yes,yes,good
9.0,10961.0,1.0,3.0,23.0,2.0,1.0,<0,no credits/all paid,new car,>=1000,<1,female div/dep/mar,none,no known property,none,rent,unemp/unskilled non res,yes,yes,bad
36.0,1239.0,4.0,3.0,46.0,1.0,1.0,>=200,existing paid,furniture/equipment,<100,>=7,male single,none,life insurance,none,own,skilled,none,yes,good
9.0,2578.0,2.0,2.0,66.0,1.0,1.0,no checking,all paid,radio/tv,100<=X<500,>=7,female div/dep/mar,none,life insurance,none,own,unskilled resident,yes,yes,good
15.0,807.0,4.0,4.0,28.0,2.0,2.0,0<=X<200,critical/other existing credit,furniture/equipment,100<=X<500,1<=X<4,male single,none,no known property,none,for free,high qualif/self emp/mgmt,yes,yes,good
10.0,3160.0,3.0,4.0,27.0,2.0,2.0,0<=X<200,critical/other existing credit,other,100<=X<500,<1,female div/dep/mar,none,no known property,none,for free,skilled,none,yes,good
12.0,1109.0,3.0,4.0,40.0,2.0,1.0,>=200,critical/other existing credit,furniture/equipment,<100,>=7,male single,guarantor,no known property,none,own,skilled,none,yes,good
18.0,1387.0,4.0,4.0,30.0,1.0,1.0,<0,existing paid,repairs,>=1000,1<=X<4,female div/dep/mar,none,car,bank,rent,skilled,yes,yes,good
12.0,1569.0,2.0,4.0,46.0,1.0,2.0,no checking,existing paid,radio/tv,no known savings,>=7,male single,none,no known property,none,for free,skilled,yes,yes,good
12.0,7293.0,2.0,3.0,43.0,1.0,1.0,no checking,existing paid,new car,>=1000,unemployed,male single,co applicant,no known property,none,own,skilled,none,yes,bad
12.0,1275.0,4.0,4.0,35.0,2.0,1.0,<0,no credits/all paid,education,500<=X<1000,1<=X<4,male single,none,no known property,none,for free,unskilled resident,none,yes,good
6.0,1285.0,1.0,2.0,22.0,2.0,1.0,0<=X<200,no credits/all paid,radio/tv,no known savings,unemployed,female div/dep/mar,none,real estate,none,own,skilled,none,yes,good
12.0,1409.0,4.0,4.0,23.0,1.0,1.0,<0,critical/other existing credit,new car,<100,1<=X<4,male single,none,real estate,none,for free,unskilled resident,yes,yes,good
24.0,1480.0,4.0,1.0,32.0,1.0,1.0,no checking,delayed previously,radio/tv,<100,<1,male single,none,real estate,none,own,skilled,yes,yes,bad
24.0,1207.0,2.0,2.0,22.0,1.0,1.0,<0,existing paid,radio/tv,>=1000,1<=X<4,male single,none,car,stores,own,skilled,none,yes,bad
18.0,4169.0,3.0,4.0,34.0,2.0,1.0,<0,existing paid,new car,<100,<1,female div/dep/mar,none,car,none,for free,skilled,yes,yes,bad
24.0,1282.0,4.0,2.0,26.0,1.0,1.0,no checking,existing paid,radio/tv,100<=X<500,4<=X<7,male single,none,real estate,bank,own,skilled,none,yes,good
36.0,637.0,4.0,4.0,29.0,2.0,1.0,<0,delayed previously,repairs,<100,>=7,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,good
18.0,936.0,1.0,1.0,30.0,1.0,1.0,>=200,existing paid,new car,<100,>=7,male div/sep,guarantor,life insurance,none,own,skilled,none,yes,bad
12.0,1082.0,2.0,4.0,57.0,2.0,1.0,>=200,delayed previously,repairs,<100,>=7,male single,none,no known property,none,own,skilled,none,yes,good
24.0,1268.0,4.0,3.0,34.0,1.0,1.0,0<=X<200,existing paid,radio/tv,<100,4<=X<7,male single,none,life insurance,none,rent,unemp/unskilled non res,yes,yes,good
12.0,4827.0,2.0,2.0,21.0,1.0,1.0,<0,existing paid,radio/tv,500<=X<1000,4<=X<7,female div/dep/mar,none,car,none,own,unemp/unskilled non res,yes,yes,bad
24.0,1437.0,4.0,4.0,28.0,1.0,1.0,<0,existing paid,new car,<100,1<=X<4,male single,co applicant,life insurance,none,own,skilled,none,yes,bad
24.0,2359.0,4.0,2.0,34.0,1.0,1.0,>=200,existing paid,furniture/equipment,100<=X<500,4<=X<7,male div/sep,none,car,stores,rent,unskilled resident,yes,yes,bad
48.0,916.0,4.0,4.0,24.0,1.0,1.0,0<=X<200,existing paid,new car,100<=X<500,4<=X<7,male single,none,no known property,none,own,skilled,none,yes,bad
15.0,1401.0,2.0,4.0,23.0,2.0,1.0,>=200,delayed previously,furniture/equipment,no known savings,<1,female div/dep/mar,none,real estate,none,rent,skilled,yes,yes,good
12.0,1053.0,4.0,1.0,25.0,3.0,1.0,0<=X<200,no credits/all paid,retraining,<100,1<=X<4,male div/sep,none,car,none,own,skilled,yes,yes,good
48.0,2040.0,4.0,3.0,36.0,1.0,1.0,no checking,existing paid,business,<100,>=7,male single,none,life insurance,none,own,skilled,yes,yes,bad
6.0,1337.0,4.0,4.0,32.0,1.0,1.0,0<=X<200,existing paid,other,<100,<1,female div/dep/mar,none,real estate,none,rent,skilled,none,yes,good
36.0,1412.0,2.0,4.0,24.0,2.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,unemployed,male single,co applicant,life insurance,none,rent,skilled,none,yes,good
36.0,3515.0,4.0,4.0,33.0,1.0,1.0,0<=X<200,existing paid,new car,<100,1<=X<4,male single,none,life insurance,none,for free,skilled,yes,yes,bad
36.0,1364.0,1.0,4.0,23.0,1.0,1.0,0<=X<200,existing paid,radio/tv,no known savings,<1,male mar/wid,none,no known property,none,rent,skilled,none,yes,good
9.0,2319.0,3.0,2.0,23.0,1.0,1.0,0<=X<200,existing paid,radio/tv,500<=X<1000,1<=X<4,male div/sep,none,car,stores,rent,skilled,none,yes,bad
