checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
<0,37,delayed previously,furniture/equipment,1855,no known savings,4<=X<7,4,male div/sep,co applicant,2,life insurance,37,none,for free,2,unskilled resident,1,none,yes,bad
<0,33,critical/other existing credit,radio/tv,3057,<100,>=7,1,male single,none,4,no known property,45,none,own,1,skilled,1,none,yes,bad
no checking,17,existing paid,radio/tv,2508,no known savings,<1,4,female div/dep/mar,none,2,real estate,50,none,own,1,unskilled resident,1,yes,yes,good
no checking,13,existing paid,business,4635,no known savings,<1,2,male single,none,2,life insurance,38,bank,own,2,skilled,1,none,yes,good
0<=X<200,8,delayed previously,education,3388,<100,unemployed,3,male single,none,3,car,59,none,own,2,unskilled resident,1,yes,yes,good
<0,48,existing paid,radio/tv,6551,<100,1<=X<4,3,female div/dep/mar,none,2,no known property,21,bank,for free,2,skilled,1,yes,yes,good
no checking,38,critical/other existing credit,new car,5555,<100,1<=X<4,4,male single,none,1,car,31,stores,rent,1,unskilled resident,2,yes,yes,good
<0,21,critical/other existing credit,furniture/equipment,5830,<100,4<=X<7,4,male single,none,4,no known property,30,none,for free,1,skilled,2,yes,no,bad
<0,16,critical/other existing credit,new car,6105,<100,>=7,3,female div/dep/mar,none,4,car,31,none,rent,1,skilled,1,yes,yes,good
0<=X<200,9,existing paid,new car,2757,no known savings,>=7,2,female div/dep/mar,guarantor,3,real estate,33,none,own,2,skilled,1,yes,yes,good
>=200,23,critical/other existing credit,new car,3754,<100,4<=X<7,3,male single,none,3,car,27,none,own,1,unskilled resident,1,yes,yes,good
<0,21,existing paid,radio/tv,5041,no known savings,>=7,3,female div/dep/mar,none,4,car,26,none,own,2,skilled,1,yes,yes,bad
0<=X<200,13,no credits/all paid,new car,899,no known savings,>=7,4,male mar/wid,none,4,real estate,21,none,rent,1,skilled,1,none,yes,good
0<=X<200,28,critical/other existing credit,radio/tv,7061,no known savings,>=7,3,male single,none,4,car,26,none,for free,1,unskilled resident,2,yes,yes,bad
<0,32,existing paid,business,6378,500<=X<1000,1<=X<4,4,male single,none,1,car,29,none,for free,2,skilled,2,yes,yes,good
no checking,38,critical/other existing credit,radio/tv,5139,no known savings,1<=X<4,4,male single,none,2,life insurance,31,none,own,2,skilled,2,none,yes,good
no checking,17,delayed previously,new car,1029,<100,<1,4,female div/dep/mar,none,3,real estate,34,none,own,2,skilled,1,none,yes,bad
0<=X<200,25,delayed previously,radio/tv,5197,<100,1<=X<4,4,male single,none,4,life insurance,39,none,own,1,unskilled resident,2,none,yes,good
>=200,9,critical/other existing credit,radio/tv,1014,<100,4<=X<7,4,female div/dep/mar,none,3,no known property,28,none,own,2,skilled,1,none,yes,good
<0,35,all paid,radio/tv,3683,<100,1<=X<4,4,male div/sep,none,4,no known property,47,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,25,delayed previously,new car,4189,<100,<1,4,male single,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
<0,10,all paid,new car,576,<100,<1,4,female div/dep/mar,none,2,real estate,43,none,own,1,unemp/unskilled non res,1,none,yes,bad
0<=X<200,21,existing paid,new car,6814,<100,4<=X<7,4,male single,none,1,no known property,37,none,own,2,unskilled resident,1,none,yes,bad
<0,24,critical/other existing credit,business,2614,500<=X<1000,1<=X<4,4,female div/dep/mar,none,1,life insurance,35,none,own,2,skilled,2,none,yes,good
<0,40,existing paid,radio/tv,6416,100<=X<500,>=7,2,male single,none,4,no known property,30,none,rent,3,unskilled resident,1,yes,yes,bad
no checking,10,existing paid,radio/tv,3097,no known savings,1<=X<4,2,male single,none,4,real estate,50,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,30,existing paid,business,5625,>=1000,<1,4,male single,none,2,no known property,44,bank,own,2,skilled,2,yes,yes,good
<0,37,existing paid,used car,2536,<100,>=7,2,male single,none,2,real estate,27,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,9,existing paid,radio/tv,861,<100,1<=X<4,1,male single,none,4,car,28,none,for free,1,skilled,2,yes,yes,good
<0,7,critical/other existing credit,repairs,368,<100,>=7,1,male single,none,2,life insurance,27,none,own,2,skilled,1,none,yes,good
>=200,28,existing paid,used car,3734,>=1000,4<=X<7,4,male single,none,4,car,36,none,own,3,unskilled resident,2,yes,yes,bad
0<=X<200,19,existing paid,furniture/equipment,1932,<100,>=7,2,male single,none,1,car,33,none,for free,1,skilled,1,none,yes,bad
0<=X<200,29,existing paid,radio/tv,6564,<100,1<=X<4,2,male single,none,4,car,39,none,for free,1,skilled,2,none,yes,bad
no checking,22,existing paid,radio/tv,3411,<100,1<=X<4,2,male single,none,2,car,21,none,own,1,skilled,1,yes,yes,good
<0,29,existing paid,radio/tv,1096,no known savings,1<=X<4,4,male single,co applicant,3,real estate,33,stores,own,2,skilled,1,none,yes,good
no checking,10,critical/other existing credit,furniture/equipment,1168,<100,1<=X<4,1,female div/dep/mar,none,4,car,31,none,own,1,skilled,1,none,yes,good
0<=X<200,30,delayed previously,radio/tv,11561,<100,>=7,1,male single,none,4,car,28,bank,for free,1,skilled,1,none,yes,good
<0,44,existing paid,radio/tv,5755,<100,<1,4,male single,none,2,car,32,stores,own,1,skilled,2,none,yes,good
<0,12,critical/other existing credit,repairs,605,<100,4<=X<7,2,male single,none,1,life insurance,24,none,own,1,skilled,1,none,yes,good
no checking,38,critical/other existing credit,radio/tv,3013,100<=X<500,unemployed,4,male single,co applicant,2,life insurance,22,none,own,2,unskilled resident,1,none,yes,bad
no checking,11,existing paid,new car,1082,<100,1<=X<4,2,male single,none,4,life insurance,36,bank,own,1,skilled,1,none,yes,good
0<=X<200,20,delayed previously,used car,2503,500<=X<1000,>=7,1,male single,none,3,life insurance,49,none,own,1,skilled,1,none,no,good
<0,26,existing paid,radio/tv,10196,<100,unemployed,3,male single,none,4,life insurance,29,stores,own,2,skilled,1,none,no,bad
<0,7,existing paid,furniture/equipment,885,<100,1<=X<4,2,male single,none,3,car,28,none,own,1,skilled,1,none,yes,good
>=200,17,existing paid,business,4806,<100,4<=X<7,4,female div/dep/mar,none,4,real estate,24,none,own,1,skilled,1,yes,yes,good
0<=X<200,11,existing paid,new car,3089,100<=X<500,>=7,3,male single,none,4,no known property,51,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
<0,29,existing paid,new car,995,<100,>=7,4,female div/dep/mar,none,4,life insurance,47,stores,rent,1,skilled,1,none,yes,good
<0,21,existing paid,radio/tv,2052,<100,1<=X<4,3,male single,none,4,real estate,25,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,14,existing paid,furniture/equipment,1774,<100,1<=X<4,4,female div/dep/mar,none,2,no known property,34,none,own,2,skilled,2,yes,yes,good
0<=X<200,30,existing paid,used car,3307,<100,4<=X<7,4,female div/dep/mar,none,2,life insurance,46,bank,rent,1,skilled,1,yes,yes,good
0<=X<200,20,critical/other existing credit,new car,4373,no known savings,unemployed,4,female div/dep/mar,none,3,real estate,23,none,own,1,unskilled resident,2,yes,yes,good
no checking,13,existing paid,business,1199,<100,unemployed,2,male mar/wid,none,2,life insurance,40,none,rent,1,unemp/unskilled non res,1,none,yes,good
<0,23,existing paid,radio/tv,8617,<100,>=7,1,female div/dep/mar,none,4,car,22,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,20,existing paid,furniture/equipment,4577,<100,1<=X<4,3,female div/dep/mar,none,2,real estate,41,bank,own,2,skilled,1,none,yes,good
0<=X<200,47,critical/other existing credit,furniture/equipment,8036,100<=X<500,4<=X<7,2,male div/sep,none,4,no known property,43,none,rent,2,skilled,1,yes,yes,good
no checking,11,existing paid,radio/tv,2185,500<=X<1000,<1,1,male single,none,2,car,41,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
0<=X<200,11,existing paid,used car,3344,<100,>=7,4,female div/dep/mar,none,3,car,25,bank,own,1,unskilled resident,1,yes,yes,good
0<=X<200,55,existing paid,business,13424,<100,<1,1,male single,none,4,no known property,35,none,rent,1,unskilled resident,2,yes,yes,good
0<=X<200,17,critical/other existing credit,business,948,no known savings,1<=X<4,4,male single,none,4,car,41,none,own,1,skilled,1,yes,yes,good
<0,11,no credits/all paid,furniture/equipment,1319,>=1000,1<=X<4,4,male mar/wid,none,2,life insurance,26,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,20,critical/other existing credit,radio/tv,5883,no known savings,>=7,4,male single,none,1,life insurance,35,none,own,2,unskilled resident,2,yes,yes,good
no checking,22,delayed previously,furniture/equipment,2005,no known savings,>=7,4,male single,none,1,real estate,44,none,own,2,skilled,1,yes,yes,good
no checking,51,existing paid,radio/tv,6517,<100,1<=X<4,1,male single,none,3,real estate,37,none,own,1,skilled,1,none,yes,good
no checking,49,existing paid,new car,1563,>=1000,1<=X<4,4,male single,none,1,car,28,none,own,2,skilled,1,none,yes,good
<0,8,existing paid,radio/tv,932,<100,4<=X<7,2,male single,none,4,real estate,25,none,rent,2,unskilled resident,1,none,yes,good
0<=X<200,11,existing paid,new car,2870,no known savings,>=7,4,male single,none,4,real estate,39,none,own,1,skilled,1,yes,yes,good
<0,45,existing paid,new car,6915,no known savings,<1,4,male single,none,2,car,52,none,own,1,skilled,1,none,yes,good
no checking,11,no credits/all paid,radio/tv,1397,no known savings,1<=X<4,4,male single,none,4,car,24,none,own,1,skilled,1,yes,yes,bad
no checking,8,existing paid,new car,872,<100,>=7,1,female div/dep/mar,none,4,real estate,30,none,rent,1,skilled,1,none,yes,bad
0<=X<200,36,existing paid,radio/tv,6403,<100,>=7,2,female div/dep/mar,co applicant,4,no known property,54,none,for free,1,skilled,1,none,yes,bad
0<=X<200,24,critical/other existing credit,business,2446,<100,>=7,2,male single,none,2,no known property,39,bank,own,1,skilled,1,none,yes,bad
<0,6,critical/other existing credit,radio/tv,874,no known savings,>=7,4,male single,none,4,real estate,61,none,own,2,skilled,1,yes,yes,good
no checking,16,existing paid,other,5322,100<=X<500,1<=X<4,2,male div/sep,none,4,no known property,48,none,rent,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,31,all paid,radio/tv,3986,no known savings,4<=X<7,2,female div/dep/mar,none,4,no known property,29,bank,for free,1,unskilled resident,1,yes,yes,good
0<=X<200,17,delayed previously,new car,2751,<100,>=7,4,male single,none,2,life insurance,21,none,own,1,skilled,1,none,yes,good
no checking,20,delayed previously,used car,6674,<100,>=7,4,male single,none,4,life insurance,63,none,own,1,skilled,1,none,yes,good
no checking,37,existing paid,new car,9276,<100,>=7,3,male mar/wid,none,4,life insurance,36,none,own,2,skilled,1,yes,yes,good
0<=X<200,41,critical/other existing credit,radio/tv,2699,>=1000,<1,2,female div/dep/mar,none,4,life insurance,31,none,rent,1,skilled,1,yes,yes,good
0<=X<200,20,existing paid,radio/tv,4919,no known savings,>=7,2,female div/dep/mar,none,2,car,30,bank,rent,1,skilled,1,none,yes,good
>=200,15,delayed previously,radio/tv,6010,<100,>=7,2,male single,none,1,car,73,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
<0,31,existing paid,new car,2534,<100,4<=X<7,3,male single,none,4,no known property,24,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
<0,22,critical/other existing credit,radio/tv,2952,<100,1<=X<4,1,male single,none,4,real estate,42,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,54,critical/other existing credit,used car,11196,100<=X<500,4<=X<7,4,female div/dep/mar,none,4,real estate,20,none,own,1,skilled,1,none,yes,good
>=200,25,existing paid,furniture/equipment,8846,no known savings,unemployed,1,male single,none,4,car,26,none,rent,1,high qualif/self emp/mgmt,1,none,yes,good
>=200,14,critical/other existing credit,new car,2213,<100,1<=X<4,2,male single,none,2,no known property,43,none,own,1,unskilled resident,2,none,yes,good
<0,11,existing paid,radio/tv,1776,<100,>=7,4,female div/dep/mar,none,4,no known property,30,none,rent,1,skilled,2,none,yes,bad
no checking,10,all paid,used car,1776,100<=X<500,<1,1,male single,none,4,life insurance,66,none,own,1,high qualif/self emp/mgmt,1,yes,yes,good
no checking,12,critical/other existing credit,radio/tv,4332,<100,4<=X<7,3,male single,none,1,no known property,43,none,own,2,skilled,1,none,yes,good
0<=X<200,30,existing paid,used car,1999,>=1000,1<=X<4,4,male mar/wid,none,4,no known property,28,none,own,1,skilled,1,yes,yes,good
no checking,19,existing paid,radio/tv,2851,no known savings,>=7,4,male single,none,3,real estate,29,stores,rent,1,skilled,1,none,yes,bad
>=200,21,existing paid,business,1702,no known savings,<1,4,male single,none,4,car,40,none,own,2,high qualif/self emp/mgmt,1,yes,yes,bad
<0,38,critical/other existing credit,business,4114,<100,1<=X<4,4,male single,none,2,life insurance,41,none,own,1,skilled,1,none,yes,good
no checking,14,existing paid,furniture/equipment,3137,<100,<1,2,male single,none,4,car,39,none,rent,1,skilled,1,yes,yes,good
no checking,28,all paid,education,4618,<100,>=7,4,male single,none,1,no known property,41,none,rent,1,skilled,1,none,yes,good
0<=X<200,33,existing paid,radio/tv,1309,100<=X<500,>=7,1,male mar/wid,none,2,no known property,28,bank,own,3,skilled,1,none,yes,good
no checking,34,critical/other existing credit,furniture/equipment,3665,<100,>=7,4,male single,none,2,real estate,27,none,own,1,skilled,1,none,yes,good
0<=X<200,21,existing paid,education,3527,<100,<1,3,male single,none,4,car,26,stores,own,1,skilled,1,none,yes,bad
no checking,11,critical/other existing credit,radio/tv,2517,no known savings,unemployed,3,male single,none,3,car,53,none,own,2,unskilled resident,1,yes,yes,good
no checking,37,critical/other existing credit,business,6683,500<=X<1000,1<=X<4,1,female div/dep/mar,none,3,car,27,none,own,1,skilled,2,yes,yes,good
<0,17,existing paid,radio/tv,4439,<100,1<=X<4,2,male single,guarantor,2,car,25,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,9,existing paid,radio/tv,1155,<100,4<=X<7,4,male single,none,2,real estate,26,none,own,1,skilled,2,yes,yes,bad
0<=X<200,8,critical/other existing credit,new car,1975,no known savings,1<=X<4,2,male mar/wid,none,3,life insurance,37,bank,own,2,skilled,1,none,yes,good
>=200,10,critical/other existing credit,radio/tv,739,no known savings,unemployed,3,female div/dep/mar,none,4,real estate,37,none,own,2,unemp/unskilled non res,1,none,yes,good
no checking,15,delayed previously,used car,990,<100,<1,4,female div/dep/mar,none,1,car,23,bank,own,1,skilled,1,yes,yes,good
0<=X<200,6,existing paid,new car,1750,<100,1<=X<4,4,female div/dep/mar,none,2,car,36,none,own,3,skilled,1,none,yes,good
no checking,41,existing paid,new car,15326,<100,>=7,4,male single,none,4,car,52,none,own,2,skilled,1,yes,yes,good
no checking,30,existing paid,education,7745,no known savings,1<=X<4,4,male single,none,4,no known property,37,none,own,2,skilled,1,none,yes,good
<0,16,existing paid,business,1426,<100,>=7,1,female div/dep/mar,none,2,car,27,stores,for free,2,skilled,1,none,yes,bad
0<=X<200,24,critical/other existing credit,business,2895,no known savings,>=7,1,male single,none,2,car,53,none,rent,2,skilled,1,none,yes,good
<0,12,all paid,education,480,100<=X<500,>=7,1,female div/dep/mar,none,4,no known property,37,none,rent,2,skilled,1,none,no,bad
no checking,26,existing paid,radio/tv,3095,no known savings,unemployed,4,male single,none,3,car,32,none,own,1,skilled,2,yes,yes,good
no checking,35,existing paid,radio/tv,1980,<100,1<=X<4,4,male single,guarantor,4,car,24,none,for free,1,skilled,1,none,yes,bad
<0,25,existing paid,furniture/equipment,1220,<100,4<=X<7,2,male single,guarantor,2,real estate,33,none,own,1,skilled,1,none,yes,good
no checking,21,existing paid,new car,1900,100<=X<500,4<=X<7,1,male single,guarantor,1,no known property,52,none,own,1,skilled,2,yes,yes,good
<0,24,no credits/all paid,furniture/equipment,2708,<100,>=7,3,male single,none,1,life insurance,24,none,own,1,skilled,1,none,yes,bad
>=200,11,existing paid,radio/tv,1581,no known savings,1<=X<4,1,female div/dep/mar,guarantor,4,life insurance,27,none,own,2,skilled,1,none,yes,good
no checking,34,existing paid,new car,2647,<100,<1,3,female div/dep/mar,none,2,car,36,bank,own,1,skilled,1,yes,yes,good
no checking,42,critical/other existing credit,business,7575,<100,1<=X<4,3,male single,none,3,real estate,30,none,rent,2,skilled,1,none,yes,good
no checking,34,delayed previously,new car,4163,<100,>=7,4,male mar/wid,none,2,real estate,20,bank,own,2,skilled,1,yes,yes,good
0<=X<200,21,existing paid,domestic appliance,4732,500<=X<1000,1<=X<4,2,male single,none,2,life insurance,25,none,own,2,skilled,2,yes,yes,good
no checking,26,existing paid,new car,3655,<100,>=7,4,male single,none,4,no known property,34,bank,rent,1,skilled,1,none,yes,good
no checking,51,existing paid,radio/tv,1682,no known savings,>=7,4,male single,none,4,car,30,none,for free,2,skilled,1,none,yes,bad
no checking,12,critical/other existing credit,furniture/equipment,428,100<=X<500,1<=X<4,4,female div/dep/mar,guarantor,4,life insurance,37,none,own,1,unskilled resident,1,none,yes,good
<0,20,critical/other existing credit,furniture/equipment,594,<100,1<=X<4,1,female div/dep/mar,none,4,car,30,none,for free,1,skilled,1,none,yes,bad
<0,23,delayed previously,other,1839,<100,>=7,4,female div/dep/mar,none,4,car,24,none,own,2,skilled,1,yes,yes,good
no checking,11,existing paid,furniture/equipment,1500,<100,1<=X<4,3,male single,none,4,real estate,45,bank,own,1,skilled,1,yes,yes,good
no checking,17,existing paid,radio/tv,1929,no known savings,1<=X<4,4,female div/dep/mar,none,3,car,26,none,own,1,skilled,2,yes,yes,good
0<=X<200,18,no credits/all paid,other,1672,<100,<1,2,male mar/wid,none,4,life insurance,33,none,for free,1,skilled,1,yes,yes,bad
0<=X<200,45,existing paid,radio/tv,2866,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,car,20,stores,rent,1,skilled,1,none,yes,bad
<0,8,critical/other existing credit,other,408,no known savings,<1,4,male mar/wid,none,2,car,30,none,rent,1,unskilled resident,2,yes,yes,good
no checking,38,no credits/all paid,radio/tv,2964,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,car,21,none,for free,1,skilled,1,none,yes,bad
<0,30,existing paid,radio/tv,6778,<100,1<=X<4,4,male single,none,2,real estate,23,none,rent,1,skilled,1,yes,yes,good
>=200,14,existing paid,new car,5331,<100,1<=X<4,2,male single,none,3,life insurance,24,none,for free,1,high qualif/self emp/mgmt,2,none,yes,good
<0,29,existing paid,furniture/equipment,5233,<100,4<=X<7,4,female div/dep/mar,none,2,car,31,none,own,1,skilled,1,none,yes,good
no checking,9,all paid,radio/tv,541,<100,4<=X<7,4,male single,none,4,real estate,26,none,own,1,skilled,1,yes,no,bad
>=200,15,delayed previously,new car,1664,no known savings,>=7,3,male single,none,2,real estate,32,none,own,2,high qualif/self emp/mgmt,1,yes,no,bad
<0,35,critical/other existing credit,used car,3127,<100,4<=X<7,2,female div/dep/mar,none,3,car,46,none,own,1,skilled,1,none,yes,good
0<=X<200,42,existing paid,furniture/equipment,4401,500<=X<1000,1<=X<4,3,male single,none,4,life insurance,22,none,own,2,high qualif/self emp/mgmt,1,yes,yes,good
no checking,26,existing paid,new car,1333,500<=X<1000,1<=X<4,4,female div/dep/mar,none,3,car,26,none,own,3,unskilled resident,1,none,yes,good
no checking,10,existing paid,furniture/equipment,2657,<100,4<=X<7,4,male single,none,1,no known property,49,none,own,1,high qualif/self emp/mgmt,2,none,yes,good
no checking,19,existing paid,used car,2632,<100,1<=X<4,4,male single,none,1,real estate,35,bank,own,2,skilled,2,none,yes,bad
no checking,14,existing paid,furniture/equipment,3770,<100,1<=X<4,3,male single,none,1,life insurance,28,none,own,2,skilled,1,none,yes,good
no checking,21,existing paid,furniture/equipment,1905,<100,4<=X<7,2,male single,none,2,real estate,33,none,own,1,skilled,1,none,yes,good
0<=X<200,15,existing paid,radio/tv,566,<100,4<=X<7,1,male single,none,3,real estate,31,none,own,1,skilled,1,none,yes,good
no checking,10,critical/other existing credit,furniture/equipment,2966,<100,1<=X<4,4,male single,none,2,car,32,bank,for free,1,skilled,2,yes,yes,bad
no checking,11,critical/other existing credit,furniture/equipment,3963,<100,4<=X<7,3,male single,none,3,car,32,none,own,2,skilled,1,none,yes,good
0<=X<200,18,existing paid,business,3054,no known savings,1<=X<4,4,female div/dep/mar,none,3,car,29,none,own,2,skilled,1,none,yes,bad
no checking,16,delayed previously,repairs,4725,<100,1<=X<4,4,female div/dep/mar,none,2,real estate,30,none,own,2,unskilled resident,1,yes,yes,good
<0,23,existing paid,education,3555,no known savings,<1,4,male single,none,1,no known property,38,none,own,1,high qualif/self emp/mgmt,1,yes,yes,bad
0<=X<200,16,critical/other existing credit,new car,2830,>=1000,1<=X<4,4,male mar/wid,none,3,no known property,26,none,own,1,unskilled resident,1,yes,yes,good
0<=X<200,9,existing paid,new car,740,no known savings,1<=X<4,2,female div/dep/mar,none,3,car,30,none,rent,1,skilled,1,none,yes,good
no checking,15,critical/other existing credit,used car,942,<100,1<=X<4,4,female div/dep/mar,none,3,real estate,26,none,own,2,skilled,2,none,yes,good
<0,44,existing paid,radio/tv,6222,<100,<1,1,male single,none,1,no known property,28,none,rent,1,skilled,1,yes,yes,bad
0<=X<200,15,critical/other existing credit,business,3414,no known savings,1<=X<4,2,female div/dep/mar,none,4,car,71,none,own,2,skilled,1,none,no,good
<0,26,existing paid,new car,3522,<100,>=7,4,female div/dep/mar,none,4,life insurance,24,none,own,2,skilled,1,yes,yes,good
0<=X<200,17,critical/other existing credit,business,2343,<100,>=7,3,male div/sep,none,4,real estate,69,bank,own,2,high qualif/self emp/mgmt,1,yes,yes,good
<0,16,existing paid,furniture/equipment,1116,no known savings,1<=X<4,4,male single,none,4,car,26,none,own,2,high qualif/self emp/mgmt,1,none,yes,bad
<0,28,existing paid,repairs,2116,no known savings,1<=X<4,4,male single,co applicant,2,car,44,none,for free,1,skilled,1,none,yes,good
0<=X<200,42,existing paid,used car,4671,<100,4<=X<7,2,female div/dep/mar,none,2,car,39,none,own,2,unskilled resident,1,yes,yes,bad
no checking,31,critical/other existing credit,radio/tv,3427,100<=X<500,>=7,2,female div/dep/mar,none,2,life insurance,36,none,for free,2,skilled,2,none,yes,good
no checking,17,existing paid,new car,8520,>=1000,>=7,4,female div/dep/mar,guarantor,4,car,63,none,own,1,unskilled resident,1,yes,yes,good
no checking,42,critical/other existing credit,new car,9387,>=1000,<1,2,male single,none,3,no known property,41,none,for free,2,skilled,1,none,yes,bad
<0,43,delayed previously,new car,10125,500<=X<1000,<1,2,male single,none,4,no known property,27,none,rent,2,skilled,1,none,yes,good
no checking,20,existing paid,domestic appliance,1429,<100,>=7,4,male single,none,4,car,49,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,20,all paid,domestic appliance,4190,<100,>=7,4,male single,none,4,real estate,31,bank,own,1,unskilled resident,1,none,yes,bad
no checking,18,critical/other existing credit,radio/tv,2017,<100,1<=X<4,2,male single,none,4,real estate,42,none,own,1,skilled,1,none,yes,good
<0,13,existing paid,new car,2764,no known savings,1<=X<4,3,female div/dep/mar,none,1,car,40,none,own,1,skilled,2,none,yes,good
0<=X<200,32,existing paid,business,8289,100<=X<500,4<=X<7,3,male div/sep,none,4,car,37,none,own,1,high qualif/self emp/mgmt,1,none,yes,good
no checking,31,existing paid,used car,1494,<100,1<=X<4,4,female div/dep/mar,none,4,no known property,28,none,for free,1,high qualif/self emp/mgmt,1,none,yes,good
<0,37,existing paid,business,6544,<100,>=7,4,female div/dep/mar,none,4,real estate,40,none,for free,1,skilled,1,yes,yes,bad
