gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',51.16,531.070866426777,Yes
Male,0,No,No,15,Yes,No,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',88.32,1262.5805593049595,No
Male,0,Yes,Yes,4,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',64.96,273.262448724958,No
Female,1,No,No,3,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',84.64,171.490054859885,Yes
Male,0,No,No,0,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',93.62,74.42882445667682,Yes
Female,0,Yes,Yes,36,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',78.04,3324.5845767156397,No
Female,1,No,No,15,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',75.61,897.62342353614,No
Female,0,No,No,45,Yes,Yes,'Fiber optic',No,No,No,No,No,No,'One year',Yes,'Bank transfer (automatic)',82.84,3266.6448698853865,No
Male,0,No,No,56,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',96.08,3851.8768662011717,No
Female,0,Yes,Yes,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Electronic check',22.86,157.39433180716594,No
Male,0,No,No,15,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',89.21,1624.7388600255408,No
Male,0,No,No,5,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',75.75,608.6990461127612,No
Female,0,Yes,Yes,23,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Bank transfer (automatic)',92.79,2385.076322592282,No
Female,1,No,No,5,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',89.45,426.87382861476453,Yes
Female,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',18.39,175.35894986277654,Yes
Male,0,Yes,Yes,49,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,No,'Two year',Yes,'Credit card (automatic)',85.94,6329.4375478547345,No
Female,0,No,No,4,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',41.07,285.64141483219845,No
Male,0,Yes,No,0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',66.94,18.8,Yes
Female,1,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',56.45,480.33302589438335,Yes
Female,0,Yes,No,43,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.33,1330.1989093876086,No
Male,0,No,No,22,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',25.3,158.14390750999473,No
Male,0,Yes,Yes,4,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,'Mailed check',99.26,394.5188006503912,No
Female,0,Yes,Yes,32,No,'No phone service',DSL,No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',51.6,2037.0955088688795,No
Female,0,No,No,44,Yes,Yes,'Fiber optic',No,Yes,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.6,6299.8370346192305,No
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',59.05,2370.3414916761817,No
Male,0,No,Yes,3,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',50.18,92.24151503427842,Yes
Female,0,Yes,Yes,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.87,690.8979761238076,No
Female,0,No,No,0,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',51.23,283.58713187934956,Yes
Male,0,Yes,No,69,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',21.28,5755.459650147746,No
Female,0,No,No,27,No,No,DSL,No,No,Yes,Yes,Yes,Yes,'One year',No,'Mailed check',59.53,1140.0947452231103,No
Male,0,No,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',20.42,125.82068389180027,No
Male,0,No,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,'Two year',Yes,'Bank transfer (automatic)',70.75,4608.786893666596,No
Male,0,Yes,Yes,30,Yes,No,'Fiber optic',Yes,No,No,Yes,No,No,'One year',No,'Credit card (automatic)',81.27,2609.992237959589,No
Male,0,Yes,Yes,53,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Bank transfer (automatic)',20.75,1143.3559514282445,No
Male,0,No,No,12,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',40.15,382.3472756733138,No
Female,0,Yes,Yes,7,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',23.38,276.76457345222724,No
Female,0,Yes,Yes,4,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',71.94,181.64935066244269,Yes
Male,0,Yes,No,46,Yes,Yes,'Fiber optic',No,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',101.88,6881.723339498993,Yes
Male,0,No,No,18,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',96.77,1634.1489393973307,Yes
Male,0,Yes,Yes,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',72.96,551.1682744836164,No
Female,0,No,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.9,133.652803687688,No
Female,0,Yes,Yes,28,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',19.86,377.9890719374034,No
Male,0,Yes,Yes,40,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,'Two year',Yes,'Credit card (automatic)',89.21,4612.824303567919,No
Male,0,Yes,Yes,1,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',52.21,126.71600645817222,No
Male,0,Yes,Yes,5,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,No,'Mailed check',73.65,122.83062884126198,No
Male,1,Yes,No,20,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',79.8,1885.2984008789426,Yes
Male,1,Yes,No,45,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,Yes,'Two year',Yes,'Credit card (automatic)',102.78,6095.177543419157,No
Male,0,Yes,No,37,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',102.9,7194.40107829246,No
Female,1,Yes,No,58,Yes,No,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',105.88,7880.46100318923,No
Female,0,No,No,10,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Bank transfer (automatic)',79.11,1340.9159235512684,No
Male,0,No,No,39,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Electronic check',20.37,465.8136383054896,No
Female,0,Yes,Yes,70,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',21.93,1676.3310031313945,No
Female,0,Yes,No,27,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',49.83,1645.347132653117,No
Female,0,No,No,8,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',82.45,1242.841601402275,No
Female,0,Yes,No,22,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',97.16,2384.3933920965515,Yes
Female,0,Yes,Yes,49,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',91.93,3484.619672466164,No
Male,0,Yes,Yes,39,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.82,2773.4230534408566,No
Male,0,Yes,No,51,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',102.84,7135.122614786541,No
Female,0,Yes,Yes,27,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',21.07,1141.8198401881875,No
Male,0,Yes,Yes,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',48.35,542.9478208133341,No
Female,0,Yes,Yes,19,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service',Yes,'Two year',No,'Bank transfer (automatic)',83.94,743.7618278428025,No
Male,0,Yes,No,57,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,'Electronic check',97.17,3948.6294149050545,No
Male,0,No,No,0,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',65.37,18.8,Yes
Female,0,Yes,Yes,62,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',21.81,1873.884674645671,No
Female,0,No,No,28,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',83.81,2424.1210832813777,No
Male,0,No,No,31,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',18.25,654.9117981216413,No
Female,0,Yes,No,30,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Bank transfer (automatic)',82.72,5093.08772666973,No
Male,0,No,No,14,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.9,419.3438610957762,No
Male,0,No,No,14,Yes,No,'Fiber optic',No,'No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,Yes,'Bank transfer (automatic)',91.7,859.9509639954509,No
Male,0,Yes,Yes,40,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'One year',No,'Credit card (automatic)',78.62,3749.1378527517245,No
Female,0,No,No,13,Yes,No,DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',81.16,1569.0325536391745,No
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',83.27,7203.229282240619,No
Female,0,Yes,Yes,27,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,'One year',No,'Credit card (automatic)',81.39,2281.881642611397,No
Male,0,No,No,31,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',36.72,463.7725963036703,No
Male,0,Yes,Yes,27,No,'No phone service',DSL,Yes,No,No,Yes,No,No,'One year',No,'Mailed check',38.09,455.12883938943344,No
Male,0,No,No,25,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',90.62,2465.550149432702,Yes
Female,0,No,No,52,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',106.23,4755.874778883396,No
Male,1,No,No,19,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',88.08,1961.497788206514,Yes
Female,0,Yes,Yes,63,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',Yes,'Electronic check',36.17,1570.639004977746,No
Male,0,Yes,Yes,1,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',21.11,69.43423747887778,No
Male,0,No,No,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.03,18.8,No
Female,0,No,No,2,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',69.62,152.9672805234378,Yes
Male,0,Yes,No,56,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',72.97,4528.144144432191,No
Female,0,No,No,9,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',53.12,140.41356307147157,Yes
Female,0,No,No,17,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',69.53,1226.3125562048463,No
Male,0,No,Yes,12,Yes,No,DSL,Yes,No,No,Yes,No,No,Month-to-month,No,'Mailed check',34.17,111.74975765646376,No
Male,0,Yes,No,64,Yes,Yes,'Fiber optic',Yes,Yes,Yes,No,No,No,'One year',Yes,'Bank transfer (automatic)',104.49,4016.7038028165834,No
Male,0,No,No,32,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Credit card (automatic)',19.19,347.7610087475925,No
Male,0,Yes,Yes,71,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Credit card (automatic)',83.96,5285.931064110608,No
Male,0,Yes,Yes,42,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Credit card (automatic)',69.52,5854.610388846877,No
Male,1,Yes,No,39,Yes,Yes,'Fiber optic',No,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',75.31,4977.618618300192,No
Male,0,Yes,Yes,66,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',33.99,979.7893368010944,No
Male,0,Yes,No,4,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',42.19,167.11260587417343,Yes
Male,0,Yes,No,52,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,No,No,'Two year',Yes,'Bank transfer (automatic)',81.3,6062.517253479435,No
Female,0,Yes,Yes,44,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',70.44,2110.4636596336372,No
Female,0,Yes,Yes,63,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',24.24,2405.1221000997202,No
Male,1,Yes,No,49,Yes,Yes,'Fiber optic',No,Yes,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',101.06,3965.160267488509,Yes
Male,0,Yes,No,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',85.47,6380.239510965093,No
Male,0,Yes,No,64,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',24.88,1770.50116770446,No
Female,0,Yes,No,31,Yes,Yes,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',100.52,2894.992528707624,Yes
Male,0,Yes,Yes,31,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',72.64,1047.2751175207954,Yes
Female,0,No,No,3,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',65.84,153.04212493691097,Yes
Male,1,Yes,No,35,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',88.94,2943.4738983876796,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',46.1,152.9080640085284,Yes
Female,0,Yes,No,63,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,'One year',Yes,'Electronic check',105.09,6569.249578288719,No
Male,0,No,No,35,Yes,Yes,'Fiber optic',Yes,Yes,No,No,Yes,No,Month-to-month,Yes,'Electronic check',104.43,3578.22931980222,No
Male,0,No,No,53,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,'Two year',No,'Bank transfer (automatic)',80.41,3511.056808504966,No
Female,0,No,No,30,Yes,No,'Fiber optic',Yes,No,Yes,Yes,No,No,'One year',No,'Mailed check',83.29,3077.153346172634,No
Female,0,Yes,Yes,56,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Bank transfer (automatic)',20.19,1343.6446108572661,No
Male,0,No,No,40,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',112.39,7328.227756279149,No
Female,0,Yes,No,39,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',71.78,3845.4448036557055,No
Female,0,No,No,48,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',99.38,5102.935897827515,No
Male,0,No,No,0,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',70.06,100.17978276545617,Yes
Female,1,No,No,19,Yes,Yes,'Fiber optic',No,No,No,No,Yes,No,Month-to-month,Yes,'Electronic check',88.65,1531.122942046262,Yes
Female,0,Yes,No,27,No,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',68.88,2509.5844082214567,No
Female,0,Yes,No,5,No,'No phone service',DSL,No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',48.3,230.00018232347145,No
Male,1,No,No,1,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',44.22,80.2126870983374,Yes
Male,0,Yes,Yes,53,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',79.15,4023.86998330407,No
Male,0,Yes,Yes,69,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',45.88,979.5390075403599,No
Male,1,Yes,No,45,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',102.96,5829.655308233788,Yes
Male,0,No,No,56,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Credit card (automatic)',20.83,1230.6045457775074,No
Female,0,Yes,Yes,68,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Credit card (automatic)',84.37,5138.660702680366,No
Male,0,No,No,7,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',54.99,516.9776180299689,No
Male,0,No,No,11,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',49.31,69.85934758144167,No
Female,1,No,No,21,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',67.69,2792.188870668372,No
Male,0,No,No,50,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',26.54,1025.1804908614388,No
Female,0,No,No,68,Yes,No,'Fiber optic',Yes,No,Yes,Yes,Yes,Yes,'Two year',Yes,'Bank transfer (automatic)',105.54,6284.480925341808,No
Female,0,Yes,Yes,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',25.49,339.0431201446813,No
Female,0,No,No,1,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',80.65,18.8,Yes
Male,0,No,No,4,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',21.8,18.8,No
Male,1,Yes,No,27,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.42,2361.7881774110465,Yes
Male,0,No,No,0,No,'No phone service',DSL,No,No,No,No,No,No,Month-to-month,No,'Mailed check',40.61,26.888218141801218,Yes
Male,0,Yes,Yes,6,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No,'One year',No,'Mailed check',72.03,763.7581717240352,No
Female,0,No,No,5,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,'Electronic check',75.95,559.1377270456654,No
Female,0,Yes,No,5,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service',Month-to-month,No,'Mailed check',19.22,125.89720400400236,No
Female,0,No,Yes,13,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',No,'Mailed check',78.89,1449.7223758668351,No
Male,0,Yes,No,46,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',42.39,786.0895057972994,No
Male,0,No,No,2,Yes,No,'Fiber optic',No,No,Yes,No,Yes,Yes,Month-to-month,Yes,'Electronic check',101.96,201.9528000238432,Yes
Female,1,No,No,2,Yes,Yes,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',94.32,197.745755800403,Yes
Male,0,Yes,Yes,34,Yes,No,'Fiber optic',No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',96.6,1627.7047718112792,No
Male,0,Yes,No,33,Yes,Yes,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',Yes,'Bank transfer (automatic)',27.19,1993.3707398431322,No
Female,1,No,No,6,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',49.2,311.41952821188164,Yes
Female,1,Yes,No,5,Yes,No,'Fiber optic',No,No,No,No,Yes,Yes,Month-to-month,Yes,'Electronic check',78.56,355.84745987883656,Yes
Female,0,Yes,Yes,35,Yes,'No phone service',DSL,Yes,No,Yes,Yes,Yes,Yes,'One year',Yes,'Credit card (automatic)',57.56,1662.0435774018024,No
Male,0,No,No,7,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',49.42,51.13996175298192,Yes
Male,0,No,No,6,Yes,No,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',69.05,543.5968715751486,No
Female,0,No,No,29,No,'No phone service',DSL,Yes,Yes,Yes,Yes,Yes,Yes,'Two year',No,'Mailed check',59.26,1840.795147167587,No
Female,0,No,No,8,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',54.91,598.0102824149054,No
Female,0,Yes,Yes,2,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',20.1,109.78463648131309,No
Male,0,No,No,9,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',86.38,732.340973060458,No
Female,1,No,No,4,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',83.27,974.4839296167403,Yes
Male,0,No,No,2,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Mailed check',36.83,67.01190461166593,No
Female,0,Yes,Yes,39,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',22.53,970.1875807044726,No
Female,0,No,No,4,Yes,No,'Fiber optic',No,No,No,No,No,Yes,Month-to-month,Yes,'Electronic check',76.32,272.0574505979399,Yes
Female,0,Yes,Yes,37,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','One year',No,'Mailed check',20.38,1086.620457895846,No
Male,1,No,No,27,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',47.22,772.5834816301341,No
Male,0,Yes,Yes,72,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,'One year',Yes,'Bank transfer (automatic)',79.61,4840.162736677822,No
Male,0,Yes,No,28,Yes,Yes,'Fiber optic',Yes,Yes,No,No,No,No,Month-to-month,Yes,'Bank transfer (automatic)',87.17,2374.770395797667,No
Male,0,Yes,No,32,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',37.64,99.41058333485526,No
Female,0,Yes,Yes,10,Yes,No,No,'No internet service','No internet service','No internet service','No internet service','No internet service','No internet service','Two year',No,'Mailed check',27.45,18.8,No
Male,1,Yes,No,42,Yes,Yes,'Fiber optic',No,No,No,No,No,No,Month-to-month,Yes,'Electronic check',75.31,5917.730516608411,No
Female,0,Yes,Yes,47,Yes,No,DSL,No,No,Yes,Yes,Yes,Yes,'One year',Yes,'Electronic check',96.75,6036.965499853667,No
Male,0,Yes,Yes,40,Yes,Yes,'Fiber optic',Yes,Yes,Yes,Yes,Yes,Yes,'Two year',Yes,'Credit card (automatic)',104.2,8386.964073588138,No
